,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
0,29,Private,114224,13,Divorced,Husband,White,Male,0,0,74,0
1,29,Private,114224,13,Married-civ-spouse,Husband,White,Male,0,0,28,0
2,29,Self-emp-not-inc,114224,13,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
3,29,Private,139671,13,Married-civ-spouse,Husband,White,Male,0,0,40,0
4,29,Private,203435,13,Married-civ-spouse,Husband,White,Female,0,0,40,0
5,50,Private,114224,13,Married-civ-spouse,Husband,White,Male,0,0,40,0
6,29,Private,192273,13,Married-civ-spouse,Husband,White,Male,0,0,40,0
7,29,Private,199908,3,Married-civ-spouse,Husband,White,Male,0,0,40,0
8,29,Private,114224,5,Married-civ-spouse,Husband,White,Female,0,0,40,0
9,29,Private,114224,13,Married-civ-spouse,Husband,White,Female,0,0,43,0
0,49,Private,241607,9,Never-married,Not-in-family,White,Male,0,4078,40,0
1,44,Private,241607,9,Never-married,Not-in-family,White,Male,49073,0,40,1
2,28,Private,241607,8,Never-married,Not-in-family,White,Male,71436,0,40,1
3,28,Private,241607,9,Never-married,Not-in-family,White,Male,38256,326,40,1
4,28,Private,241607,9,Widowed,Not-in-family,White,Male,87920,0,40,1
5,28,Private,241607,9,Never-married,Other-relative,White,Male,24832,0,40,1
6,28,Private,241607,9,Never-married,Not-in-family,White,Male,22378,0,40,1
7,28,Private,241607,9,Never-married,Not-in-family,White,Male,74580,0,40,1
8,28,Private,241607,9,Never-married,Not-in-family,White,Male,84426,0,40,1
9,28,Private,241607,9,Never-married,Not-in-family,White,Male,88672,0,40,1
0,45,Self-emp-not-inc,225456,13,Married-civ-spouse,Husband,White,Male,3583,0,50,0
1,35,Self-emp-not-inc,225456,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
2,45,Self-emp-not-inc,225456,13,Married-civ-spouse,Unmarried,White,Male,0,0,97,0
3,45,Self-emp-not-inc,225456,13,Married-civ-spouse,Husband,White,Male,0,0,32,0
4,45,Self-emp-not-inc,225456,13,Married-civ-spouse,Not-in-family,White,Male,0,0,50,0
5,45,Self-emp-not-inc,225456,2,Married-civ-spouse,Husband,White,Female,0,0,50,0
6,45,Self-emp-not-inc,225456,13,Married-civ-spouse,Husband,Other,Male,0,0,13,0
7,45,Self-emp-not-inc,128016,13,Never-married,Husband,White,Male,0,0,50,0
8,45,Self-emp-not-inc,299383,13,Married-civ-spouse,Husband,White,Male,0,0,28,0
9,45,Self-emp-not-inc,225456,13,Married-civ-spouse,Husband,White,Female,0,0,19,0
0,56,Private,170070,12,Married-civ-spouse,Other-relative,White,Female,0,0,40,0
1,56,Private,160829,9,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,40,0
2,56,Without-pay,170070,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
3,60,Private,170070,9,Married-civ-spouse,Wife,Black,Female,0,0,40,0
4,45,Private,170070,9,Married-civ-spouse,Wife,White,Female,0,0,6,0
5,56,Private,170070,13,Married-civ-spouse,Not-in-family,White,Female,0,0,40,0
6,56,Private,170070,9,Widowed,Wife,White,Female,0,1123,40,0
7,19,Private,170070,9,Widowed,Wife,White,Female,0,0,40,0
8,56,Private,170070,3,Married-spouse-absent,Wife,White,Female,0,0,40,0
9,56,Private,170070,11,Married-civ-spouse,Unmarried,White,Female,0,0,40,0
0,46,Private,186410,15,Never-married,Not-in-family,White,Male,0,0,5,0
1,46,Private,39477,15,Never-married,Unmarried,White,Male,0,0,50,0
2,46,Private,186410,15,Divorced,Own-child,White,Male,0,0,50,0
3,31,Private,186410,15,Never-married,Not-in-family,White,Male,0,1927,50,0
4,50,Private,186410,3,Never-married,Not-in-family,White,Male,0,0,50,0
5,46,Private,186410,15,Widowed,Not-in-family,White,Female,0,0,50,0
6,46,Private,186410,15,Never-married,Own-child,White,Male,0,3522,50,0
7,46,State-gov,186410,15,Divorced,Not-in-family,White,Male,0,0,50,0
8,46,Private,186410,15,Never-married,Own-child,White,Male,0,0,50,0
9,46,Private,186410,15,Never-married,Not-in-family,White,Male,0,718,87,0
0,19,Self-emp-not-inc,342384,7,Married-civ-spouse,Own-child,White,Male,81830,2129,55,1
1,19,Self-emp-not-inc,342384,7,Married-civ-spouse,Own-child,White,Male,72213,2129,34,1
2,19,Without-pay,342384,7,Married-civ-spouse,Own-child,White,Male,80378,2129,55,1
3,19,Self-emp-not-inc,342384,7,Married-civ-spouse,Own-child,White,Male,11039,2806,55,1
4,19,Self-emp-not-inc,342384,7,Married-civ-spouse,Own-child,White,Male,52580,2129,55,1
5,19,Self-emp-not-inc,355686,7,Married-civ-spouse,Own-child,White,Male,93961,2129,55,1
6,19,Self-emp-not-inc,342384,6,Married-civ-spouse,Own-child,White,Male,77530,2129,55,1
7,19,Self-emp-not-inc,342384,7,Married-civ-spouse,Own-child,White,Male,39882,2129,55,1
8,19,Self-emp-not-inc,342384,14,Married-civ-spouse,Own-child,White,Male,97561,2129,55,1
9,69,Self-emp-not-inc,342384,7,Married-civ-spouse,Own-child,White,Male,83341,2129,55,1
0,34,Self-emp-inc,544268,9,Divorced,Not-in-family,White,Female,39893,0,50,1
1,34,Self-emp-inc,544268,6,Divorced,Not-in-family,White,Female,59837,0,50,1
2,34,Self-emp-inc,544268,9,Divorced,Not-in-family,White,Female,87403,0,50,1
3,34,Self-emp-not-inc,544268,9,Divorced,Not-in-family,White,Female,64062,0,50,1
4,34,Self-emp-inc,544268,9,Divorced,Not-in-family,White,Female,80342,0,50,1
5,34,Self-emp-inc,544268,6,Divorced,Not-in-family,White,Female,20140,0,50,1
6,34,Self-emp-inc,544268,9,Divorced,Not-in-family,White,Female,12011,0,50,1
7,34,Private,544268,9,Divorced,Not-in-family,White,Female,64501,0,50,1
8,34,Self-emp-inc,105821,9,Divorced,Not-in-family,White,Female,73405,0,50,1
9,34,Self-emp-inc,544268,9,Divorced,Not-in-family,White,Female,86102,0,50,1
0,38,Private,309230,10,Married-civ-spouse,Husband,White,Male,0,1681,40,0
1,38,Private,309230,10,Married-civ-spouse,Husband,White,Male,0,4216,40,0
2,38,Private,288154,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
3,38,Without-pay,309230,2,Married-civ-spouse,Husband,White,Male,0,0,40,0
4,25,Private,309230,10,Married-civ-spouse,Husband,White,Female,0,0,40,0
5,38,Private,309230,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
6,38,Private,309230,10,Married-civ-spouse,Husband,White,Male,0,3009,40,0
7,38,Private,121441,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
8,38,Private,131167,3,Married-civ-spouse,Husband,White,Male,0,0,40,0
9,53,Private,632593,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
0,67,Self-emp-not-inc,340171,9,Separated,Not-in-family,Black,Male,89016,0,40,1
1,55,Self-emp-not-inc,340171,8,Separated,Not-in-family,Black,Male,55446,0,40,1
2,55,Self-emp-not-inc,340171,12,Separated,Not-in-family,Black,Male,0,3234,40,0
3,55,Self-emp-not-inc,340171,9,Married-civ-spouse,Not-in-family,Black,Male,25990,0,40,1
4,55,Self-emp-not-inc,340171,9,Separated,Not-in-family,Black,Male,75738,0,40,1
5,55,Self-emp-not-inc,340171,2,Separated,Not-in-family,Black,Male,60168,0,40,1
6,55,Self-emp-not-inc,340171,2,Separated,Not-in-family,Black,Male,59208,0,40,1
7,55,Self-emp-not-inc,340171,9,Separated,Not-in-family,Black,Male,85818,0,9,1
8,55,Self-emp-not-inc,340171,9,Married-spouse-absent,Not-in-family,Black,Male,84480,0,40,1
9,55,Self-emp-not-inc,340171,9,Separated,Not-in-family,Black,Male,16677,0,40,1
0,24,Private,33088,7,Widowed,Not-in-family,White,Male,47314,0,40,1
1,24,Private,33088,7,Never-married,Not-in-family,White,Male,69701,0,40,1
2,24,Private,33088,7,Never-married,Not-in-family,White,Male,97095,0,43,1
3,24,Private,33088,7,Never-married,Not-in-family,White,Male,19542,0,40,1
4,24,Private,33088,7,Never-married,Not-in-family,White,Male,74437,0,40,1
5,24,Private,33088,7,Never-married,Not-in-family,White,Male,34986,0,11,1
6,24,Self-emp-inc,33088,7,Never-married,Not-in-family,White,Male,0,3739,40,0
7,24,Private,33088,7,Never-married,Not-in-family,White,Male,11680,0,40,1
8,24,Private,33088,7,Never-married,Not-in-family,White,Male,62034,0,40,1
9,24,Private,33088,7,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,35225,0,40,1
0,60,Self-emp-not-inc,89884,9,Married-civ-spouse,Husband,White,Male,41919,0,50,1
1,60,Self-emp-not-inc,89884,9,Married-civ-spouse,Husband,White,Male,15985,0,50,1
2,60,Self-emp-not-inc,89884,14,Married-civ-spouse,Husband,White,Male,0,2874,50,1
3,60,Self-emp-not-inc,89884,9,Married-civ-spouse,Husband,White,Male,77361,0,50,1
4,60,Federal-gov,89884,9,Married-civ-spouse,Husband,White,Female,0,0,50,1
5,60,Self-emp-not-inc,89884,9,Married-civ-spouse,Husband,White,Male,53605,0,50,1
6,60,Self-emp-not-inc,89884,1,Married-civ-spouse,Husband,White,Male,62379,0,50,1
7,60,Self-emp-not-inc,89884,9,Married-civ-spouse,Husband,White,Male,52748,0,50,1
8,60,Self-emp-not-inc,89884,9,Married-civ-spouse,Husband,White,Male,88847,0,50,1
9,60,Self-emp-not-inc,97017,9,Married-civ-spouse,Husband,White,Male,0,1922,50,1
0,17,Private,128715,13,Married-civ-spouse,Husband,White,Male,0,0,60,0
1,37,Private,128715,3,Married-civ-spouse,Not-in-family,White,Male,0,0,60,0
2,25,Self-emp-inc,128715,13,Married-civ-spouse,Husband,White,Male,0,0,60,0
3,25,Private,128715,13,Married-civ-spouse,Husband,White,Male,0,0,60,0
