,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
719,2,18,no credits taken/all credits paid back duly,radio/television,1217,unknown/no savings account,2,2,female : single,none,1,unknown / no property,47,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,1
720,0,24,no credits taken/all credits paid back duly,furniture/equipment,2397,... <  100 DM,4,1,male : married/widowed,none,2,unknown / no property,35,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
721,3,48,critical account/other credits elsewhere,retraining,6416,... >= 1000 DM,4,0,female : non-single or male : single,none,1,unknown / no property,59,none,for free,1,skilled employee/official,0 to 2,no,no,1
722,1,10,no credits taken/all credits paid back duly,furniture/equipment,750,unknown/no savings account,0,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
723,2,18,all credits at this bank paid back duly,domestic appliances,9341,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,no,no,1
724,3,12,all credits at this bank paid back duly,repairs,14073,100 <= ... <  500 DM,1,2,male : married/widowed,none,3,car or other,37,stores,rent,3-Feb,manager/self-empl./highly qualif. employee,3 or more,no,no,0
725,1,36,all credits at this bank paid back duly,car (used),11413,unknown/no savings account,1,1,female : single,none,2,car or other,46,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
726,0,12,all credits at this bank paid back duly,furniture/equipment,797,... >= 1000 DM,4,0,female : non-single or male : single,none,1,car or other,33,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
727,1,8,all credits at this bank paid back duly,car (used),4281,100 <= ... <  500 DM,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
728,2,30,delay in paying off in the past,retraining,4280,... <  100 DM,2,2,female : non-single or male : single,none,0,building soc. savings agr./life insurance,26,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
729,1,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,2,female : non-single or male : single,none,3,unknown / no property,37,stores,rent,1,unskilled - resident,0 to 2,no,no,1
730,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,2,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
731,1,33,no credits taken/all credits paid back duly,car (used),2473,unknown/no savings account,0,0,male : married/widowed,none,3,building soc. savings agr./life insurance,25,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
732,0,72,no credits taken/all credits paid back duly,car (used),13941,unknown/no savings account,1,3,female : non-single or male : single,none,1,real estate,23,none,for free,1,unskilled - resident,3 or more,no,no,0
733,0,12,no credits taken/all credits paid back duly,vacation,1386,100 <= ... <  500 DM,2,2,female : non-single or male : single,none,2,car or other,26,none,rent,1,skilled employee/official,0 to 2,no,no,1
734,1,24,no credits taken/all credits paid back duly,car (used),15481,100 <= ... <  500 DM,4,3,male : married/widowed,none,0,car or other,74,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
735,0,20,all credits at this bank paid back duly,car (new),11262,unknown/no savings account,3,1,male : married/widowed,none,2,car or other,21,none,own,3-Feb,skilled employee/official,0 to 2,no,no,0
736,2,18,no credits taken/all credits paid back duly,car (used),1924,... >= 1000 DM,1,0,female : single,none,1,unknown / no property,27,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,1
737,2,36,no credits taken/all credits paid back duly,others,5571,... >= 1000 DM,2,3,male : married/widowed,none,3,real estate,37,bank,own,1,skilled employee/official,0 to 2,yes (under customer name),no,1
738,1,18,no credits taken/all credits paid back duly,car (used),2462,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,41,none,rent,1,skilled employee/official,0 to 2,no,no,1
739,2,21,no credits taken/all credits paid back duly,others,3752,unknown/no savings account,3,0,male : married/widowed,none,2,real estate,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
740,1,5,no credits taken/all credits paid back duly,car (new),8229,unknown/no savings account,2,2,male : married/widowed,none,2,car or other,26,none,rent,1,manager/self-empl./highly qualif. employee,3 or more,no,no,1
741,2,18,no credits taken/all credits paid back duly,repairs,14051,... >= 1000 DM,2,0,male : married/widowed,none,0,real estate,61,stores,own,1,skilled employee/official,0 to 2,no,no,0
742,0,18,delay in paying off in the past,furniture/equipment,2617,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,36,stores,rent,3-Feb,skilled employee/official,3 or more,no,no,1
743,1,12,all credits at this bank paid back duly,furniture/equipment,12365,... >= 1000 DM,2,0,female : non-single or male : single,none,2,unknown / no property,38,bank,rent,3-Feb,unskilled - resident,3 or more,yes (under customer name),no,0
744,1,48,no credits taken/all credits paid back duly,car (new),6331,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,46,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
745,2,24,no credits taken/all credits paid back duly,car (new),1941,unknown/no savings account,4,1,female : non-single or male : single,none,2,real estate,44,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
746,0,54,no credits taken/all credits paid back duly,others,3186,500 <= ... < 1000 DM,3,2,female : non-single or male : single,none,1,real estate,20,none,for free,1,skilled employee/official,0 to 2,no,no,0
747,2,60,no credits taken/all credits paid back duly,furniture/equipment,15929,unknown/no savings account,4,1,female : single,guarantor,1,unknown / no property,40,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
748,1,5,all credits at this bank paid back duly,car (used),2746,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,1
749,2,30,no credits taken/all credits paid back duly,car (used),3441,... <  100 DM,2,2,female : non-single or male : single,co-applicant,0,building soc. savings agr./life insurance,46,bank,own,1,skilled employee/official,0 to 2,no,no,0
750,0,36,all credits at this bank paid back duly,others,15066,unknown/no savings account,3,0,male : married/widowed,none,0,building soc. savings agr./life insurance,31,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
751,0,24,no credits taken/all credits paid back duly,retraining,4591,500 <= ... < 1000 DM,0,2,male : married/widowed,none,1,car or other,54,none,rent,>= 6,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
752,1,18,no credits taken/all credits paid back duly,others,3509,unknown/no savings account,3,0,female : non-single or male : single,none,3,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
753,0,18,no credits taken/all credits paid back duly,furniture/equipment,11882,unknown/no savings account,0,1,female : non-single or male : single,co-applicant,0,unknown / no property,74,none,for free,1,skilled employee/official,0 to 2,no,no,1
754,2,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,female : non-single or male : single,none,3,car or other,45,none,rent,1,skilled employee/official,0 to 2,no,no,1
755,3,12,critical account/other credits elsewhere,car (used),9517,... >= 1000 DM,4,2,male : married/widowed,co-applicant,0,car or other,53,none,for free,>= 6,skilled employee/official,0 to 2,no,no,0
756,1,5,no credits taken/all credits paid back duly,furniture/equipment,6999,unknown/no savings account,3,3,female : single,guarantor,1,unknown / no property,34,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
757,1,60,all credits at this bank paid back duly,business,5288,100 <= ... <  500 DM,4,1,female : non-single or male : single,none,0,real estate,60,bank,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
758,1,36,delay in paying off in the past,retraining,7409,unknown/no savings account,4,1,male : married/widowed,none,2,car or other,37,none,own,3-Feb,skilled employee/official,0 to 2,no,no,0
759,1,72,no credits taken/all credits paid back duly,others,1403,unknown/no savings account,2,2,female : non-single or male : single,none,0,building soc. savings agr./life insurance,28,none,rent,1,skilled employee/official,0 to 2,no,no,0
760,2,5,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,1
761,3,21,no credits taken/all credits paid back duly,repairs,13642,... >= 1000 DM,2,3,male : married/widowed,none,1,building soc. savings agr./life insurance,50,none,rent,1,skilled employee/official,3 or more,no,no,0
762,0,20,existing credits paid back duly till now,furniture/equipment,4463,unknown/no savings account,2,0,male : married/widowed,none,2,building soc. savings agr./life insurance,26,bank,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
763,2,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,38,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,1
