,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1183,3,27,delay in paying off in the past,retraining,2442,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,43,stores,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
1184,1,27,existing credits paid back duly till now,retraining,2442,unknown/no savings account,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,43,stores,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
1185,1,18,no credits taken/all credits paid back duly,car (used),1553,... <  100 DM,2,0,male : married/widowed,none,1,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1186,1,6,critical account/other credits elsewhere,car (used),1553,unknown/no savings account,2,0,male : married/widowed,none,1,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,yes,1
1187,1,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,3,female : non-single or male : single,none,3,car or other,37,bank,rent,1,unskilled - resident,0 to 2,no,no,1
1188,1,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,3,female : non-single or male : single,none,3,unknown / no property,37,bank,rent,1,unskilled - resident,0 to 2,no,yes,1
1189,2,12,no credits taken/all credits paid back duly,furniture/equipment,1534,500 <= ... < 1000 DM,1,3,female : single,guarantor,3,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,1
1190,2,12,no credits taken/all credits paid back duly,furniture/equipment,1534,unknown/no savings account,1,0,female : single,none,3,unknown / no property,47,none,for free,1,skilled employee/official,0 to 2,no,no,1
1191,1,5,no credits taken/all credits paid back duly,retraining,13489,100 <= ... <  500 DM,0,1,male : married/widowed,none,0,unknown / no property,74,stores,rent,1,unskilled - resident,0 to 2,no,no,0
1192,2,48,no credits taken/all credits paid back duly,retraining,3448,unknown/no savings account,3,3,male : married/widowed,none,0,unknown / no property,74,none,rent,1,unskilled - resident,3 or more,no,no,0
1193,1,24,no credits taken/all credits paid back duly,others,1285,100 <= ... <  500 DM,3,3,female : non-single or male : single,none,0,real estate,32,none,for free,1,skilled employee/official,0 to 2,no,no,1
1194,0,24,no credits taken/all credits paid back duly,others,1285,... >= 1000 DM,3,0,female : non-single or male : single,none,0,real estate,32,none,own,1,skilled employee/official,0 to 2,no,no,1
1195,2,54,delay in paying off in the past,retraining,1878,... >= 1000 DM,1,1,male : married/widowed,none,0,real estate,58,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1196,2,54,delay in paying off in the past,retraining,15945,... >= 1000 DM,1,1,male : married/widowed,none,0,real estate,58,none,for free,1,unskilled - resident,0 to 2,yes (under customer name),yes,1
1197,1,21,critical account/other credits elsewhere,car (new),15927,unknown/no savings account,2,3,male : married/widowed,none,1,real estate,52,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1198,3,21,no credits taken/all credits paid back duly,radio/television,14396,... >= 1000 DM,2,3,male : married/widowed,co-applicant,1,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1199,1,12,no credits taken/all credits paid back duly,car (used),652,unknown/no savings account,1,0,female : non-single or male : single,none,0,car or other,24,none,rent,1,skilled employee/official,0 to 2,no,no,0
1200,1,54,no credits taken/all credits paid back duly,car (used),652,unknown/no savings account,4,0,female : non-single or male : single,none,0,car or other,24,stores,for free,1,skilled employee/official,0 to 2,no,no,0
1201,0,18,delay in paying off in the past,car (used),1808,unknown/no savings account,2,0,female : non-single or male : single,none,3,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
1202,0,18,existing credits paid back duly till now,car (used),1808,... >= 1000 DM,3,0,female : non-single or male : single,none,3,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
1203,1,18,no credits taken/all credits paid back duly,car (new),750,unknown/no savings account,0,0,female : non-single or male : single,guarantor,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
1204,1,18,no credits taken/all credits paid back duly,furniture/equipment,750,unknown/no savings account,0,0,female : non-single or male : single,co-applicant,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
1205,1,72,no credits taken/all credits paid back duly,others,1203,... <  100 DM,4,1,male : married/widowed,none,2,real estate,43,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1206,1,6,no credits taken/all credits paid back duly,others,12300,... <  100 DM,4,1,male : married/widowed,none,2,car or other,43,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,0
