,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
12663,62,Private,217961,9,Never-married,Unmarried,White,Male,2415,45,1
12664,42,Private,217961,9,Never-married,Unmarried,White,Male,3397,45,1
12665,27,Private,285897,9,Widowed,Other-relative,White,Male,1848,45,0
12666,59,Private,285897,9,Separated,Husband,White,Male,1848,45,0
12667,26,Local-gov,464552,3,Never-married,Not-in-family,White,Male,3406,40,1
12668,26,Private,464552,9,Never-married,Not-in-family,White,Male,2489,40,0
12669,20,Private,376072,14,Married-civ-spouse,Husband,White,Male,0,60,0
12670,38,Without-pay,455379,2,Married-civ-spouse,Husband,White,Male,0,60,0
12671,54,Private,46706,9,Married-civ-spouse,Husband,Black,Male,0,40,0
12672,54,Private,347292,9,Married-civ-spouse,Husband,Black,Male,0,40,0
12673,78,Self-emp-inc,188044,2,Married-civ-spouse,Husband,Other,Male,2392,40,0
12674,78,Self-emp-inc,188044,1,Married-civ-spouse,Husband,White,Male,2392,2,0
12675,65,Local-gov,127111,9,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,0,16,0
12676,65,Local-gov,200764,9,Separated,Not-in-family,White,Female,1913,16,0
12677,48,Private,396595,10,Never-married,Husband,Asian-Pac-Islander,Male,0,40,0
12678,38,Private,396595,4,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,75,0
12679,48,Self-emp-not-inc,224752,5,Married-civ-spouse,Wife,White,Female,0,40,0
12680,48,State-gov,224752,9,Married-civ-spouse,Wife,White,Female,0,22,0
12681,62,Self-emp-inc,218407,9,Married-civ-spouse,Husband,Black,Male,0,72,0
12682,62,Self-emp-inc,238267,9,Married-civ-spouse,Not-in-family,Black,Male,0,72,0
12683,53,Private,386773,6,Widowed,Husband,White,Male,0,40,0
12684,62,Private,386773,9,Married-civ-spouse,Husband,White,Male,0,40,0
12685,52,Private,99736,8,Divorced,Unmarried,White,Male,1645,50,0
12686,52,Private,99736,14,Divorced,Unmarried,White,Female,1382,50,0
12687,30,Federal-gov,153132,13,Married-civ-spouse,Husband,White,Female,0,38,0
12688,41,Local-gov,153132,13,Never-married,Husband,White,Male,0,38,0
12689,40,Private,510072,2,Married-civ-spouse,Wife,White,Male,0,55,0
12690,40,Self-emp-not-inc,510072,13,Married-civ-spouse,Husband,White,Male,0,69,0
12691,59,Self-emp-not-inc,211678,14,Married-civ-spouse,Husband,White,Male,3018,47,1
12692,54,Self-emp-not-inc,211678,14,Married-civ-spouse,Wife,White,Male,0,15,0
12693,46,Local-gov,124071,13,Divorced,Other-relative,White,Female,0,65,0
12694,78,Local-gov,103260,14,Divorced,Unmarried,White,Female,0,65,0
12695,45,Private,308118,5,Married-civ-spouse,Husband,White,Male,0,40,0
12696,88,Private,102559,11,Married-civ-spouse,Not-in-family,White,Male,0,40,0
12697,32,Federal-gov,177855,9,Married-civ-spouse,Husband,White,Male,2080,55,0
12698,32,State-gov,177855,9,Separated,Husband,White,Male,0,55,0
12699,42,Self-emp-not-inc,287480,13,Married-civ-spouse,Husband,White,Male,0,50,0
12700,72,Self-emp-not-inc,120539,13,Never-married,Husband,White,Male,0,50,0
12701,51,Self-emp-not-inc,300275,9,Married-civ-spouse,Husband,White,Male,0,40,0
12702,51,State-gov,339905,9,Married-civ-spouse,Husband,White,Male,0,40,0
12703,49,Local-gov,249289,13,Divorced,Unmarried,Black,Female,2550,61,1
12704,49,Local-gov,249289,13,Divorced,Unmarried,Black,Female,3501,40,1
12705,44,Federal-gov,259307,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,40,0
12706,44,Federal-gov,259307,5,Married-AF-spouse,Husband,White,Male,0,40,0
12707,54,Local-gov,31533,5,Married-civ-spouse,Husband,White,Male,2218,40,0
12708,54,Local-gov,342121,14,Married-civ-spouse,Other-relative,White,Male,0,40,0
12709,59,Local-gov,268840,10,Married-civ-spouse,Husband,White,Female,0,16,0
12710,59,Private,268840,15,Married-spouse-absent,Other-relative,White,Female,0,16,0
12711,50,Self-emp-inc,127315,6,Divorced,Husband,White,Male,0,60,0
