,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
9497,50,Private,217961,9,Never-married,Unmarried,White,Male,3058,45,1
9498,27,Private,285897,8,Married-AF-spouse,Husband,White,Male,1848,45,0
9499,26,Private,464552,14,Never-married,Not-in-family,White,Male,3172,40,0
9500,24,Private,455379,14,Married-civ-spouse,Husband,White,Male,0,67,0
9501,54,Private,229272,9,Married-civ-spouse,Husband,Black,Male,2989,40,0
9502,78,Self-emp-inc,188044,13,Married-civ-spouse,Wife,White,Male,1556,40,0
9503,65,Local-gov,200764,9,Widowed,Not-in-family,Black,Female,0,16,0
9504,61,Self-emp-not-inc,396595,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
9505,48,State-gov,67725,9,Married-civ-spouse,Wife,White,Female,0,40,0
9506,62,Self-emp-inc,216116,9,Married-civ-spouse,Husband,Black,Male,0,72,0
9507,73,Private,386773,9,Married-civ-spouse,Husband,White,Male,0,49,0
9508,26,Private,99736,14,Divorced,Unmarried,White,Male,668,50,0
9509,88,Federal-gov,153132,1,Married-civ-spouse,Husband,White,Male,0,38,0
9510,40,Self-emp-not-inc,510072,13,Married-civ-spouse,Husband,White,Male,0,13,0
9511,59,Federal-gov,211678,14,Married-civ-spouse,Husband,White,Male,0,6,1
9512,46,Local-gov,362835,14,Divorced,Unmarried,White,Female,0,65,0
9513,45,Private,102559,11,Married-civ-spouse,Unmarried,White,Male,0,18,0
9514,32,Federal-gov,187046,9,Married-civ-spouse,Not-in-family,White,Male,0,55,0
9515,42,Local-gov,120539,13,Married-AF-spouse,Husband,White,Male,0,50,0
9516,51,Private,339905,9,Married-civ-spouse,Husband,White,Male,2502,40,0
9517,49,Local-gov,249289,13,Divorced,Unmarried,Black,Female,3676,40,1
9518,44,Federal-gov,124520,13,Married-civ-spouse,Husband,White,Male,0,13,0
9519,28,Local-gov,31533,14,Married-civ-spouse,Husband,White,Male,0,40,0
9520,88,Private,268840,10,Married-civ-spouse,Other-relative,Amer-Indian-Eskimo,Female,0,16,0
9521,76,Self-emp-inc,127315,13,Married-civ-spouse,Husband,White,Male,0,7,0
