,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
9497,71,Private,217961,9,Never-married,Unmarried,White,Male,2271,45,1
9498,27,Private,34987,9,Widowed,Husband,White,Male,1848,45,0
9499,73,Private,464552,16,Never-married,Not-in-family,White,Male,0,40,1
9500,38,Private,455379,4,Married-civ-spouse,Husband,White,Male,0,20,0
9501,54,Private,229272,9,Married-spouse-absent,Husband,Black,Male,2847,40,0
9502,75,Self-emp-inc,188044,1,Married-civ-spouse,Husband,White,Male,2392,40,0
9503,65,Local-gov,261725,9,Divorced,Not-in-family,White,Female,3490,16,0
9504,27,Private,396595,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,38,0
9505,48,State-gov,224752,9,Married-civ-spouse,Wife,White,Male,0,65,0
9506,62,Self-emp-inc,118725,9,Married-civ-spouse,Husband,Black,Female,0,4,0
9507,53,Private,386773,15,Married-civ-spouse,Other-relative,White,Male,0,40,0
9508,52,Private,101590,6,Divorced,Unmarried,White,Male,0,50,0
9509,41,Federal-gov,153132,13,Married-civ-spouse,Not-in-family,Amer-Indian-Eskimo,Male,0,38,0
9510,40,Private,510072,13,Married-spouse-absent,Other-relative,White,Male,0,55,0
9511,59,Self-emp-not-inc,211678,14,Married-civ-spouse,Husband,White,Male,3449,15,1
9512,46,Local-gov,124071,14,Divorced,Other-relative,White,Female,728,65,0
9513,68,Private,102559,11,Married-civ-spouse,Husband,White,Male,0,40,0
9514,32,Local-gov,177855,9,Married-civ-spouse,Husband,White,Male,0,69,0
9515,42,Federal-gov,120539,13,Married-civ-spouse,Husband,Black,Male,0,50,0
9516,51,Private,339905,9,Married-civ-spouse,Own-child,Other,Male,0,40,0
9517,49,Local-gov,249289,13,Divorced,Unmarried,Black,Female,3240,40,1
9518,44,Federal-gov,259307,13,Never-married,Husband,Amer-Indian-Eskimo,Male,0,40,0
9519,54,Local-gov,31533,14,Married-civ-spouse,Husband,White,Male,1038,18,0
9520,59,Private,268840,10,Married-spouse-absent,Wife,White,Female,0,16,0
9521,19,Self-emp-inc,142856,13,Married-civ-spouse,Husband,White,Male,0,60,0
9522,73,Local-gov,191779,10,Married-civ-spouse,Not-in-family,White,Male,0,40,0
9523,34,Private,467108,10,Never-married,Not-in-family,White,Male,0,31,0
9524,37,Private,92028,13,Married-AF-spouse,Not-in-family,White,Male,3261,45,1
9525,72,Private,97757,8,Never-married,Own-child,White,Female,2897,44,1
9526,21,Private,107895,10,Never-married,Not-in-family,White,Male,2657,35,1
9527,23,Private,291783,13,Married-civ-spouse,Husband,White,Male,0,68,0
9528,21,Private,131620,15,Married-spouse-absent,Wife,White,Female,2468,40,1
9529,33,Federal-gov,267546,12,Separated,Not-in-family,White,Female,0,40,0
