,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
119,46,Private,265266,10,Married-civ-spouse,Husband,White,Male,1557,40,0
120,46,Private,265266,13,Married-civ-spouse,Husband,White,Male,1587,40,0
121,34,Private,209768,10,Never-married,Husband,White,Male,0,60,0
122,34,Private,209768,13,Never-married,Husband,White,Male,0,44,0
123,34,State-gov,281590,9,Married-civ-spouse,Wife,White,Female,0,50,0
124,25,State-gov,281590,9,Married-civ-spouse,Wife,White,Female,0,40,0
125,30,State-gov,207937,15,Divorced,Not-in-family,White,Male,0,50,0
126,30,Local-gov,207937,11,Divorced,Not-in-family,White,Male,0,50,0
127,25,Private,299908,10,Married-civ-spouse,Wife,Other,Female,268,40,0
128,25,Private,71592,10,Married-civ-spouse,Husband,Black,Female,0,40,0
129,54,Private,162745,9,Married-civ-spouse,Husband,White,Male,1587,55,0
130,54,Private,162745,9,Divorced,Not-in-family,White,Male,0,55,0
131,47,State-gov,199512,6,Married-civ-spouse,Husband,White,Male,1714,40,0
132,47,Private,199512,13,Married-civ-spouse,Husband,White,Male,0,40,0
133,52,Private,170562,9,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Male,0,60,0
134,52,Private,170562,9,Married-civ-spouse,Husband,White,Male,1647,60,0
135,46,Private,146325,9,Married-civ-spouse,Unmarried,White,Male,0,44,0
136,50,Private,105339,9,Married-civ-spouse,Husband,Other,Male,0,44,0
137,52,Private,198693,15,Never-married,Not-in-family,White,Male,0,30,1
138,46,Private,198693,15,Never-married,Not-in-family,White,Male,0,30,0
139,31,Private,101352,13,Married-civ-spouse,Own-child,White,Male,0,40,1
140,44,Private,101352,13,Married-civ-spouse,Own-child,White,Female,0,40,1
141,40,Private,265266,11,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,1756,40,0
142,34,Private,72887,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
143,45,State-gov,185590,13,Married-civ-spouse,Own-child,White,Female,0,40,1
144,30,Private,185590,13,Married-civ-spouse,Own-child,White,Female,0,40,0
145,44,Local-gov,24982,6,Married-civ-spouse,Husband,White,Male,142,40,0
146,44,Local-gov,269095,10,Married-civ-spouse,Not-in-family,White,Male,0,40,0
147,41,Local-gov,124520,14,Married-civ-spouse,Own-child,White,Male,0,40,0
148,41,State-gov,124520,14,Never-married,Husband,White,Male,453,40,0
149,50,Private,105339,13,Divorced,Unmarried,White,Female,0,40,0
150,50,Local-gov,269095,13,Divorced,Unmarried,White,Female,0,60,0
151,31,State-gov,142076,14,Married-civ-spouse,Husband,White,Male,0,40,1
152,31,State-gov,116677,15,Married-civ-spouse,Husband,White,Male,181,40,1
153,37,Private,71592,13,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Female,0,55,1
154,37,Private,71592,9,Married-civ-spouse,Other-relative,White,Female,1854,17,1
155,55,Private,227856,6,Married-civ-spouse,Husband,White,Female,0,60,0
156,50,Private,227856,13,Married-civ-spouse,Husband,White,Female,0,60,0
157,33,Private,110978,15,Married-civ-spouse,Other-relative,Other,Female,0,40,1
158,33,Private,110978,13,Married-civ-spouse,Other-relative,Other,Female,0,40,1
159,57,Self-emp-inc,142076,9,Married-civ-spouse,Husband,White,Male,0,40,0
160,57,Private,142076,9,Married-civ-spouse,Husband,White,Male,0,60,0
161,33,Private,232475,9,Never-married,Husband,White,Male,1026,40,0
162,54,Private,232475,9,Married-civ-spouse,Husband,Other,Male,0,40,0
163,40,Private,160369,10,Married-civ-spouse,Husband,White,Male,2415,30,0
164,40,State-gov,160369,14,Married-civ-spouse,Husband,White,Male,1567,45,0
165,45,Private,36006,13,Married-civ-spouse,Own-child,White,Male,0,45,0
166,25,Private,36006,13,Married-civ-spouse,Husband,Other,Male,0,45,0
167,38,Local-gov,455379,14,Never-married,Husband,White,Male,0,60,0
168,23,Private,455379,14,Married-civ-spouse,Husband,White,Male,0,60,0
169,58,Private,372181,9,Divorced,Unmarried,White,Female,1532,50,0
170,58,Private,372181,9,Divorced,Unmarried,Asian-Pac-Islander,Female,1178,40,0
171,46,Private,105253,14,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,1597,50,0
172,46,Private,105253,14,Married-civ-spouse,Husband,Other,Male,369,50,0
173,60,Private,43235,13,Married-civ-spouse,Not-in-family,White,Male,1548,50,0
174,53,Private,43235,13,Married-civ-spouse,Other-relative,White,Male,0,50,0
175,25,Self-emp-inc,105339,13,Married-civ-spouse,Husband,White,Female,0,60,0
176,58,Self-emp-inc,105339,13,Never-married,Husband,White,Male,0,60,0
177,46,Private,268525,13,Never-married,Not-in-family,White,Male,0,50,1
178,57,Private,268525,13,Never-married,Not-in-family,White,Male,98,50,0
