,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
9497,55,Private,217961,15,Never-married,Unmarried,White,Male,0,45,0
9498,27,Private,285897,9,Married-civ-spouse,Husband,White,Male,2754,45,0
9499,38,Private,464552,16,Never-married,Not-in-family,White,Male,0,40,1
9500,38,Private,455379,3,Married-civ-spouse,Husband,White,Male,2117,60,0
9501,54,Private,229272,9,Separated,Husband,Other,Male,0,40,0
9502,78,Self-emp-inc,188044,10,Married-civ-spouse,Husband,White,Male,1760,40,0
9503,65,Local-gov,166744,9,Divorced,Not-in-family,White,Female,0,16,0
9504,38,Private,140045,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,56,0
9505,48,State-gov,224752,5,Married-civ-spouse,Other-relative,White,Female,0,40,0
9506,33,Local-gov,118725,9,Married-civ-spouse,Husband,Black,Male,0,72,0
9507,53,Private,188069,3,Married-civ-spouse,Husband,White,Male,0,40,0
9508,52,Private,99736,14,Divorced,Unmarried,Asian-Pac-Islander,Male,0,39,0
9509,41,Federal-gov,153132,13,Married-civ-spouse,Unmarried,Amer-Indian-Eskimo,Male,0,38,0
9510,40,Private,510072,13,Married-civ-spouse,Not-in-family,Other,Male,0,55,0
9511,59,Self-emp-not-inc,211678,14,Married-civ-spouse,Husband,White,Male,0,45,1
9512,31,Local-gov,124071,14,Divorced,Unmarried,White,Female,0,65,0
9513,45,Private,102559,13,Married-civ-spouse,Husband,White,Male,0,55,0
9514,32,Federal-gov,177855,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,6,0
9515,42,Self-emp-not-inc,120539,13,Married-civ-spouse,Husband,White,Male,0,10,0
9516,68,Private,339905,9,Married-civ-spouse,Husband,White,Male,0,40,0
9517,49,Self-emp-not-inc,249289,13,Divorced,Unmarried,Black,Female,3113,40,1
9518,44,Federal-gov,259307,7,Married-civ-spouse,Husband,White,Male,1583,40,0
9519,33,Local-gov,128378,14,Married-civ-spouse,Husband,White,Male,0,40,0
9520,59,Private,200783,16,Married-civ-spouse,Other-relative,White,Female,0,16,0
9521,22,Self-emp-not-inc,127315,13,Married-civ-spouse,Husband,White,Male,0,60,0
9522,35,Local-gov,191779,10,Married-AF-spouse,Wife,White,Male,0,40,0
9523,68,Private,467108,10,Never-married,Not-in-family,White,Male,0,50,0
9524,37,Private,127264,13,Never-married,Not-in-family,White,Male,0,45,1
9525,17,Local-gov,89160,8,Never-married,Not-in-family,White,Female,3155,41,0
9526,21,Private,107895,10,Never-married,Not-in-family,White,Male,3094,24,1
9527,49,Private,291783,7,Married-spouse-absent,Husband,White,Male,0,40,0
9528,34,Private,131620,9,Married-spouse-absent,Wife,White,Female,0,40,0
9529,64,Federal-gov,267546,12,Separated,Not-in-family,White,Female,255,78,0
9530,34,Private,156464,13,Divorced,Own-child,Black,Male,0,85,0
9531,45,Private,55720,13,Married-civ-spouse,Other-relative,Other,Male,0,40,0
9532,40,Private,211580,10,Married-civ-spouse,Husband,White,Male,0,40,0
9533,40,Private,200766,9,Never-married,Not-in-family,Black,Male,0,99,0
9534,48,Local-gov,145711,13,Married-civ-spouse,Other-relative,White,Male,0,60,0
9535,29,Private,331650,13,Married-civ-spouse,Other-relative,White,Female,0,50,0
9536,41,Private,195568,10,Married-civ-spouse,Husband,White,Male,0,40,1
9537,41,Private,443508,13,Married-civ-spouse,Other-relative,White,Male,0,48,0
9538,26,Self-emp-not-inc,218993,13,Never-married,Own-child,White,Male,2482,76,0
9539,44,Self-emp-not-inc,304175,13,Divorced,Wife,White,Male,0,40,0
9540,49,Local-gov,101320,13,Never-married,Not-in-family,White,Female,1564,75,0
9541,52,Self-emp-not-inc,123011,15,Married-civ-spouse,Husband,White,Male,0,25,0
9542,31,Private,160594,13,Married-civ-spouse,Not-in-family,White,Male,1887,13,0
9543,36,Private,34378,4,Never-married,Unmarried,White,Male,2627,60,1
9544,34,Private,102559,10,Divorced,Husband,White,Male,0,40,0
9545,36,Self-emp-not-inc,54229,12,Married-civ-spouse,Wife,White,Female,2861,37,1
9546,46,Private,182423,9,Divorced,Unmarried,Black,Male,2856,40,1
9547,46,State-gov,106444,10,Married-civ-spouse,Unmarried,Black,Male,0,46,0
9548,41,Private,173316,9,Married-civ-spouse,Husband,White,Male,1822,40,1
9549,46,Private,186256,10,Never-married,Husband,White,Male,1902,51,0
9550,40,Private,197344,6,Married-civ-spouse,Husband,White,Male,2636,65,0
9551,60,Private,103344,9,Married-AF-spouse,Husband,Other,Male,0,40,0
9552,38,Federal-gov,208358,11,Married-civ-spouse,Husband,White,Male,2996,40,1
9553,56,Private,82050,7,Married-civ-spouse,Husband,White,Female,0,40,0
9554,29,State-gov,214881,3,Married-civ-spouse,Husband,White,Male,0,35,0
9555,74,Self-emp-inc,36020,13,Married-civ-spouse,Other-relative,White,Male,0,50,0
9556,53,Private,114758,12,Separated,Husband,White,Male,0,65,0
9557,60,Private,145493,10,Divorced,Wife,White,Female,2705,40,1
9558,50,State-gov,276241,13,Married-civ-spouse,Not-in-family,White,Male,1840,40,0
9559,53,Self-emp-inc,42924,16,Divorced,Not-in-family,White,Male,0,27,0
9560,55,State-gov,111130,12,Divorced,Husband,Asian-Pac-Islander,Male,2914,40,1
9561,35,Private,211494,13,Separated,Not-in-family,White,Male,1876,45,1
9562,41,Private,170866,8,Married-civ-spouse,Husband,White,Male,2623,50,0
9563,61,State-gov,198096,7,Married-civ-spouse,Husband,White,Male,1902,40,0
9564,77,Private,135289,13,Married-civ-spouse,Other-relative,White,Male,0,48,0
9565,30,Local-gov,114912,13,Married-spouse-absent,Husband,White,Male,0,60,0
9566,32,Private,85074,7,Married-civ-spouse,Wife,White,Female,0,40,0
9567,32,Private,329144,10,Divorced,Not-in-family,White,Male,0,48,0
9568,18,Self-emp-not-inc,400061,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,8,0
9569,38,Private,72338,9,Married-AF-spouse,Husband,Asian-Pac-Islander,Male,0,54,0
9570,40,Local-gov,196234,13,Divorced,Not-in-family,White,Female,0,40,1
9571,38,Private,203488,15,Divorced,Not-in-family,White,Female,0,45,1
9572,68,Private,218637,10,Married-civ-spouse,Husband,White,Male,1285,55,0
9573,61,Self-emp-inc,113544,1,Married-civ-spouse,Husband,White,Male,2101,40,0
9574,47,Private,34104,9,Married-civ-spouse,Husband,White,Male,0,55,0
9575,32,Private,226443,9,Married-spouse-absent,Own-child,White,Male,0,40,0
9576,55,State-gov,171467,9,Divorced,Not-in-family,Black,Male,0,48,0
9577,50,Private,178530,15,Married-civ-spouse,Other-relative,Black,Male,0,60,0
9578,51,Private,234125,9,Married-civ-spouse,Husband,White,Male,0,40,1
9579,76,Private,185836,6,Married-civ-spouse,Husband,White,Male,0,40,0
9580,22,Without-pay,249727,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
9581,37,Private,113120,11,Divorced,Husband,White,Female,2518,40,1
9582,31,Private,91964,13,Never-married,Not-in-family,White,Male,3120,40,1
9583,30,Without-pay,430283,9,Married-civ-spouse,Wife,Amer-Indian-Eskimo,Female,0,40,0
9584,63,Private,65479,5,Married-civ-spouse,Husband,White,Female,0,40,0
9585,49,Self-emp-inc,102771,13,Married-civ-spouse,Own-child,White,Male,0,7,0
9586,32,Private,80557,14,Married-civ-spouse,Husband,White,Male,0,70,1
9587,22,Private,401451,10,Married-civ-spouse,Husband,White,Male,1667,48,0
9588,36,Federal-gov,167691,10,Married-civ-spouse,Unmarried,White,Female,0,40,0
9589,61,Private,110015,10,Married-civ-spouse,Husband,White,Male,0,45,1
9590,32,Private,211743,13,Never-married,Not-in-family,White,Female,2879,45,1
9591,56,State-gov,185385,13,Married-civ-spouse,Husband,White,Male,0,40,0
9592,51,Private,97180,9,Divorced,Unmarried,White,Female,2954,15,1
9593,30,Federal-gov,102821,10,Married-civ-spouse,Husband,White,Male,0,40,1
9594,45,Private,259463,11,Married-civ-spouse,Husband,Other,Male,0,55,0
9595,38,Private,242720,7,Married-civ-spouse,Husband,White,Male,0,35,0
9596,30,Private,167309,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,253,40,0
