,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
12663,47,Private,217961,9,Never-married,Unmarried,White,Male,2483,45,1
12664,52,Private,217961,9,Never-married,Unmarried,White,Male,2842,45,1
12665,25,Private,285897,9,Married-civ-spouse,Husband,White,Male,3432,45,0
12666,27,Private,285897,9,Married-civ-spouse,Husband,White,Male,1022,45,0
12667,26,Private,464552,11,Never-married,Not-in-family,White,Male,3098,40,1
12668,26,Private,464552,12,Never-married,Not-in-family,White,Male,2868,40,1
12669,38,Private,455379,3,Married-civ-spouse,Other-relative,White,Male,0,60,0
12670,38,Federal-gov,455379,1,Married-civ-spouse,Husband,White,Male,0,60,0
12671,54,Private,229272,9,Divorced,Husband,Black,Male,0,44,0
12672,54,Private,229272,6,Married-civ-spouse,Husband,Black,Male,3582,40,0
12673,78,Self-emp-inc,188044,13,Married-civ-spouse,Husband,White,Male,1625,40,0
12674,78,Private,188044,3,Married-civ-spouse,Husband,White,Male,2392,40,0
12675,65,Local-gov,200764,9,Divorced,Not-in-family,White,Female,2297,16,0
12676,59,Local-gov,200764,9,Divorced,Not-in-family,Black,Female,0,16,0
12677,38,Private,396595,7,Separated,Husband,Asian-Pac-Islander,Male,0,40,0
12678,38,Private,396595,4,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,34,0
12679,48,Self-emp-not-inc,213412,9,Married-civ-spouse,Wife,White,Female,0,40,0
12680,48,State-gov,224752,9,Married-civ-spouse,Husband,White,Female,1673,40,0
12681,62,Self-emp-inc,193026,9,Married-civ-spouse,Wife,Black,Male,0,72,0
12682,62,Self-emp-inc,118725,9,Married-spouse-absent,Husband,Black,Male,0,35,0
12683,43,Private,386773,9,Married-AF-spouse,Husband,White,Male,0,40,0
12684,53,Private,386773,5,Married-civ-spouse,Not-in-family,White,Male,0,40,0
12685,52,Private,176079,3,Divorced,Unmarried,White,Male,0,50,0
12686,52,Private,99736,14,Divorced,Unmarried,White,Male,0,22,0
12687,43,Federal-gov,153132,13,Married-civ-spouse,Husband,White,Male,0,72,0
12688,41,Federal-gov,809585,13,Divorced,Husband,White,Male,0,38,0
12689,40,Private,510072,13,Married-civ-spouse,Not-in-family,Asian-Pac-Islander,Male,0,55,0
12690,40,Private,510072,13,Married-civ-spouse,Husband,White,Male,502,30,0
12691,59,Self-emp-inc,211678,14,Married-civ-spouse,Husband,White,Male,0,28,1
12692,59,Self-emp-not-inc,211678,14,Married-civ-spouse,Husband,White,Male,0,50,1
12693,46,Local-gov,196348,14,Divorced,Unmarried,White,Female,0,65,0
12694,69,Local-gov,124071,14,Divorced,Unmarried,White,Female,0,65,0
12695,20,Private,102559,15,Married-civ-spouse,Husband,White,Male,0,40,0
12696,45,Private,102559,11,Married-spouse-absent,Husband,Asian-Pac-Islander,Male,0,40,0
12697,32,Local-gov,177855,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,55,0
12698,32,Self-emp-not-inc,177855,9,Married-civ-spouse,Husband,Other,Male,0,55,0
12699,42,Self-emp-not-inc,120539,11,Married-civ-spouse,Husband,White,Male,0,50,0
12700,56,Self-emp-not-inc,120539,13,Married-civ-spouse,Husband,White,Male,0,50,0
12701,51,Private,339905,9,Married-civ-spouse,Husband,White,Male,1314,40,0
12702,43,Private,218640,9,Married-civ-spouse,Husband,White,Male,0,40,0
12703,49,Local-gov,249289,13,Divorced,Unmarried,Black,Female,2559,40,1
12704,49,Local-gov,249289,13,Widowed,Unmarried,Black,Female,2889,40,1
12705,44,Federal-gov,220543,13,Married-spouse-absent,Husband,White,Male,0,40,0
12706,44,Federal-gov,259307,7,Married-civ-spouse,Husband,White,Male,3006,40,0
12707,54,Local-gov,277420,4,Married-civ-spouse,Husband,White,Male,0,40,0
12708,54,Local-gov,31533,14,Married-civ-spouse,Other-relative,White,Male,0,54,0
12709,59,Private,268840,10,Married-civ-spouse,Husband,White,Female,0,16,0
12710,59,Private,268840,10,Married-civ-spouse,Unmarried,White,Female,0,12,0
12711,77,Local-gov,127315,13,Married-civ-spouse,Husband,White,Male,0,60,0
