,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
11960900,0,228.0,g,f,0,t,t,0.5,h,d,g,u,13.0,29.25,b,1
11960901,0,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,24.69,b,1
11960902,0,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,68.04,b,1
11960903,0,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,64.19,b,1
11960904,0,0.0,g,f,5,f,t,0.04,v,m,p,y,0.04,31.83,b,1
11960905,0,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,55.93,b,1
11960906,0,560.0,s,f,1,t,f,0.04,v,e,g,u,9.98,41.0,b,0
11960907,33470,560.0,s,f,1,t,f,0.04,v,q,g,u,0.04,41.0,b,0
11960908,0,560.0,s,f,1,t,f,0.04,v,e,g,u,11.82,41.0,b,0
11960909,80589,1651.8,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
11960910,54653,1046.4,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
11960911,0,163.0,g,t,0,t,t,3.4,bb,w,g,u,1.75,34.25,b,1
11960912,0,204.0,g,f,6,t,f,6.2,v,m,g,u,2.75,33.58,b,0
11960913,0,204.0,p,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
11960914,0,204.0,g,f,21,t,f,4.25,v,m,g,u,2.75,33.58,b,0
11960915,44,300.0,g,f,44,t,f,0.375,v,cc,g,u,0.375,33.67,a,0
11960916,44,300.0,g,f,0,f,f,0.375,bb,c,g,u,0.375,33.67,a,0
11960917,44,300.0,g,f,14,f,f,0.375,v,cc,g,y,0.375,33.67,a,0
11960918,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,a,1
11960919,4208,100.0,g,t,0,f,t,2.9,ff,ff,g,u,2.5,23.08,b,1
11960920,4208,100.0,g,t,0,f,t,0.085,ff,ff,p,u,2.5,23.08,b,1
11960921,210,1093.6,g,t,3,t,t,2.7,h,c,p,y,1.25,20.67,b,1
11960922,210,140.0,g,t,3,t,t,1.375,h,cc,p,y,1.25,51.53,b,1
11960923,210,323.6,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
11960924,5800,400.0,g,t,0,f,f,0.04,o,w,g,u,2.04,37.42,b,0
11960925,73630,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,37.42,b,0
11960926,5800,400.0,g,t,0,f,f,0.04,v,w,g,u,13.8,37.42,b,0
11960927,17,0.0,g,t,0,f,t,1.25,h,k,p,u,12.5,26.17,b,1
11960928,17,0.0,g,t,42,f,t,1.25,h,k,p,y,12.5,26.17,b,1
11960929,17,0.0,g,t,12,f,t,1.25,h,k,p,y,12.5,26.17,b,1
11960930,13212,0.0,p,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
11960931,16921,0.0,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
11960932,13212,0.0,g,f,0,f,f,19.5,z,e,p,y,15.0,28.08,a,0
11960933,52346,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,0
