,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
5423,35,entrepreneur,married,secondary,no,313,yes,no,cellular,15,jul,1835,1,-1,0,unknown,1
5424,35,entrepreneur,married,secondary,no,14709,yes,no,cellular,15,jul,479,1,587,0,unknown,1
5425,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,203,1,-1,0,unknown,0
5426,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1244,20,-1,0,failure,0
5427,36,technician,married,tertiary,no,1354,no,no,cellular,31,sep,281,3,97,2,failure,0
5428,36,technician,married,tertiary,no,1354,no,yes,cellular,7,sep,281,3,97,2,failure,0
5429,35,technician,single,tertiary,no,0,no,no,cellular,14,jan,187,7,359,0,unknown,0
5430,35,technician,single,tertiary,no,49879,no,no,cellular,14,jan,187,7,-1,0,unknown,0
5431,41,blue-collar,married,primary,no,2453,no,no,unknown,15,may,1052,1,-1,0,unknown,0
5432,41,blue-collar,married,primary,no,2453,yes,no,unknown,15,may,295,1,-1,0,unknown,0
5433,45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,331,3,-1,0,unknown,0
5434,45,technician,divorced,secondary,no,2657,yes,no,cellular,7,aug,266,3,-1,0,unknown,0
5435,25,blue-collar,married,primary,no,52,yes,no,unknown,24,jan,528,2,-1,0,unknown,0
5436,25,blue-collar,divorced,primary,no,52,yes,no,unknown,24,jun,528,2,-1,0,success,0
5437,35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,25,92,4,unknown,0
5438,35,unemployed,single,tertiary,no,415,no,yes,cellular,4,aug,462,1,92,4,failure,0
5439,64,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,-1,0,unknown,0
5440,31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,376,8,-1,0,unknown,0
5441,26,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,1,-1,0,unknown,0
5442,78,retired,married,secondary,no,707,no,no,unknown,18,jun,707,1,-1,0,unknown,0
5443,37,management,single,tertiary,yes,3141,no,yes,cellular,4,may,384,2,-1,0,unknown,0
5444,77,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,0
5445,47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,957,15,378,0,unknown,0
