,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
8135,49,admin.,married,primary,no,10250,no,no,telephone,24,oct,97,1,-1,0,unknown,0
8136,47,entrepreneur,married,primary,no,0,no,no,cellular,16,feb,261,2,141,0,unknown,0
8137,67,housemaid,married,secondary,no,5275,no,no,cellular,8,aug,222,4,-1,0,unknown,0
8138,33,blue-collar,single,tertiary,yes,700,no,no,cellular,9,feb,126,1,88,1,other,0
8139,82,retired,married,primary,no,243,no,no,cellular,26,jul,105,10,180,2,success,0
8140,46,services,married,secondary,no,74,yes,no,unknown,15,may,1613,4,-1,0,unknown,0
8141,30,management,married,tertiary,no,4328,yes,no,cellular,30,apr,262,3,189,11,unknown,0
8142,34,blue-collar,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,failure,0
8143,38,management,single,unknown,no,104,yes,no,cellular,6,may,606,9,-1,0,unknown,0
8144,55,admin.,married,secondary,no,8304,no,no,cellular,1,jun,201,1,329,0,other,0
8145,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,239,1,failure,0
8146,35,blue-collar,married,unknown,no,484,no,no,cellular,8,jul,344,9,87,3,failure,0
8147,36,management,married,tertiary,no,1113,no,yes,cellular,1,sep,212,8,-1,0,unknown,0
8148,36,self-employed,married,tertiary,no,506,no,no,unknown,3,nov,217,4,70,2,failure,0
8149,54,admin.,married,secondary,no,14048,no,yes,cellular,3,jul,409,2,-1,0,unknown,0
8150,43,blue-collar,single,primary,no,63169,no,no,cellular,11,jul,1242,1,-1,0,unknown,0
8151,33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338,2,104,10,failure,0
8152,52,technician,single,tertiary,no,1129,yes,no,telephone,28,may,806,1,-1,0,unknown,0
8153,54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,162,1,626,2,failure,0
8154,59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,152,3,183,1,other,0
8155,32,technician,married,secondary,no,116,yes,no,cellular,20,aug,718,2,264,0,unknown,0
8156,26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,764,3,-1,0,unknown,0
8157,35,management,single,primary,no,704,no,no,cellular,9,apr,164,1,-1,0,unknown,0
8158,25,blue-collar,single,secondary,no,509,no,no,cellular,5,nov,418,1,-1,0,other,0
8159,26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,119,20,-1,0,unknown,0
8160,73,retired,married,primary,no,542,no,yes,cellular,26,jan,355,1,180,5,failure,0
8161,60,retired,married,secondary,no,597,no,no,cellular,15,jul,364,1,-1,0,unknown,0
