,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
299,1,21,critical account/other credits elsewhere,others,1602,unknown/no savings account,4,0,female : single,none,1,building soc. savings agr./life insurance,30,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
300,2,27,all credits at this bank paid back duly,furniture/equipment,2520,100 <= ... <  500 DM,0,0,male : married/widowed,none,2,car or other,58,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
301,0,12,no credits taken/all credits paid back duly,others,640,unknown/no savings account,2,0,female : non-single or male : single,none,2,unknown / no property,29,none,rent,1,unskilled - resident,0 to 2,no,no,0
302,2,30,delay in paying off in the past,retraining,4280,... <  100 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,36,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
303,3,18,existing credits paid back duly till now,car (used),2864,100 <= ... <  500 DM,2,2,male : married/widowed,none,3,unknown / no property,34,none,rent,1,unskilled - resident,3 or more,no,no,1
304,2,21,no credits taken/all credits paid back duly,retraining,1188,unknown/no savings account,4,2,female : non-single or male : single,none,0,car or other,39,none,rent,>= 6,skilled employee/official,0 to 2,no,no,1
305,2,12,delay in paying off in the past,furniture/equipment,6199,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,53,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
306,2,48,no credits taken/all credits paid back duly,furniture/equipment,8887,unknown/no savings account,2,2,female : non-single or male : single,guarantor,1,unknown / no property,64,none,rent,1,skilled employee/official,0 to 2,no,no,0
307,2,45,no credits taken/all credits paid back duly,car (new),3031,... <  100 DM,2,0,male : married/widowed,guarantor,0,car or other,33,none,for free,1,skilled employee/official,0 to 2,no,no,1
308,2,18,no credits taken/all credits paid back duly,car (used),4297,unknown/no savings account,4,0,male : divorced/separated,none,1,real estate,40,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
309,2,18,critical account/other credits elsewhere,car (used),1553,unknown/no savings account,2,0,male : married/widowed,none,1,building soc. savings agr./life insurance,44,stores,rent,1,skilled employee/official,0 to 2,no,no,1
310,2,12,no credits taken/all credits paid back duly,domestic appliances,5717,unknown/no savings account,2,0,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,no,no,1
311,3,12,no credits taken/all credits paid back duly,repairs,804,unknown/no savings account,4,0,male : married/widowed,co-applicant,0,building soc. savings agr./life insurance,38,bank,rent,1,skilled employee/official,0 to 2,no,no,0
312,0,6,no credits taken/all credits paid back duly,others,1228,unknown/no savings account,2,0,female : non-single or male : single,none,2,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,no,1
313,3,24,delay in paying off in the past,car (used),2835,100 <= ... <  500 DM,0,1,male : married/widowed,none,0,car or other,53,none,for free,1,skilled employee/official,0 to 2,no,no,0
314,0,36,all credits at this bank paid back duly,repairs,748,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,25,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
315,1,42,no credits taken/all credits paid back duly,car (used),7882,unknown/no savings account,3,2,male : married/widowed,none,0,car or other,23,none,own,1,skilled employee/official,3 or more,no,no,0
316,1,12,no credits taken/all credits paid back duly,others,13062,... >= 1000 DM,0,2,male : married/widowed,none,1,car or other,61,none,rent,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
317,1,18,all credits at this bank paid back duly,others,1442,unknown/no savings account,3,3,male : married/widowed,none,0,real estate,32,bank,own,3-Feb,unskilled - resident,3 or more,no,no,1
318,1,18,no credits taken/all credits paid back duly,car (used),2039,unknown/no savings account,2,3,female : non-single or male : single,none,0,unknown / no property,63,none,for free,1,skilled employee/official,0 to 2,no,no,1
319,1,36,critical account/other credits elsewhere,furniture/equipment,2746,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,1
320,2,36,all credits at this bank paid back duly,others,10084,unknown/no savings account,3,0,male : married/widowed,none,0,building soc. savings agr./life insurance,37,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
321,2,36,existing credits paid back duly till now,others,2225,... >= 1000 DM,4,0,male : married/widowed,none,0,real estate,57,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
322,1,24,all credits at this bank paid back duly,retraining,1935,unknown/no savings account,4,0,male : divorced/separated,none,0,unknown / no property,53,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
323,0,24,no credits taken/all credits paid back duly,others,2303,unknown/no savings account,4,0,male : married/widowed,co-applicant,3,unknown / no property,38,none,rent,1,skilled employee/official,0 to 2,no,no,1
324,0,12,no credits taken/all credits paid back duly,domestic appliances,1386,100 <= ... <  500 DM,2,2,female : non-single or male : single,none,2,car or other,40,none,rent,1,skilled employee/official,0 to 2,no,no,1
325,2,21,existing credits paid back duly till now,repairs,6224,100 <= ... <  500 DM,4,0,male : married/widowed,none,0,real estate,50,none,own,1,skilled employee/official,0 to 2,no,no,1
326,2,20,critical account/other credits elsewhere,others,7057,100 <= ... <  500 DM,3,1,male : married/widowed,none,0,car or other,29,bank,for free,3-Feb,unemployed/unskilled - non-resident,3 or more,yes (under customer name),no,0
327,2,18,no credits taken/all credits paid back duly,others,9039,... >= 1000 DM,2,0,female : non-single or male : single,none,2,car or other,33,none,rent,1,skilled employee/official,0 to 2,no,no,0
328,2,30,no credits taken/all credits paid back duly,radio/television,790,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,1,unknown / no property,66,none,rent,1,unskilled - resident,0 to 2,no,no,0
329,1,18,no credits taken/all credits paid back duly,furniture/equipment,750,unknown/no savings account,0,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,1
330,1,24,no credits taken/all credits paid back duly,car (used),3503,unknown/no savings account,1,2,male : divorced/separated,none,3,car or other,55,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
331,3,48,all credits at this bank paid back duly,furniture/equipment,13073,unknown/no savings account,3,0,male : divorced/separated,none,3,unknown / no property,47,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
332,1,12,no credits taken/all credits paid back duly,others,900,... >= 1000 DM,2,0,female : single,none,2,building soc. savings agr./life insurance,49,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
333,1,36,existing credits paid back duly till now,car (used),2348,unknown/no savings account,2,1,female : single,none,3,car or other,46,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
