,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
89,46,Private,265266,13,Married-civ-spouse,Husband,White,Male,1599,40,0
90,34,Private,209768,13,Married-civ-spouse,Husband,White,Male,1776,60,0
91,53,State-gov,281590,9,Married-civ-spouse,Unmarried,White,Female,0,50,0
92,40,State-gov,207937,15,Divorced,Not-in-family,White,Male,0,50,0
93,25,Private,299908,6,Married-civ-spouse,Unmarried,Black,Female,0,40,0
94,45,Private,162745,9,Never-married,Husband,White,Male,0,55,0
95,47,State-gov,199512,13,Married-civ-spouse,Husband,White,Male,85,17,0
96,58,Private,170562,9,Married-civ-spouse,Husband,White,Male,80,60,0
97,50,Private,146325,9,Married-civ-spouse,Not-in-family,White,Male,1812,44,0
98,53,Private,198693,15,Never-married,Not-in-family,White,Male,0,30,1
99,31,Private,101352,13,Married-civ-spouse,Own-child,White,Female,0,45,0
100,40,Private,72887,11,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Male,0,40,0
101,30,State-gov,185590,13,Never-married,Wife,White,Female,2396,40,1
102,44,Local-gov,24982,10,Married-civ-spouse,Unmarried,White,Male,2208,40,0
103,41,State-gov,124520,14,Divorced,Husband,White,Male,936,40,0
104,50,Private,269095,6,Divorced,Unmarried,White,Female,0,60,0
105,31,State-gov,268525,13,Married-civ-spouse,Husband,White,Male,0,40,1
106,37,Private,71592,15,Divorced,Other-relative,Asian-Pac-Islander,Female,0,60,1
107,30,Private,227856,13,Married-civ-spouse,Husband,White,Male,0,60,0
108,33,Private,110978,15,Married-civ-spouse,Other-relative,Other,Female,0,40,1
109,57,Self-emp-inc,142076,9,Married-civ-spouse,Husband,Black,Male,0,40,0
110,33,Private,232475,9,Married-civ-spouse,Other-relative,White,Male,0,60,0
111,40,Private,160369,9,Married-civ-spouse,Own-child,White,Male,2415,45,0
112,45,Self-emp-inc,36006,9,Married-civ-spouse,Husband,White,Male,0,45,0
113,23,Private,455379,14,Married-civ-spouse,Husband,White,Male,393,60,0
114,58,Private,43235,9,Divorced,Wife,White,Female,0,40,0
115,46,Private,105253,14,Married-civ-spouse,Other-relative,White,Male,47,50,0
116,60,Private,43235,13,Never-married,Husband,White,Female,0,50,0
117,60,Self-emp-inc,105339,13,Married-civ-spouse,Other-relative,White,Male,0,60,0
118,54,Private,268525,13,Never-married,Not-in-family,White,Male,0,50,1
