,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
119,46,Private,265266,9,Married-civ-spouse,Own-child,White,Male,1902,40,0
120,46,Private,265266,13,Never-married,Husband,White,Male,1902,40,0
121,34,Private,209768,9,Married-civ-spouse,Husband,White,Male,0,50,0
122,47,Private,209768,13,Married-civ-spouse,Husband,White,Male,0,60,0
123,53,Self-emp-inc,281590,9,Never-married,Wife,White,Female,0,40,0
124,53,State-gov,281590,9,Married-civ-spouse,Other-relative,White,Female,443,40,0
125,30,Private,269095,15,Divorced,Husband,White,Male,0,50,0
126,30,Private,207937,13,Divorced,Husband,White,Male,0,50,0
127,25,Private,299908,10,Married-civ-spouse,Unmarried,Black,Male,0,40,0
128,60,Self-emp-inc,299908,10,Married-civ-spouse,Wife,Black,Female,0,40,0
129,54,Private,162745,9,Never-married,Wife,White,Male,0,55,0
130,54,Private,162745,13,Married-civ-spouse,Husband,White,Male,0,17,0
131,47,State-gov,199512,13,Married-civ-spouse,Not-in-family,White,Male,0,55,0
132,47,State-gov,71592,13,Married-civ-spouse,Husband,White,Male,0,17,0
133,52,Private,24982,9,Married-civ-spouse,Husband,White,Male,0,60,0
134,52,Private,170562,9,Married-civ-spouse,Husband,White,Female,0,45,0
135,50,Private,170562,9,Married-civ-spouse,Unmarried,White,Male,0,44,0
136,52,Private,146325,9,Married-civ-spouse,Husband,White,Male,0,17,0
137,34,Private,198693,14,Never-married,Not-in-family,White,Male,0,45,1
138,50,Private,198693,15,Never-married,Not-in-family,White,Male,0,30,1
139,31,Private,101352,13,Never-married,Not-in-family,White,Female,0,55,1
140,31,Private,101352,13,Married-civ-spouse,Wife,White,Female,0,40,1
141,40,Private,72887,13,Married-civ-spouse,Own-child,Asian-Pac-Islander,Male,0,40,0
142,40,State-gov,72887,11,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
143,30,State-gov,185590,13,Married-civ-spouse,Husband,White,Female,0,40,1
144,40,State-gov,185590,13,Married-civ-spouse,Own-child,White,Female,0,40,1
145,60,Local-gov,24982,10,Never-married,Husband,White,Male,0,40,0
146,44,Local-gov,24982,6,Never-married,Husband,White,Male,0,40,0
147,41,State-gov,124520,13,Married-civ-spouse,Not-in-family,White,Male,0,40,0
148,41,State-gov,124520,14,Married-civ-spouse,Not-in-family,Asian-Pac-Islander,Male,0,40,0
149,50,Private,162745,13,Divorced,Unmarried,White,Female,0,17,0
150,50,Private,269095,13,Married-civ-spouse,Unmarried,White,Female,0,45,0
151,31,State-gov,116677,15,Married-civ-spouse,Husband,White,Male,0,40,1
152,31,State-gov,116677,9,Married-civ-spouse,Husband,White,Male,0,60,0
153,37,Private,71592,13,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Female,0,50,0
154,37,Private,372181,13,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Female,0,17,1
155,52,Private,227856,13,Never-married,Husband,White,Male,0,60,0
156,55,Private,265266,13,Never-married,Husband,White,Male,0,60,0
157,33,Private,110978,14,Married-civ-spouse,Other-relative,Other,Female,0,40,1
158,33,Private,110978,15,Married-civ-spouse,Other-relative,Other,Female,0,40,1
159,33,Private,142076,9,Married-civ-spouse,Unmarried,White,Male,0,40,0
160,57,Private,101352,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
161,33,Private,232475,9,Divorced,Husband,White,Female,0,40,0
162,33,Private,110978,9,Married-civ-spouse,Husband,White,Male,0,40,0
163,40,Local-gov,160369,14,Married-civ-spouse,Husband,White,Male,982,45,0
164,40,Private,160369,14,Married-civ-spouse,Other-relative,White,Male,1734,45,0
165,45,Private,162745,11,Married-civ-spouse,Husband,White,Male,0,45,0
166,45,Private,36006,13,Married-civ-spouse,Unmarried,White,Male,0,45,0
167,38,Private,455379,6,Married-civ-spouse,Unmarried,White,Male,0,60,0
168,44,Private,160369,14,Married-civ-spouse,Husband,White,Male,0,60,0
169,58,Private,142076,15,Divorced,Unmarried,White,Female,0,40,0
170,58,Private,372181,9,Divorced,Unmarried,White,Female,951,40,0
171,46,Private,105253,14,Never-married,Husband,White,Male,1977,30,0
172,46,Private,105253,11,Never-married,Husband,White,Male,1977,50,0
173,60,Private,43235,10,Married-civ-spouse,Other-relative,White,Male,0,50,0
174,30,Private,43235,13,Never-married,Husband,White,Male,0,50,0
175,60,Local-gov,105339,9,Married-civ-spouse,Husband,White,Male,0,60,0
176,60,Self-emp-inc,105339,13,Married-civ-spouse,Not-in-family,White,Female,0,60,0
177,53,Private,268525,13,Never-married,Not-in-family,White,Male,0,45,1
178,52,Private,268525,13,Never-married,Not-in-family,White,Male,1301,50,1
