,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
12663,74,Private,217961,9,Never-married,Unmarried,White,Male,3548,45,1
12664,68,Private,217961,9,Never-married,Unmarried,White,Male,2321,45,0
12665,27,Private,285897,9,Separated,Husband,Other,Male,1848,45,0
12666,27,Without-pay,285897,9,Married-civ-spouse,Husband,White,Male,2169,45,0
12667,26,Private,464552,15,Never-married,Not-in-family,White,Male,2698,40,1
12668,47,Private,464552,14,Never-married,Not-in-family,White,Male,0,40,1
12669,38,Private,455379,14,Never-married,Own-child,White,Male,0,60,0
12670,68,Private,455379,14,Married-civ-spouse,Other-relative,White,Male,0,60,0
12671,54,Private,28338,9,Married-civ-spouse,Husband,Black,Male,0,40,0
12672,59,Private,229272,9,Married-civ-spouse,Husband,Black,Male,1356,40,0
12673,78,Self-emp-inc,188044,7,Married-civ-spouse,Husband,White,Male,1515,40,0
12674,78,Self-emp-inc,188044,13,Married-civ-spouse,Husband,White,Male,1017,40,0
12675,65,Local-gov,200764,9,Married-spouse-absent,Not-in-family,White,Female,0,53,0
12676,65,Local-gov,200764,9,Divorced,Not-in-family,White,Female,874,13,0
12677,38,Private,188809,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,30,0
12678,38,Private,396595,10,Widowed,Not-in-family,Asian-Pac-Islander,Male,0,40,0
12679,48,State-gov,224752,2,Separated,Wife,White,Female,0,40,0
12680,48,Self-emp-inc,224752,9,Married-civ-spouse,Not-in-family,White,Female,0,40,0
12681,67,Self-emp-inc,118725,9,Married-civ-spouse,Husband,White,Male,0,72,0
12682,62,Self-emp-inc,118725,9,Widowed,Other-relative,Black,Male,0,72,0
12683,53,State-gov,386773,9,Married-civ-spouse,Husband,White,Male,1749,40,0
12684,53,Private,164023,9,Married-civ-spouse,Husband,White,Male,0,40,0
12685,90,Private,99736,14,Divorced,Unmarried,White,Male,0,41,0
12686,22,Private,99736,14,Never-married,Unmarried,White,Male,0,50,0
12687,41,Federal-gov,153132,13,Divorced,Husband,White,Male,0,38,0
12688,26,Federal-gov,153132,13,Married-civ-spouse,Husband,White,Male,0,38,0
12689,40,Private,510072,2,Married-civ-spouse,Husband,White,Male,0,39,0
12690,23,Private,510072,2,Married-civ-spouse,Husband,White,Male,0,55,0
12691,28,Self-emp-not-inc,211678,14,Married-civ-spouse,Husband,White,Male,3495,15,1
12692,59,Local-gov,211678,14,Married-civ-spouse,Husband,White,Male,0,15,1
12693,46,Local-gov,117299,14,Divorced,Unmarried,White,Female,0,65,0
12694,46,Local-gov,124071,2,Married-spouse-absent,Unmarried,White,Female,0,65,0
12695,45,Private,102559,11,Married-civ-spouse,Husband,White,Male,0,23,0
12696,78,Private,102559,6,Married-civ-spouse,Husband,White,Male,0,40,0
12697,32,Federal-gov,177855,9,Separated,Husband,White,Female,0,55,0
12698,32,State-gov,177855,9,Married-civ-spouse,Husband,White,Male,2243,55,0
12699,42,Self-emp-not-inc,120539,13,Married-civ-spouse,Husband,White,Male,0,32,0
12700,42,Self-emp-not-inc,124672,13,Married-civ-spouse,Husband,White,Male,0,22,0
12701,51,Private,339905,9,Married-civ-spouse,Unmarried,White,Male,0,41,0
12702,51,Local-gov,339905,9,Married-civ-spouse,Husband,White,Male,2749,40,0
12703,49,Local-gov,249289,13,Married-civ-spouse,Unmarried,Black,Female,2671,40,1
12704,49,Local-gov,249289,13,Divorced,Unmarried,Black,Female,2916,40,1
12705,44,Federal-gov,259307,3,Married-civ-spouse,Husband,White,Male,471,40,0
12706,44,Federal-gov,259307,13,Separated,Unmarried,White,Male,0,40,0
12707,51,Local-gov,31533,14,Married-civ-spouse,Husband,White,Male,0,48,0
12708,54,Local-gov,31533,14,Married-civ-spouse,Husband,White,Male,0,31,0
12709,59,Private,148171,10,Married-civ-spouse,Other-relative,White,Female,0,20,0
12710,17,Private,268840,10,Married-civ-spouse,Other-relative,White,Female,0,16,0
12711,50,Self-emp-inc,225063,13,Married-civ-spouse,Other-relative,White,Male,0,60,0
12712,50,Self-emp-inc,127315,9,Married-civ-spouse,Husband,Black,Male,0,60,0
12713,35,State-gov,191779,10,Married-civ-spouse,Husband,White,Male,0,70,0
12714,35,Federal-gov,191779,10,Married-civ-spouse,Own-child,White,Male,0,40,0
12715,68,Private,467108,10,Never-married,Unmarried,White,Male,0,50,0
12716,66,Private,467108,10,Never-married,Not-in-family,White,Male,0,50,0
12717,37,Private,92028,13,Never-married,Not-in-family,White,Male,3052,45,1
12718,42,Private,92028,13,Never-married,Not-in-family,White,Male,0,52,1
12719,40,Private,89160,8,Never-married,Not-in-family,White,Male,2613,18,1
12720,75,Private,340899,16,Never-married,Own-child,White,Female,3333,18,1
12721,21,Private,107895,10,Never-married,Not-in-family,White,Male,2813,35,1
12722,21,Private,107895,10,Never-married,Not-in-family,White,Male,3505,35,1
12723,35,Private,291783,13,Married-civ-spouse,Husband,Other,Male,0,40,0
12724,49,Private,291783,13,Married-civ-spouse,Unmarried,White,Male,0,31,0
12725,21,Private,131620,12,Married-spouse-absent,Unmarried,White,Female,3575,40,1
12726,21,Private,131620,9,Married-AF-spouse,Wife,White,Female,3127,40,1
12727,64,Federal-gov,267546,12,Separated,Wife,White,Male,0,40,0
12728,64,Federal-gov,267546,12,Separated,Not-in-family,Black,Female,2121,40,0
12729,34,Self-emp-not-inc,156464,13,Divorced,Not-in-family,White,Female,0,85,0
12730,34,Private,156464,13,Divorced,Not-in-family,White,Male,0,32,0
12731,24,Private,55720,13,Married-AF-spouse,Husband,White,Male,0,40,0
12732,26,Private,55720,8,Married-civ-spouse,Husband,White,Male,0,40,0
12733,81,Self-emp-not-inc,339814,10,Married-civ-spouse,Husband,White,Male,0,40,0
12734,40,Private,339814,10,Married-civ-spouse,Husband,White,Male,2636,40,0
12735,40,Private,200766,9,Never-married,Wife,Black,Male,0,10,0
12736,40,Private,200766,13,Married-civ-spouse,Not-in-family,Black,Male,0,40,0
12737,17,Local-gov,378221,13,Married-civ-spouse,Husband,White,Male,0,58,0
12738,20,Local-gov,378221,13,Married-civ-spouse,Husband,White,Male,0,60,0
12739,32,Private,69757,13,Divorced,Other-relative,White,Female,2786,50,1
12740,81,Private,69757,13,Divorced,Husband,White,Female,0,50,0
12741,41,Private,224799,10,Married-civ-spouse,Wife,White,Male,1897,40,1
12742,41,Private,111959,10,Married-civ-spouse,Husband,White,Male,0,40,1
12743,41,State-gov,443508,13,Married-civ-spouse,Husband,Black,Male,0,48,0
12744,41,Private,235307,13,Married-civ-spouse,Other-relative,White,Male,0,48,0
12745,26,Self-emp-not-inc,218993,13,Never-married,Own-child,White,Male,3631,43,1
12746,26,Self-emp-not-inc,218993,13,Never-married,Own-child,White,Male,3540,80,0
12747,44,Private,304175,6,Divorced,Not-in-family,White,Male,0,40,0
12748,44,Private,304175,12,Divorced,Not-in-family,White,Male,0,14,0
12749,49,Private,101320,11,Never-married,Not-in-family,White,Female,1564,40,0
12750,49,Private,101320,6,Divorced,Not-in-family,White,Female,1564,40,0
12751,52,Self-emp-not-inc,123011,4,Married-civ-spouse,Not-in-family,White,Male,0,50,0
12752,52,Self-emp-not-inc,123011,5,Married-civ-spouse,Husband,Black,Male,0,50,0
12753,31,Private,160594,13,Married-civ-spouse,Own-child,White,Male,887,50,0
12754,31,Private,160594,7,Married-civ-spouse,Husband,White,Male,1342,50,0
12755,36,Private,34378,4,Never-married,Unmarried,White,Male,2902,60,1
12756,36,Private,34378,4,Never-married,Unmarried,White,Male,2971,60,1
12757,79,Private,108837,10,Married-civ-spouse,Husband,White,Male,124,40,0
12758,34,Private,108837,2,Married-civ-spouse,Not-in-family,White,Male,0,40,0
12759,36,Private,54229,12,Married-civ-spouse,Wife,White,Female,2075,50,1
12760,36,Private,54229,12,Married-civ-spouse,Wife,White,Female,3537,37,1
12761,33,Private,182423,9,Divorced,Unmarried,Black,Male,2878,57,1
12762,33,Private,182423,14,Divorced,Unmarried,Black,Male,3078,40,0
12763,22,State-gov,106444,1,Married-civ-spouse,Husband,Black,Male,0,38,0
12764,46,Federal-gov,106444,10,Never-married,Husband,Black,Male,0,38,0
12765,41,Private,173316,9,Married-civ-spouse,Husband,White,Male,0,51,0
12766,41,Private,222221,9,Married-civ-spouse,Husband,White,Male,0,40,1
12767,46,Without-pay,186256,10,Never-married,Husband,White,Male,1902,55,0
12768,46,Private,186256,5,Never-married,Husband,White,Male,1902,55,0
12769,24,Private,197344,13,Married-civ-spouse,Husband,Black,Male,0,65,0
12770,40,Private,197344,13,Married-civ-spouse,Husband,White,Male,0,9,0
12771,60,Private,103344,9,Married-civ-spouse,Husband,White,Male,3032,40,0
12772,75,Private,103344,9,Married-civ-spouse,Not-in-family,White,Male,0,40,0
12773,38,Private,208358,11,Married-civ-spouse,Unmarried,White,Male,2944,40,1
12774,38,Private,208358,11,Never-married,Husband,White,Male,2510,40,1
12775,56,Private,175057,7,Married-civ-spouse,Husband,White,Male,0,40,0
12776,30,Private,82050,7,Married-civ-spouse,Husband,White,Female,0,40,0
12777,29,State-gov,214881,13,Married-civ-spouse,Husband,White,Female,0,13,0
12778,20,State-gov,214881,13,Married-civ-spouse,Husband,White,Male,0,43,0
12779,48,Self-emp-inc,36020,13,Married-spouse-absent,Husband,White,Female,0,50,0
12780,48,Self-emp-inc,36020,13,Divorced,Husband,White,Female,0,50,0
12781,53,Private,114758,2,Never-married,Husband,White,Male,0,65,0
12782,28,Private,114758,14,Married-spouse-absent,Husband,White,Male,0,65,0
12783,60,Private,145493,10,Divorced,Not-in-family,White,Female,2997,72,1
12784,60,Private,145493,10,Married-civ-spouse,Not-in-family,White,Female,3204,40,1
12785,50,State-gov,276241,13,Married-civ-spouse,Husband,White,Male,0,25,0
12786,50,State-gov,276241,13,Married-civ-spouse,Other-relative,White,Male,0,13,0
12787,53,Self-emp-inc,42924,9,Divorced,Not-in-family,White,Male,0,50,0
12788,30,Self-emp-inc,42924,16,Divorced,Not-in-family,White,Male,0,28,0
12789,55,State-gov,111130,12,Divorced,Own-child,Asian-Pac-Islander,Male,3055,98,1
12790,55,State-gov,111130,12,Divorced,Husband,Asian-Pac-Islander,Male,2395,40,1
12791,35,Private,122616,13,Divorced,Not-in-family,White,Male,1876,55,1
12792,35,Private,211494,13,Married-civ-spouse,Not-in-family,White,Male,3280,55,1
12793,41,Private,24244,6,Married-civ-spouse,Husband,White,Male,0,50,0
12794,41,Private,170866,12,Widowed,Husband,White,Male,0,50,0
12795,61,State-gov,186451,3,Married-civ-spouse,Husband,White,Male,352,40,0
12796,61,State-gov,186451,4,Married-spouse-absent,Husband,White,Male,1902,40,0
12797,36,Private,135289,13,Married-civ-spouse,Unmarried,White,Male,0,98,0
12798,36,Private,191982,13,Married-civ-spouse,Other-relative,White,Male,0,48,0
12799,30,Private,114912,4,Married-civ-spouse,Own-child,White,Male,0,60,0
12800,26,Private,114912,13,Married-civ-spouse,Husband,White,Male,0,30,0
12801,32,Private,127875,1,Married-spouse-absent,Wife,White,Female,0,40,0
12802,32,Private,127875,13,Married-spouse-absent,Wife,White,Female,0,20,0
12803,47,Private,329144,10,Married-AF-spouse,Husband,White,Male,0,48,0
12804,47,Private,329144,5,Widowed,Not-in-family,White,Male,0,48,0
12805,32,Self-emp-not-inc,400061,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,10,0
12806,32,Self-emp-not-inc,400061,15,Married-civ-spouse,Own-child,Asian-Pac-Islander,Male,2018,40,0
12807,20,Local-gov,72338,9,Divorced,Husband,Asian-Pac-Islander,Male,0,54,0
12808,38,Private,72338,9,Married-civ-spouse,Own-child,Asian-Pac-Islander,Male,0,54,0
12809,40,Local-gov,196234,9,Divorced,Wife,White,Female,3290,40,1
12810,40,Local-gov,196234,9,Divorced,Unmarried,White,Female,3598,40,1
12811,38,Private,79483,15,Divorced,Not-in-family,White,Female,0,76,1
12812,38,Private,79483,14,Divorced,Not-in-family,White,Male,0,45,1
12813,68,Local-gov,218637,7,Married-civ-spouse,Husband,White,Male,2377,55,0
12814,17,Private,218637,10,Married-civ-spouse,Husband,White,Female,2377,55,0
12815,25,Private,113544,14,Married-civ-spouse,Husband,White,Male,0,40,0
12816,61,Self-emp-inc,113544,14,Separated,Wife,White,Male,0,40,0
12817,32,Private,162687,9,Married-civ-spouse,Husband,White,Male,0,55,0
12818,32,Private,34104,9,Married-civ-spouse,Not-in-family,Other,Male,0,55,0
12819,32,Private,226443,9,Married-AF-spouse,Husband,White,Male,2663,40,0
12820,32,Private,209057,9,Married-civ-spouse,Own-child,White,Male,0,40,0
12821,55,Local-gov,171467,9,Divorced,Unmarried,Other,Male,0,48,0
12822,55,Private,171467,9,Divorced,Unmarried,White,Male,0,42,0
