,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
9497,49,Private,217961,15,Never-married,Unmarried,White,Male,0,45,1
9498,41,Private,285897,9,Married-civ-spouse,Husband,White,Male,2675,45,0
9499,26,Private,464552,12,Never-married,Not-in-family,White,Male,3014,40,1
9500,51,Private,455379,3,Married-civ-spouse,Husband,White,Male,0,60,0
9501,57,Private,229272,9,Married-civ-spouse,Not-in-family,Black,Male,0,40,0
9502,56,Self-emp-inc,188044,3,Married-civ-spouse,Husband,White,Male,2392,40,0
9503,33,Local-gov,200764,9,Divorced,Not-in-family,White,Female,0,16,0
9504,38,Private,396595,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,72,0
9505,48,State-gov,224752,9,Married-civ-spouse,Wife,White,Male,105,40,0
9506,45,Self-emp-not-inc,118725,9,Married-civ-spouse,Husband,Black,Male,0,72,0
9507,53,Private,110978,9,Married-civ-spouse,Husband,White,Male,0,40,0
9508,76,Private,99736,14,Divorced,Other-relative,White,Male,0,50,0
9509,69,Federal-gov,153132,13,Married-civ-spouse,Husband,White,Male,0,23,0
9510,40,Private,510072,2,Married-civ-spouse,Husband,White,Male,0,55,0
9511,59,Self-emp-not-inc,211678,14,Married-civ-spouse,Husband,White,Male,2799,15,1
9512,46,Local-gov,81132,14,Divorced,Unmarried,Amer-Indian-Eskimo,Female,0,65,0
9513,58,Private,102559,11,Married-civ-spouse,Husband,White,Male,962,40,0
9514,32,Local-gov,177855,9,Married-civ-spouse,Husband,White,Male,2905,55,0
9515,42,Self-emp-not-inc,129357,13,Married-civ-spouse,Husband,White,Male,0,80,0
9516,51,Private,339905,1,Married-civ-spouse,Husband,White,Male,1732,40,0
9517,49,Local-gov,118947,13,Divorced,Unmarried,Black,Female,2646,40,1
9518,44,State-gov,259307,8,Married-civ-spouse,Husband,White,Male,0,40,0
9519,30,Local-gov,31533,14,Married-civ-spouse,Husband,White,Female,0,40,0
9520,31,State-gov,268840,10,Married-civ-spouse,Other-relative,White,Female,0,16,0
9521,50,Self-emp-inc,127315,1,Never-married,Husband,White,Male,0,60,0
9522,35,Local-gov,129232,10,Married-civ-spouse,Husband,White,Male,0,40,0
9523,34,Private,467108,10,Never-married,Other-relative,White,Male,0,12,0
9524,37,Private,305379,13,Married-civ-spouse,Not-in-family,White,Male,0,45,1
9525,76,Private,210844,15,Married-civ-spouse,Own-child,White,Female,2106,18,1
9526,79,Private,107895,10,Never-married,Not-in-family,White,Male,2475,35,1
9527,49,Private,291783,13,Married-civ-spouse,Not-in-family,White,Male,1766,40,0
9528,21,Private,184493,9,Married-spouse-absent,Wife,White,Female,3032,40,0
9529,64,Federal-gov,118358,12,Separated,Not-in-family,White,Female,0,40,0
9530,34,Private,156464,6,Divorced,Not-in-family,White,Male,0,85,0
9531,45,Private,55720,13,Married-civ-spouse,Husband,Black,Male,0,31,0
