,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
18992,42,Private,124692,2,Separated,Husband,White,Male,0,40,0
18993,63,Self-emp-inc,146103,5,Married-civ-spouse,Husband,White,Male,0,45,0
18994,28,Private,106422,9,Married-civ-spouse,Wife,Other,Female,1485,37,0
18995,56,Private,116878,3,Widowed,Husband,White,Male,3075,40,0
18996,53,State-gov,231472,16,Married-civ-spouse,Not-in-family,Amer-Indian-Eskimo,Male,0,40,0
18997,42,Private,100669,10,Never-married,Wife,Asian-Pac-Islander,Male,2933,30,1
18998,47,Local-gov,132670,10,Married-spouse-absent,Husband,White,Male,0,40,0
18999,42,Federal-gov,108183,14,Never-married,Husband,Asian-Pac-Islander,Female,1902,40,0
19000,53,Private,295896,10,Married-civ-spouse,Husband,White,Female,0,45,1
19001,60,Self-emp-not-inc,282660,4,Married-civ-spouse,Husband,White,Male,1894,52,1
19002,42,Self-emp-inc,170230,14,Widowed,Not-in-family,White,Female,0,60,0
19003,63,Self-emp-not-inc,167501,10,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,90,0
19004,63,Local-gov,122246,10,Never-married,Not-in-family,White,Female,0,39,0
19005,37,State-gov,160402,13,Never-married,Husband,White,Male,0,15,0
19006,60,Federal-gov,250552,9,Married-civ-spouse,Husband,White,Male,0,10,0
19007,38,Federal-gov,238342,13,Married-civ-spouse,Husband,White,Male,0,14,0
19008,36,Private,86912,13,Married-civ-spouse,Wife,White,Female,0,40,1
19009,44,Self-emp-not-inc,113597,10,Married-civ-spouse,Own-child,White,Male,0,55,0
19010,40,Private,77313,7,Never-married,Not-in-family,White,Female,1075,60,0
19011,76,Self-emp-not-inc,169112,13,Married-civ-spouse,Husband,White,Male,0,40,0
19012,39,Private,216129,12,Divorced,Unmarried,Black,Female,3440,35,1
19013,24,Local-gov,31606,13,Married-civ-spouse,Other-relative,White,Female,0,4,0
19014,40,Private,111483,13,Divorced,Husband,White,Male,0,8,0
19015,62,Private,411700,2,Married-civ-spouse,Husband,White,Male,0,45,0
19016,53,Federal-gov,169078,9,Married-civ-spouse,Husband,White,Male,0,99,0
19017,39,Self-emp-inc,343646,13,Married-spouse-absent,Not-in-family,White,Male,0,40,0
19018,40,Local-gov,183096,5,Married-civ-spouse,Wife,Amer-Indian-Eskimo,Female,0,35,0
19019,41,State-gov,84610,13,Married-civ-spouse,Husband,White,Male,1706,60,0
19020,62,Private,176185,9,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,40,0
19021,41,Private,358740,6,Never-married,Wife,White,Male,3480,15,1
19022,28,Private,30771,10,Married-AF-spouse,Unmarried,Black,Female,2660,40,0
19023,29,Private,271579,6,Married-AF-spouse,Not-in-family,White,Male,3284,40,1
19024,48,Private,54759,9,Divorced,Unmarried,White,Female,2894,38,1
19025,50,Private,108933,8,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,1
19026,37,Self-emp-inc,287031,6,Married-civ-spouse,Husband,White,Male,0,50,0
19027,40,Private,177027,10,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,52,0
19028,55,Local-gov,107308,1,Never-married,Husband,White,Male,0,40,0
19029,38,Private,341943,9,Divorced,Unmarried,White,Female,2784,40,1
19030,42,Private,154100,9,Married-civ-spouse,Husband,White,Male,0,37,0
19031,36,Self-emp-not-inc,57233,11,Married-civ-spouse,Husband,White,Female,0,40,0
19032,44,Private,328581,13,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,3,0
19033,32,Private,278585,10,Married-civ-spouse,Husband,White,Male,0,60,1
19034,41,Federal-gov,214247,5,Married-civ-spouse,Husband,White,Male,2415,60,0
19035,38,Private,279315,9,Never-married,Own-child,Black,Male,3576,84,0
19036,51,Private,255412,9,Never-married,Husband,White,Male,0,50,0
19037,34,Private,295922,10,Married-AF-spouse,Not-in-family,Black,Male,0,40,0
19038,38,State-gov,312528,16,Married-civ-spouse,Husband,White,Male,706,37,1
19039,43,State-gov,90159,16,Never-married,Not-in-family,White,Female,0,40,1
19040,45,Private,225456,13,Divorced,Not-in-family,White,Male,1977,40,0
19041,75,Private,111676,10,Never-married,Not-in-family,White,Female,0,40,0
