,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
959,1,18,no credits taken/all credits paid back duly,radio/television,1217,unknown/no savings account,2,3,male : divorced/separated,none,1,unknown / no property,47,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,1
960,1,18,no credits taken/all credits paid back duly,radio/television,1217,unknown/no savings account,2,2,female : single,none,1,unknown / no property,47,none,rent,3-Feb,unskilled - resident,0 to 2,yes (under customer name),no,0
961,0,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,4,1,male : married/widowed,none,0,building soc. savings agr./life insurance,35,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
962,0,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,4,1,female : single,none,2,building soc. savings agr./life insurance,23,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
963,2,48,critical account/other credits elsewhere,others,6416,... >= 1000 DM,4,0,female : non-single or male : single,none,1,real estate,59,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,1
964,2,8,all credits at this bank paid back duly,retraining,6416,unknown/no savings account,4,0,female : non-single or male : single,co-applicant,1,real estate,59,none,for free,1,skilled employee/official,0 to 2,no,no,1
965,1,8,no credits taken/all credits paid back duly,furniture/equipment,750,unknown/no savings account,0,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
966,1,18,no credits taken/all credits paid back duly,furniture/equipment,750,unknown/no savings account,0,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,yes,1
967,0,18,all credits at this bank paid back duly,repairs,1190,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,no,no,1
968,1,18,all credits at this bank paid back duly,domestic appliances,1190,unknown/no savings account,4,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,no,no,1
969,3,12,all credits at this bank paid back duly,repairs,11423,... <  100 DM,1,2,male : married/widowed,none,3,car or other,37,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
970,1,12,all credits at this bank paid back duly,repairs,13565,500 <= ... < 1000 DM,1,3,male : married/widowed,co-applicant,3,building soc. savings agr./life insurance,37,none,rent,3-Feb,unskilled - resident,3 or more,no,no,0
971,1,4,all credits at this bank paid back duly,car (used),12216,unknown/no savings account,2,1,female : single,none,2,car or other,46,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
972,1,36,all credits at this bank paid back duly,car (used),11882,unknown/no savings account,2,1,female : single,none,2,car or other,46,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
973,0,12,all credits at this bank paid back duly,furniture/equipment,797,... >= 1000 DM,2,0,female : non-single or male : single,none,1,real estate,33,none,rent,1,unskilled - resident,3 or more,no,no,1
974,0,12,all credits at this bank paid back duly,furniture/equipment,797,... >= 1000 DM,2,0,female : non-single or male : single,none,1,car or other,33,stores,rent,1,unskilled - resident,3 or more,no,no,1
975,1,24,all credits at this bank paid back duly,car (used),4281,100 <= ... <  500 DM,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,57,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
976,1,12,all credits at this bank paid back duly,car (used),4281,100 <= ... <  500 DM,0,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
977,2,5,delay in paying off in the past,retraining,4280,... <  100 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,26,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
978,2,30,delay in paying off in the past,retraining,4280,... <  100 DM,2,2,female : non-single or male : single,none,0,building soc. savings agr./life insurance,26,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
979,1,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,3,female : non-single or male : single,none,3,unknown / no property,37,bank,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,1
980,3,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,1,female : non-single or male : single,none,3,building soc. savings agr./life insurance,37,bank,rent,1,unskilled - resident,0 to 2,no,no,1
981,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
982,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
983,1,18,no credits taken/all credits paid back duly,car (used),2473,unknown/no savings account,0,0,male : married/widowed,co-applicant,3,building soc. savings agr./life insurance,25,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
984,1,18,no credits taken/all credits paid back duly,car (used),2473,... >= 1000 DM,0,0,male : married/widowed,none,3,car or other,25,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
985,0,54,no credits taken/all credits paid back duly,car (used),11678,unknown/no savings account,1,1,female : non-single or male : single,none,1,unknown / no property,23,none,for free,1,unskilled - resident,3 or more,no,no,0
986,0,72,no credits taken/all credits paid back duly,car (used),601,unknown/no savings account,1,3,female : non-single or male : single,none,1,unknown / no property,23,none,for free,1,unskilled - resident,3 or more,no,no,0
987,0,12,delay in paying off in the past,others,1386,100 <= ... <  500 DM,2,2,female : non-single or male : single,none,2,real estate,26,none,rent,1,skilled employee/official,0 to 2,no,no,1
988,1,12,no credits taken/all credits paid back duly,others,1386,100 <= ... <  500 DM,2,2,female : non-single or male : single,none,2,car or other,52,none,rent,1,skilled employee/official,0 to 2,no,no,1
989,0,24,no credits taken/all credits paid back duly,car (used),11672,100 <= ... <  500 DM,2,1,male : married/widowed,none,0,real estate,53,none,rent,1,skilled employee/official,0 to 2,no,no,0
990,0,24,critical account/other credits elsewhere,car (used),7071,100 <= ... <  500 DM,4,1,male : married/widowed,none,3,car or other,53,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
991,1,24,critical account/other credits elsewhere,car (new),15206,... >= 1000 DM,0,1,male : divorced/separated,guarantor,0,car or other,43,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
992,3,24,all credits at this bank paid back duly,car (new),14638,100 <= ... <  500 DM,3,1,female : non-single or male : single,none,0,car or other,25,bank,rent,3-Feb,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,0
993,2,18,no credits taken/all credits paid back duly,car (used),1924,... >= 1000 DM,4,0,female : non-single or male : single,none,0,unknown / no property,27,none,for free,1,skilled employee/official,0 to 2,no,no,1
994,2,18,no credits taken/all credits paid back duly,car (used),1924,500 <= ... < 1000 DM,1,0,female : non-single or male : single,none,1,unknown / no property,60,none,for free,1,skilled employee/official,0 to 2,no,no,1
995,2,36,no credits taken/all credits paid back duly,car (new),12389,... >= 1000 DM,2,3,male : married/widowed,none,0,real estate,37,bank,own,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,0
996,2,36,no credits taken/all credits paid back duly,others,4731,... >= 1000 DM,2,3,male : married/widowed,none,0,real estate,37,bank,own,1,unskilled - resident,0 to 2,yes (under customer name),no,1
997,1,18,no credits taken/all credits paid back duly,car (used),2462,... >= 1000 DM,2,1,male : married/widowed,none,2,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
998,1,36,no credits taken/all credits paid back duly,car (used),2462,500 <= ... < 1000 DM,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
999,2,60,no credits taken/all credits paid back duly,furniture/equipment,1452,unknown/no savings account,3,0,male : married/widowed,none,2,real estate,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1000,2,60,no credits taken/all credits paid back duly,others,775,... >= 1000 DM,3,0,male : married/widowed,none,2,real estate,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1001,1,36,no credits taken/all credits paid back duly,car (new),8229,500 <= ... < 1000 DM,2,2,male : married/widowed,none,2,unknown / no property,26,none,rent,1,skilled employee/official,3 or more,no,no,1
1002,1,36,no credits taken/all credits paid back duly,car (new),8229,unknown/no savings account,2,2,male : married/widowed,none,2,car or other,26,none,for free,1,skilled employee/official,3 or more,no,yes,1
1003,2,18,no credits taken/all credits paid back duly,repairs,1239,unknown/no savings account,2,0,male : married/widowed,none,0,real estate,30,none,own,1,skilled employee/official,0 to 2,no,no,0
1004,2,18,no credits taken/all credits paid back duly,repairs,14723,... >= 1000 DM,2,0,male : married/widowed,none,0,real estate,61,stores,own,1,skilled employee/official,0 to 2,no,no,0
1005,0,18,delay in paying off in the past,retraining,510,unknown/no savings account,2,2,female : single,none,2,building soc. savings agr./life insurance,36,stores,rent,3-Feb,skilled employee/official,3 or more,no,no,1
1006,0,18,delay in paying off in the past,retraining,4165,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,no,no,1
1007,1,21,existing credits paid back duly till now,furniture/equipment,14598,... >= 1000 DM,0,0,female : non-single or male : single,none,2,unknown / no property,37,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1008,1,21,existing credits paid back duly till now,furniture/equipment,14598,... >= 1000 DM,0,0,female : non-single or male : single,none,2,unknown / no property,38,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1009,1,48,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,46,bank,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
1010,1,33,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,4,2,male : married/widowed,none,0,real estate,46,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
1011,2,8,no credits taken/all credits paid back duly,car (new),12579,unknown/no savings account,4,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,44,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1012,2,24,no credits taken/all credits paid back duly,car (new),892,unknown/no savings account,4,0,female : non-single or male : single,none,2,real estate,44,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1013,3,42,critical account/other credits elsewhere,others,3186,500 <= ... < 1000 DM,3,2,female : non-single or male : single,none,1,building soc. savings agr./life insurance,20,none,for free,1,skilled employee/official,0 to 2,no,no,0
1014,2,39,no credits taken/all credits paid back duly,others,3186,500 <= ... < 1000 DM,3,2,female : non-single or male : single,none,1,real estate,20,none,for free,1,skilled employee/official,0 to 2,no,no,0
1015,2,54,no credits taken/all credits paid back duly,furniture/equipment,13313,unknown/no savings account,4,1,female : single,guarantor,1,unknown / no property,40,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1016,2,12,no credits taken/all credits paid back duly,furniture/equipment,15837,unknown/no savings account,4,1,female : single,guarantor,1,real estate,40,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1017,3,36,critical account/other credits elsewhere,car (used),2746,... >= 1000 DM,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,1
1018,1,4,critical account/other credits elsewhere,furniture/equipment,2746,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,1
1019,2,12,no credits taken/all credits paid back duly,car (used),3441,... <  100 DM,2,2,female : non-single or male : single,co-applicant,0,building soc. savings agr./life insurance,75,bank,for free,1,skilled employee/official,0 to 2,no,no,0
1020,2,4,no credits taken/all credits paid back duly,car (used),3441,... <  100 DM,2,2,female : non-single or male : single,co-applicant,0,building soc. savings agr./life insurance,57,bank,for free,1,skilled employee/official,0 to 2,no,no,1
1021,0,36,critical account/other credits elsewhere,others,3535,unknown/no savings account,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,22,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1022,0,36,critical account/other credits elsewhere,others,3535,unknown/no savings account,3,0,male : married/widowed,none,0,building soc. savings agr./life insurance,23,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1023,0,24,no credits taken/all credits paid back duly,domestic appliances,4591,500 <= ... < 1000 DM,2,2,male : married/widowed,none,1,unknown / no property,54,none,rent,5-Apr,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1024,0,24,no credits taken/all credits paid back duly,retraining,4591,500 <= ... < 1000 DM,2,1,male : married/widowed,none,1,car or other,54,none,rent,5-Apr,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,1
1025,1,18,no credits taken/all credits paid back duly,others,3509,unknown/no savings account,3,1,female : non-single or male : single,guarantor,3,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
