,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
799,1,24,no credits taken/all credits paid back duly,car (used),3345,unknown/no savings account,4,2,male : married/widowed,none,2,building soc. savings agr./life insurance,39,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
800,3,24,no credits taken/all credits paid back duly,car (used),3345,... >= 1000 DM,4,0,male : married/widowed,none,2,car or other,39,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
801,2,24,no credits taken/all credits paid back duly,car (used),3345,unknown/no savings account,4,0,male : married/widowed,none,2,car or other,39,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
802,1,36,existing credits paid back duly till now,retraining,9572,100 <= ... <  500 DM,1,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,28,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
803,3,5,existing credits paid back duly till now,retraining,9572,unknown/no savings account,1,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,28,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
804,0,36,existing credits paid back duly till now,retraining,9572,unknown/no savings account,4,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,28,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
805,2,21,all credits at this bank paid back duly,car (new),13564,100 <= ... <  500 DM,2,3,male : divorced/separated,co-applicant,1,building soc. savings agr./life insurance,28,none,rent,1,skilled employee/official,0 to 2,no,no,0
806,0,36,no credits taken/all credits paid back duly,car (new),9460,unknown/no savings account,1,1,male : married/widowed,none,1,building soc. savings agr./life insurance,26,none,for free,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
807,0,21,no credits taken/all credits paid back duly,car (new),576,unknown/no savings account,0,2,male : married/widowed,none,1,building soc. savings agr./life insurance,26,none,rent,1,unskilled - resident,3 or more,no,no,0
808,0,36,no credits taken/all credits paid back duly,car (used),4611,unknown/no savings account,1,3,female : non-single or male : single,co-applicant,0,car or other,32,none,rent,1,skilled employee/official,0 to 2,no,no,1
809,0,6,delay in paying off in the past,car (used),4611,unknown/no savings account,1,3,female : non-single or male : single,none,0,car or other,32,none,own,1,skilled employee/official,0 to 2,no,no,1
810,0,12,delay in paying off in the past,car (used),4611,unknown/no savings account,1,3,female : non-single or male : single,none,0,car or other,32,none,rent,1,skilled employee/official,0 to 2,no,no,1
811,1,8,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,46,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
812,1,15,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,46,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
813,1,48,all credits at this bank paid back duly,car (new),6331,... >= 1000 DM,4,0,male : married/widowed,none,0,car or other,46,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
814,1,6,all credits at this bank paid back duly,car (used),3384,... >= 1000 DM,2,3,male : divorced/separated,none,0,unknown / no property,44,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
