,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
27292,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3179,40,0
27293,44,Private,174373,12,Married-civ-spouse,Husband,Black,Male,0,1459,40,0
27294,44,Private,174373,12,Married-civ-spouse,Husband,White,Female,0,0,43,0
27295,44,Private,174373,1,Married-civ-spouse,Husband,Other,Male,0,0,40,0
27296,22,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1135,40,0
27297,44,Private,174373,8,Married-civ-spouse,Husband,White,Male,0,214,40,0
27298,44,Private,174373,11,Married-civ-spouse,Unmarried,White,Male,0,0,40,0
27299,44,Private,174373,12,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,91,0
27300,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3522,40,0
27301,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,2543,40,0
27302,27,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,78,0
27303,44,Private,174373,12,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,38,0
27304,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1746,40,0
27305,44,Self-emp-not-inc,174373,12,Married-AF-spouse,Husband,White,Male,0,0,40,0
27306,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1566,40,0
27307,70,Private,187891,7,Widowed,Husband,White,Male,6802,0,40,1
27308,70,Private,187891,11,Married-civ-spouse,Husband,White,Male,0,2455,40,1
27309,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,1986,77,1
27310,40,Private,187891,16,Married-civ-spouse,Husband,White,Male,0,0,40,1
27311,70,Private,187891,16,Married-civ-spouse,Husband,Black,Male,0,0,40,1
27312,70,Private,187891,7,Married-civ-spouse,Unmarried,White,Male,70589,0,40,1
27313,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,3781,40,1
27314,66,Private,187891,16,Married-civ-spouse,Husband,White,Male,0,0,40,1
27315,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,97791,0,40,1
27316,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,3695,40,1
27317,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,3147,40,1
27318,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,85125,0,40,1
27319,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,54788,0,40,1
27320,69,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,1954,40,1
27321,70,Private,187891,7,Married-civ-spouse,Husband,Other,Male,64579,0,40,1
27322,17,Private,53611,8,Never-married,Own-child,Asian-Pac-Islander,Female,36683,0,6,1
27323,17,Private,53611,8,Never-married,Own-child,White,Female,33243,0,6,0
27324,17,Private,53611,8,Never-married,Own-child,White,Female,29728,0,6,1
