,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4745,46,management,married,tertiary,no,40094,yes,yes,cellular,11,aug,489,1,-1,0,unknown,0
4746,67,services,married,tertiary,no,1341,no,no,unknown,13,feb,706,1,-1,0,unknown,0
4747,43,admin.,married,secondary,no,132,no,no,telephone,17,mar,598,1,-1,0,unknown,0
4748,20,management,married,tertiary,no,315,no,no,cellular,1,sep,840,1,183,3,failure,0
4749,31,blue-collar,single,secondary,no,54,yes,no,cellular,2,jun,66,1,-1,0,unknown,0
4750,30,student,married,tertiary,no,944,no,no,cellular,29,oct,574,2,-1,0,unknown,0
4751,81,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,622,1,-1,0,unknown,0
4752,47,unemployed,married,secondary,no,2480,no,no,cellular,6,aug,207,2,-1,0,unknown,0
4753,59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,14,3,121,6,success,0
4754,60,management,married,secondary,no,0,no,no,telephone,19,feb,1745,3,62,3,success,1
4755,45,admin.,married,secondary,no,205,yes,no,cellular,4,may,129,1,90,2,success,0
4756,60,management,single,tertiary,no,25507,yes,no,cellular,7,aug,231,3,-1,0,unknown,0
4757,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,249,2,-1,0,unknown,0
4758,27,management,married,primary,no,2071,no,yes,cellular,4,jun,449,1,-1,0,unknown,0
4759,27,services,single,secondary,no,2,yes,yes,cellular,6,may,319,2,356,1,failure,0
4760,25,student,single,primary,no,373,yes,no,unknown,11,may,917,2,-1,0,unknown,0
4761,65,admin.,married,secondary,no,952,no,no,cellular,6,sep,163,1,96,1,failure,0
4762,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,333,15,60,3,failure,0
4763,92,management,divorced,tertiary,no,0,yes,no,telephone,18,nov,339,2,-1,0,unknown,1
4764,47,technician,married,secondary,no,53070,yes,no,unknown,30,oct,219,4,-1,0,unknown,1
4765,77,unknown,married,unknown,no,30927,no,no,telephone,7,oct,300,3,-1,0,unknown,0
4766,32,student,married,secondary,no,30875,no,no,cellular,18,aug,289,2,-1,0,unknown,0
4767,50,technician,divorced,secondary,no,46527,no,no,cellular,29,sep,19,1,120,2,failure,0
4768,24,student,single,secondary,no,822,no,no,cellular,27,aug,137,1,91,2,failure,0
4769,58,unemployed,married,primary,no,1183,no,yes,cellular,19,jul,1721,5,-1,0,unknown,0
