,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4067,35,entrepreneur,married,secondary,no,313,yes,no,cellular,15,jul,1346,1,-1,0,unknown,1
4068,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,424,1,-1,0,unknown,0
4069,36,technician,married,primary,no,1354,no,no,cellular,7,sep,281,3,97,2,failure,0
4070,35,technician,single,tertiary,no,0,no,no,telephone,14,feb,187,7,-1,0,unknown,0
4071,41,blue-collar,single,primary,no,2453,yes,no,unknown,15,may,1052,9,-1,0,unknown,0
4072,45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,63,3,-1,0,unknown,0
4073,48,blue-collar,single,primary,no,52,yes,no,unknown,24,oct,528,2,-1,0,unknown,0
4074,35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,1,359,4,unknown,0
4075,65,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,-1,9,unknown,0
4076,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,sep,707,20,-1,0,unknown,0
4077,37,management,single,tertiary,no,3141,no,no,cellular,31,may,384,2,-1,0,unknown,0
4078,47,technician,single,secondary,no,1101,yes,yes,unknown,23,jul,957,3,-1,0,unknown,0
4079,37,technician,single,primary,no,3943,yes,no,cellular,6,apr,1138,2,138,1,failure,0
4080,59,management,divorced,tertiary,no,258,yes,no,telephone,2,oct,266,1,340,0,unknown,0
4081,77,retired,married,unknown,no,1807,no,no,telephone,20,oct,103,1,-1,0,unknown,0
4082,37,blue-collar,married,secondary,no,5447,yes,yes,cellular,17,nov,476,1,-1,0,unknown,0
4083,37,housemaid,married,primary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,0
4084,21,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,unknown,0
4085,36,management,single,tertiary,no,7506,yes,yes,cellular,6,may,412,2,188,1,success,0
4086,53,management,married,tertiary,no,349,no,no,cellular,7,mar,146,2,-1,0,unknown,1
4087,51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,mar,509,1,-1,0,unknown,0
4088,38,management,married,tertiary,no,0,no,no,cellular,14,sep,358,2,-1,6,unknown,0
4089,34,technician,divorced,tertiary,no,23076,no,no,cellular,26,may,243,2,35,1,other,0
4090,60,blue-collar,married,primary,no,1262,yes,yes,cellular,13,may,323,1,-1,0,unknown,0
4091,36,admin.,married,unknown,no,3221,no,no,cellular,4,may,322,11,-1,1,unknown,0
4092,32,technician,single,tertiary,no,62425,no,no,cellular,19,nov,337,1,-1,0,unknown,0
4093,56,blue-collar,divorced,primary,no,40101,no,yes,cellular,8,may,728,1,-1,0,unknown,0
4094,23,blue-collar,married,secondary,no,49730,no,no,cellular,14,aug,100,2,-1,0,unknown,0
4095,71,housemaid,married,primary,no,278,yes,no,telephone,15,jul,984,6,-1,0,unknown,1
4096,30,management,married,tertiary,no,0,yes,no,cellular,28,jul,664,8,-1,0,unknown,0
4097,61,retired,married,tertiary,no,997,no,no,cellular,10,may,106,1,-1,0,unknown,0
4098,19,student,married,primary,no,134,no,no,cellular,26,mar,271,2,-1,0,unknown,0
4099,38,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,23,-1,14,unknown,0
4100,30,management,single,tertiary,no,536,yes,no,cellular,16,jul,309,1,-1,0,unknown,0
4101,81,admin.,married,secondary,no,106,no,no,cellular,21,aug,216,3,91,1,other,0
4102,56,blue-collar,single,primary,no,8163,no,no,unknown,14,aug,1231,4,-1,0,unknown,0
4103,49,admin.,divorced,secondary,no,1533,yes,no,cellular,2,nov,555,4,-1,0,unknown,0
4104,34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,11,-1,0,unknown,0
4105,50,management,married,tertiary,no,414,yes,no,telephone,3,apr,707,1,316,3,failure,0
4106,35,unemployed,divorced,primary,no,118,no,no,unknown,20,jun,1109,4,-1,5,unknown,1
4107,26,management,single,secondary,no,494,no,no,cellular,2,mar,237,1,-1,0,unknown,1
4108,41,housemaid,divorced,secondary,no,7433,no,yes,cellular,5,feb,630,3,-1,0,unknown,0
4109,57,admin.,married,tertiary,no,169,no,no,cellular,23,feb,369,1,-1,0,unknown,0
4110,30,management,married,tertiary,no,8089,yes,no,cellular,18,may,232,2,294,2,failure,0
4111,36,services,married,secondary,no,0,yes,no,cellular,15,may,1002,15,-1,0,unknown,0
4112,55,technician,divorced,tertiary,no,0,no,no,cellular,18,jun,237,1,257,0,unknown,0
4113,37,services,married,secondary,no,0,yes,no,unknown,22,oct,272,1,-1,0,unknown,1
4114,32,technician,single,secondary,no,1279,yes,yes,unknown,3,jun,618,3,-1,0,unknown,0
4115,25,admin.,married,unknown,no,349,yes,no,cellular,22,jul,297,8,-1,0,unknown,0
4116,48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,9,-1,7,unknown,0
4117,42,blue-collar,married,primary,no,201,no,no,cellular,11,aug,265,1,103,3,unknown,0
4118,43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,328,1,other,0
4119,46,retired,single,secondary,no,526,yes,no,cellular,30,apr,523,1,87,2,other,0
4120,42,management,married,tertiary,no,1275,yes,yes,unknown,21,nov,925,5,-1,0,unknown,0
4121,36,management,single,tertiary,no,7606,yes,no,unknown,30,may,587,1,-1,0,unknown,0
4122,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,198,1,87,5,failure,0
4123,57,services,married,primary,no,70905,no,yes,cellular,5,feb,620,1,196,1,success,1
4124,31,entrepreneur,single,secondary,no,80704,no,no,telephone,13,nov,160,1,-1,0,unknown,0
4125,36,technician,married,tertiary,no,9664,no,no,cellular,13,aug,282,20,-1,0,unknown,0
4126,76,retired,married,tertiary,yes,2991,no,no,cellular,22,oct,107,1,183,1,success,0
4127,54,technician,single,secondary,no,0,no,no,telephone,5,feb,821,3,-1,0,unknown,0
4128,55,technician,divorced,secondary,no,8304,no,no,cellular,1,jun,201,1,-1,0,unknown,0
4129,26,technician,single,secondary,no,354,no,no,cellular,16,jul,98,1,-1,0,unknown,0
4130,39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,22,264,12,other,0
4131,31,services,divorced,primary,no,459,yes,no,cellular,7,may,225,1,98,1,success,0
4132,48,management,married,tertiary,no,2960,no,no,cellular,5,jun,1166,1,-1,0,unknown,1
4133,36,blue-collar,married,secondary,no,68495,yes,no,unknown,20,may,446,1,273,0,unknown,0
