,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,income
3699,2,12,critical account/other credits elsewhere,others,609,... <  100 DM,1,0,male : married/widowed,guarantor,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
3700,2,12,delay in paying off in the past,others,1995,... <  100 DM,1,0,male : married/widowed,co-applicant,0,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
3701,2,12,critical account/other credits elsewhere,others,1995,unknown/no savings account,1,1,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
3702,2,12,delay in paying off in the past,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,real estate,27,none,own,1,skilled employee/official,0 to 2,no,no,0
3703,2,12,critical account/other credits elsewhere,others,609,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
3704,3,21,no credits taken/all credits paid back duly,car (used),2186,... <  100 DM,1,3,female : non-single or male : single,none,0,unknown / no property,25,bank,for free,1,unskilled - resident,0 to 2,no,no,0
3705,1,39,no credits taken/all credits paid back duly,car (used),2186,... >= 1000 DM,3,0,female : non-single or male : single,none,3,unknown / no property,33,bank,for free,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,0
3706,1,36,no credits taken/all credits paid back duly,car (used),783,... >= 1000 DM,3,3,female : non-single or male : single,none,0,unknown / no property,33,bank,rent,1,unskilled - resident,3 or more,no,no,0
3707,1,39,no credits taken/all credits paid back duly,car (used),806,... >= 1000 DM,0,0,female : non-single or male : single,none,0,unknown / no property,33,none,for free,1,unskilled - resident,0 to 2,no,no,0
3708,2,30,no credits taken/all credits paid back duly,car (used),2186,... <  100 DM,3,1,female : non-single or male : single,none,0,unknown / no property,33,bank,for free,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
3709,3,24,delay in paying off in the past,radio/television,1927,... >= 1000 DM,1,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,for free,3-Feb,unskilled - resident,0 to 2,yes (under customer name),no,0
3710,0,45,existing credits paid back duly till now,repairs,10144,100 <= ... <  500 DM,0,1,female : single,none,2,building soc. savings agr./life insurance,33,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
3711,1,24,critical account/other credits elsewhere,repairs,1927,... <  100 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
3712,2,24,critical account/other credits elsewhere,others,776,... >= 1000 DM,2,1,female : non-single or male : single,none,2,real estate,33,bank,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
3713,1,36,critical account/other credits elsewhere,repairs,1927,... >= 1000 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,own,3-Feb,unskilled - resident,0 to 2,yes (under customer name),no,0
3714,1,60,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
3715,1,30,critical account/other credits elsewhere,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
3716,1,72,no credits taken/all credits paid back duly,car (used),1542,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
