,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
799,1,15,existing credits paid back duly till now,others,1333,unknown/no savings account,0,0,male : married/widowed,none,2,unknown / no property,43,none,own,3-Feb,skilled employee/official,3 or more,no,yes,1
800,0,24,existing credits paid back duly till now,others,1333,unknown/no savings account,0,0,male : married/widowed,none,2,unknown / no property,43,none,rent,3-Feb,skilled employee/official,3 or more,no,no,1
801,1,12,no credits taken/all credits paid back duly,furniture/equipment,1534,unknown/no savings account,1,3,male : married/widowed,none,3,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,1
802,2,12,existing credits paid back duly till now,furniture/equipment,1534,unknown/no savings account,1,3,female : single,none,3,unknown / no property,45,none,for free,1,skilled employee/official,0 to 2,no,no,0
803,3,12,all credits at this bank paid back duly,car (new),9629,unknown/no savings account,3,0,male : married/widowed,none,0,building soc. savings agr./life insurance,24,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
804,1,5,all credits at this bank paid back duly,car (new),9629,unknown/no savings account,3,0,male : married/widowed,none,0,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
805,2,72,all credits at this bank paid back duly,repairs,1047,unknown/no savings account,2,2,female : non-single or male : single,none,0,car or other,50,none,for free,1,unskilled - resident,0 to 2,no,no,0
806,3,48,existing credits paid back duly till now,repairs,1047,unknown/no savings account,2,2,female : non-single or male : single,none,0,car or other,50,none,for free,1,unskilled - resident,0 to 2,no,no,0
807,3,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,for free,3-Feb,skilled employee/official,0 to 2,no,yes,1
808,0,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,56,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,1
809,2,30,delay in paying off in the past,retraining,4280,... <  100 DM,2,2,female : non-single or male : single,none,0,building soc. savings agr./life insurance,26,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
810,2,30,delay in paying off in the past,retraining,4280,... <  100 DM,2,0,male : married/widowed,none,0,building soc. savings agr./life insurance,26,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
811,1,12,all credits at this bank paid back duly,radio/television,741,unknown/no savings account,0,0,female : non-single or male : single,none,1,car or other,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
812,1,12,no credits taken/all credits paid back duly,radio/television,741,... <  100 DM,4,0,female : non-single or male : single,none,1,car or other,22,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
813,3,12,no credits taken/all credits paid back duly,others,640,unknown/no savings account,2,0,female : non-single or male : single,none,2,unknown / no property,49,bank,rent,1,unskilled - resident,0 to 2,no,no,0
814,1,12,no credits taken/all credits paid back duly,domestic appliances,13924,unknown/no savings account,2,0,male : divorced/separated,none,2,unknown / no property,49,none,rent,1,unskilled - resident,0 to 2,no,no,0
815,2,30,all credits at this bank paid back duly,repairs,13516,100 <= ... <  500 DM,3,1,male : divorced/separated,none,2,building soc. savings agr./life insurance,53,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
816,2,12,existing credits paid back duly till now,others,13746,100 <= ... <  500 DM,0,1,male : divorced/separated,none,1,building soc. savings agr./life insurance,36,none,rent,>= 6,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
817,0,18,all credits at this bank paid back duly,others,1530,unknown/no savings account,2,1,male : married/widowed,co-applicant,2,car or other,32,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
818,0,18,all credits at this bank paid back duly,others,1530,unknown/no savings account,2,1,male : married/widowed,none,2,car or other,32,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
819,2,48,no credits taken/all credits paid back duly,furniture/equipment,3060,500 <= ... < 1000 DM,3,0,male : married/widowed,none,0,unknown / no property,28,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
820,2,5,no credits taken/all credits paid back duly,furniture/equipment,3060,... <  100 DM,3,0,male : married/widowed,none,0,unknown / no property,28,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
821,1,45,no credits taken/all credits paid back duly,car (used),1845,unknown/no savings account,1,0,female : non-single or male : single,co-applicant,3,car or other,46,none,for free,1,skilled employee/official,0 to 2,no,no,0
822,1,48,no credits taken/all credits paid back duly,car (used),9012,unknown/no savings account,1,0,female : non-single or male : single,guarantor,3,car or other,46,none,for free,1,skilled employee/official,0 to 2,no,no,0
823,1,60,no credits taken/all credits paid back duly,retraining,3448,unknown/no savings account,3,3,female : single,none,0,unknown / no property,74,none,rent,1,unskilled - resident,0 to 2,no,no,0
824,0,48,critical account/other credits elsewhere,retraining,3448,unknown/no savings account,1,3,male : married/widowed,none,0,car or other,74,none,rent,1,unskilled - resident,0 to 2,no,no,0
825,3,18,all credits at this bank paid back duly,others,2775,unknown/no savings account,3,2,male : married/widowed,none,2,car or other,31,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
826,1,18,all credits at this bank paid back duly,others,2775,... >= 1000 DM,3,2,male : married/widowed,none,2,car or other,31,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
827,1,12,no credits taken/all credits paid back duly,car (used),15649,unknown/no savings account,4,0,female : non-single or male : single,none,0,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,no,0
828,1,12,no credits taken/all credits paid back duly,others,652,unknown/no savings account,4,0,female : non-single or male : single,none,0,car or other,24,stores,for free,1,skilled employee/official,0 to 2,no,no,0
829,3,12,no credits taken/all credits paid back duly,furniture/equipment,12341,... >= 1000 DM,1,2,female : single,none,1,car or other,45,none,rent,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
830,2,12,no credits taken/all credits paid back duly,others,12040,... <  100 DM,1,2,male : married/widowed,none,1,real estate,45,none,rent,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
831,1,24,no credits taken/all credits paid back duly,car (new),1207,unknown/no savings account,1,3,female : non-single or male : single,none,0,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,no,1
832,1,24,no credits taken/all credits paid back duly,others,1207,unknown/no savings account,1,3,female : non-single or male : single,none,0,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,yes,1
833,0,12,critical account/other credits elsewhere,car (used),12724,unknown/no savings account,1,2,female : single,none,0,car or other,22,stores,for free,>= 6,skilled employee/official,0 to 2,yes (under customer name),yes,0
