,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
959,2,18,no credits taken/all credits paid back duly,radio/television,1217,unknown/no savings account,2,0,female : single,none,1,unknown / no property,47,none,rent,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,1
960,1,18,no credits taken/all credits paid back duly,radio/television,1217,unknown/no savings account,2,0,female : single,none,1,unknown / no property,47,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,1
961,0,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,4,1,male : married/widowed,none,0,building soc. savings agr./life insurance,35,bank,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
962,2,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,4,1,male : married/widowed,none,2,building soc. savings agr./life insurance,35,bank,rent,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,1
963,2,12,all credits at this bank paid back duly,retraining,6416,unknown/no savings account,4,0,female : non-single or male : single,none,1,real estate,59,none,for free,1,skilled employee/official,0 to 2,no,no,1
964,2,48,critical account/other credits elsewhere,retraining,6416,... >= 1000 DM,4,0,female : non-single or male : single,none,1,real estate,59,none,rent,1,skilled employee/official,0 to 2,no,no,1
965,1,18,no credits taken/all credits paid back duly,car (new),750,unknown/no savings account,4,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
966,1,5,no credits taken/all credits paid back duly,repairs,750,unknown/no savings account,0,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,yes,1
967,3,18,all credits at this bank paid back duly,car (new),1190,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,no,no,1
968,0,18,all credits at this bank paid back duly,vacation,1190,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,no,no,1
969,0,12,critical account/other credits elsewhere,repairs,14978,100 <= ... <  500 DM,1,2,male : married/widowed,none,3,car or other,37,none,rent,3-Feb,manager/self-empl./highly qualif. employee,3 or more,no,no,0
970,0,12,critical account/other credits elsewhere,repairs,3565,500 <= ... < 1000 DM,1,2,male : married/widowed,none,3,car or other,30,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
971,1,36,no credits taken/all credits paid back duly,car (used),2348,unknown/no savings account,2,1,female : single,none,2,car or other,46,stores,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
972,1,36,all credits at this bank paid back duly,car (used),14845,unknown/no savings account,2,1,female : single,none,2,car or other,46,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
973,0,12,all credits at this bank paid back duly,repairs,797,... >= 1000 DM,4,0,female : non-single or male : single,none,1,car or other,33,none,rent,1,unskilled - resident,3 or more,no,no,1
974,0,12,all credits at this bank paid back duly,furniture/equipment,5311,... >= 1000 DM,4,0,female : non-single or male : single,none,1,car or other,61,none,rent,1,unskilled - resident,3 or more,no,no,1
975,1,6,all credits at this bank paid back duly,domestic appliances,4281,100 <= ... <  500 DM,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
976,1,8,all credits at this bank paid back duly,car (used),4281,100 <= ... <  500 DM,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
