,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32046,37,technician,married,tertiary,no,122,no,no,cellular,25,feb,266,11,318,3,other,0
32047,34,management,single,tertiary,no,91722,no,no,cellular,26,aug,944,2,-1,0,unknown,1
32048,41,management,married,secondary,no,0,no,no,cellular,21,nov,1151,1,-1,0,unknown,1
32049,46,technician,married,secondary,no,268,no,no,cellular,11,aug,668,4,-1,0,unknown,1
32050,43,admin.,single,secondary,no,35,no,no,telephone,9,sep,1697,1,-1,0,unknown,1
32051,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,269,1,-1,0,unknown,0
32052,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,747,2,-1,0,unknown,1
32053,80,management,married,tertiary,no,1412,no,no,cellular,6,mar,433,2,-1,0,unknown,1
32054,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,586,1,403,1,failure,0
32055,36,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,1560,1,-1,0,unknown,0
32056,75,management,married,unknown,no,7861,yes,no,cellular,20,nov,380,1,-1,0,unknown,1
32057,26,management,single,tertiary,no,71868,no,no,cellular,5,feb,1029,3,-1,0,unknown,1
32058,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1060,2,345,2,success,1
32059,30,management,married,tertiary,no,451,no,no,cellular,5,sep,1002,1,274,3,failure,1
32060,39,services,married,secondary,no,257,yes,no,cellular,12,jun,1074,1,-1,0,unknown,1
32061,38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,897,1,-1,0,unknown,1
32062,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1347,1,-1,0,unknown,1
32063,38,management,married,tertiary,no,76702,no,no,cellular,13,apr,240,1,179,2,failure,0
32064,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,1877,3,-1,0,unknown,1
32065,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,581,1,136,8,other,0
32066,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,1390,6,-1,0,unknown,1
32067,57,admin.,married,tertiary,no,3760,yes,no,cellular,17,nov,1070,1,-1,0,unknown,1
32068,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1431,5,-1,0,unknown,1
32069,60,retired,married,primary,no,458,yes,no,unknown,16,may,980,1,188,0,unknown,1
32070,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1256,2,-1,0,unknown,1
32071,23,student,single,tertiary,no,82,no,no,cellular,4,jun,1011,4,-1,0,unknown,1
32072,36,management,married,tertiary,no,0,no,no,unknown,5,jun,1380,1,-1,0,unknown,1
32073,37,management,married,tertiary,no,3236,no,yes,cellular,20,may,291,2,202,22,other,0
32074,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,1579,10,331,16,other,1
32075,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1372,3,-1,0,unknown,1
32076,41,technician,married,secondary,no,2152,no,no,cellular,30,aug,701,1,121,1,other,1
32077,44,entrepreneur,married,secondary,no,4236,yes,no,cellular,4,may,1142,3,-1,0,unknown,1
