,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4067,35,entrepreneur,married,secondary,no,313,yes,no,cellular,6,jul,882,1,-1,0,unknown,1
4068,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,253,1,-1,0,unknown,0
4069,36,technician,married,tertiary,no,1354,no,no,cellular,7,dec,281,3,97,2,failure,0
4070,35,technician,single,tertiary,no,80220,no,no,cellular,14,jan,187,7,-1,0,unknown,0
4071,41,blue-collar,married,unknown,no,2453,yes,no,unknown,19,may,1052,1,-1,0,unknown,0
4072,45,technician,divorced,secondary,no,2657,no,no,unknown,7,aug,895,3,209,0,unknown,0
4073,25,blue-collar,single,primary,no,16521,yes,no,unknown,24,jun,437,2,-1,0,unknown,0
4074,35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,12,1,92,4,success,0
4075,31,management,single,tertiary,no,254,no,no,unknown,18,aug,1576,8,-1,0,unknown,0
4076,41,unemployed,married,secondary,no,707,no,no,unknown,26,jun,707,1,-1,0,unknown,0
4077,37,unknown,single,tertiary,no,3141,no,yes,cellular,4,may,384,2,-1,0,unknown,0
4078,47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,152,3,-1,0,unknown,0
4079,37,technician,single,tertiary,no,3943,no,no,unknown,6,apr,174,2,138,1,failure,0
4080,59,management,divorced,tertiary,no,258,yes,no,telephone,17,jul,266,1,-1,0,unknown,0
4081,77,retired,married,unknown,no,1807,no,no,telephone,20,jun,373,5,-1,0,unknown,0
4082,37,management,married,secondary,no,60602,yes,yes,unknown,17,nov,1789,1,-1,0,unknown,0
4083,37,management,married,secondary,no,2987,yes,no,cellular,15,feb,93,1,201,9,failure,0
4084,50,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,unknown,0
4085,36,entrepreneur,single,tertiary,no,7506,yes,no,cellular,6,may,316,2,188,1,success,0
4086,53,student,married,tertiary,no,349,no,no,cellular,7,aug,1359,2,-1,0,unknown,1
4087,51,blue-collar,single,secondary,no,7180,yes,no,unknown,8,may,927,1,-1,0,unknown,0
4088,58,management,married,tertiary,no,0,no,yes,cellular,31,sep,358,2,-1,0,unknown,0
4089,34,technician,married,tertiary,no,23076,no,yes,cellular,26,may,523,2,35,6,other,0
4090,65,blue-collar,married,primary,no,1262,yes,yes,unknown,13,nov,1015,1,-1,0,unknown,0
4091,36,admin.,married,tertiary,no,3221,yes,no,cellular,4,may,322,11,-1,0,unknown,0
4092,32,technician,single,primary,no,550,no,no,cellular,27,nov,337,1,-1,0,unknown,0
4093,44,blue-collar,married,primary,no,-9,yes,yes,cellular,8,may,728,1,-1,0,unknown,0
4094,23,blue-collar,married,secondary,no,272,no,yes,cellular,14,aug,100,12,-1,0,unknown,0
