,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32546,37,technician,divorced,tertiary,no,122,no,no,cellular,25,nov,266,2,318,3,other,0
32547,37,technician,married,tertiary,yes,122,no,no,cellular,7,jun,266,2,318,3,other,0
32548,34,management,divorced,tertiary,no,250,no,no,cellular,26,aug,850,2,-1,0,unknown,1
32549,34,management,single,tertiary,no,250,no,no,cellular,26,aug,777,2,-1,0,unknown,1
32550,41,management,married,secondary,no,0,no,no,cellular,21,nov,1357,1,-1,0,unknown,1
32551,41,management,married,secondary,no,0,no,no,cellular,21,nov,1148,1,-1,0,unknown,1
32552,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1263,27,-1,0,unknown,1
32553,53,technician,married,secondary,no,268,no,no,cellular,11,aug,1344,4,-1,0,unknown,1
32554,43,admin.,single,secondary,no,44824,no,no,telephone,9,sep,208,1,-1,0,unknown,1
32555,43,admin.,single,secondary,no,35,no,no,cellular,9,sep,208,1,-1,0,unknown,1
32556,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,211,1,-1,0,failure,0
32557,49,blue-collar,divorced,secondary,no,10613,no,yes,telephone,4,feb,1226,26,-1,0,unknown,0
32558,60,technician,divorced,secondary,yes,-11,no,no,cellular,11,mar,139,2,-1,0,unknown,1
32559,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1038,2,-1,0,unknown,1
32560,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1095,2,-1,0,unknown,1
32561,33,management,divorced,tertiary,no,1412,no,no,cellular,6,feb,433,2,-1,0,success,1
32562,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,may,1259,1,192,1,failure,0
32563,45,management,divorced,tertiary,no,-90,yes,no,cellular,3,jan,1321,1,192,1,failure,1
32564,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,apr,215,1,-1,0,unknown,1
32565,36,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,1426,1,-1,0,unknown,1
32566,48,management,married,unknown,no,7861,no,no,cellular,20,jun,1080,1,-1,0,unknown,1
32567,48,management,married,unknown,no,7861,no,no,cellular,20,dec,380,1,427,0,unknown,1
32568,26,management,single,tertiary,no,690,no,no,cellular,5,aug,1152,3,-1,0,unknown,1
32569,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1048,3,-1,0,unknown,1
32570,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,672,2,345,2,success,1
32571,38,admin.,divorced,secondary,no,245,yes,yes,cellular,17,apr,475,2,345,2,success,1
32572,30,management,married,secondary,no,451,no,no,cellular,5,may,884,1,274,3,failure,1
32573,30,management,married,tertiary,no,451,yes,no,cellular,5,may,951,1,274,3,failure,1
32574,39,services,single,secondary,no,257,yes,no,unknown,12,jun,2653,1,-1,0,unknown,1
32575,39,services,married,secondary,no,-6401,yes,no,unknown,12,jun,2456,1,-1,0,unknown,1
32576,38,blue-collar,married,secondary,yes,4771,yes,no,cellular,17,apr,1347,1,-1,0,unknown,1
32577,38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,1514,1,-1,0,unknown,1
32578,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jun,246,1,687,0,unknown,1
32579,68,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,246,1,-1,19,unknown,1
32580,38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,27,179,2,unknown,0
32581,38,management,married,tertiary,yes,413,no,no,cellular,13,apr,240,1,179,2,other,0
32582,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,1970,3,-1,0,unknown,1
32583,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,1161,3,-1,0,unknown,1
32584,40,self-employed,married,tertiary,no,13669,no,no,unknown,15,oct,1223,1,136,8,other,0
32585,40,self-employed,married,tertiary,no,13669,no,no,cellular,26,oct,1318,1,136,8,other,1
32586,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,1692,6,-1,0,unknown,1
32587,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,1508,6,-1,0,unknown,1
32588,57,housemaid,married,tertiary,no,3760,yes,no,cellular,17,nov,1070,1,-1,32,unknown,1
32589,57,student,married,tertiary,no,3760,yes,no,cellular,17,nov,1070,1,-1,0,unknown,1
32590,31,services,married,secondary,yes,-331,yes,no,unknown,23,may,1416,5,-1,0,unknown,1
32591,31,blue-collar,married,secondary,no,-331,yes,no,unknown,23,may,1018,5,-1,0,unknown,1
32592,95,retired,married,primary,no,458,yes,no,unknown,16,may,1082,1,-1,0,unknown,1
32593,60,retired,married,primary,no,458,yes,no,unknown,16,may,974,1,-1,0,unknown,0
32594,48,entrepreneur,married,tertiary,no,0,yes,yes,cellular,17,apr,1468,2,-1,0,unknown,1
32595,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1463,2,-1,0,unknown,1
32596,23,student,single,tertiary,no,82,no,no,cellular,4,may,1140,4,-1,0,unknown,1
32597,23,unknown,single,tertiary,no,82,no,no,cellular,4,apr,289,4,-1,0,unknown,1
32598,36,management,divorced,unknown,no,0,no,no,unknown,5,jun,932,1,-1,0,unknown,1
32599,36,management,divorced,unknown,no,0,no,no,unknown,5,jun,1980,1,-1,0,unknown,1
32600,37,management,married,secondary,no,3236,no,yes,cellular,20,may,291,2,202,5,other,0
32601,37,management,married,tertiary,no,38419,no,no,cellular,20,nov,291,2,202,5,other,0
32602,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,777,10,331,16,other,1
32603,84,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,1159,10,331,16,other,1
32604,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1277,25,-1,0,unknown,1
32605,92,technician,married,secondary,no,1247,yes,no,unknown,23,may,2093,3,-1,0,unknown,0
32606,41,technician,married,secondary,no,60173,no,no,cellular,30,sep,134,1,121,1,success,1
32607,41,technician,single,secondary,no,2152,no,no,cellular,30,sep,681,1,121,1,other,1
32608,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,1555,3,-1,0,unknown,1
32609,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,802,3,249,0,unknown,1
32610,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,1057,1,-1,0,unknown,1
32611,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,1109,1,-1,13,unknown,1
32612,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1820,1,-1,0,unknown,1
32613,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1473,1,-1,0,unknown,1
32614,42,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,962,10,-1,0,unknown,1
32615,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,1185,10,-1,0,unknown,1
32616,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,1464,3,-1,0,unknown,1
