,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
33446,83,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,96,3,other,0
33447,60,technician,married,tertiary,yes,122,no,no,cellular,25,jun,266,2,318,3,other,0
33448,84,technician,married,tertiary,no,122,no,no,cellular,26,jun,266,2,318,3,other,0
33449,32,technician,married,tertiary,no,122,no,no,unknown,25,jun,266,2,318,3,other,0
33450,63,technician,married,tertiary,no,122,no,no,unknown,25,jun,266,2,318,3,other,0
33451,34,unknown,single,tertiary,no,250,no,no,cellular,26,aug,1914,2,-1,0,unknown,1
33452,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1387,2,-1,0,unknown,1
33453,34,management,single,tertiary,no,250,no,no,cellular,26,aug,304,2,-1,0,success,0
33454,34,management,single,tertiary,no,39656,no,no,cellular,26,aug,1082,2,-1,0,unknown,1
33455,34,management,single,tertiary,no,250,no,no,cellular,1,aug,669,2,-1,0,unknown,1
33456,41,management,married,secondary,no,31059,no,no,cellular,21,may,624,1,-1,0,unknown,1
33457,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,690,0,failure,1
33458,41,management,married,secondary,no,0,no,no,cellular,21,nov,1859,1,-1,0,unknown,1
33459,41,management,married,secondary,no,0,no,no,cellular,21,nov,3366,1,-1,0,unknown,1
33460,41,management,married,secondary,no,0,no,no,cellular,21,nov,1185,1,-1,0,unknown,1
33461,34,management,married,secondary,no,268,no,no,cellular,11,aug,730,4,-1,0,unknown,1
33462,34,technician,married,secondary,yes,268,no,no,cellular,11,aug,909,4,-1,0,unknown,1
33463,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1710,4,-1,0,unknown,1
33464,34,technician,married,secondary,no,268,no,no,cellular,11,aug,994,4,-1,0,unknown,1
33465,34,technician,married,secondary,no,268,no,no,cellular,11,aug,764,4,-1,0,unknown,1
33466,43,admin.,single,secondary,no,35,no,no,telephone,9,mar,990,1,-1,0,unknown,1
33467,43,admin.,single,secondary,no,51349,no,no,telephone,9,sep,208,1,-1,0,unknown,1
33468,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,1584,1,-1,0,success,0
33469,43,admin.,single,secondary,no,35,no,no,unknown,9,nov,2016,1,-1,0,unknown,0
33470,43,admin.,single,secondary,no,35,no,no,telephone,9,sep,668,1,-1,0,unknown,1
33471,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,301,1,-1,0,unknown,0
33472,63,blue-collar,divorced,secondary,no,-3708,no,yes,cellular,4,feb,1226,1,-1,0,unknown,0
33473,49,blue-collar,divorced,tertiary,no,10613,no,yes,cellular,4,feb,76,1,-1,0,unknown,0
33474,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,2,feb,551,1,-1,0,unknown,0
33475,49,blue-collar,divorced,secondary,no,10613,no,no,cellular,4,feb,89,1,-1,0,unknown,0
33476,46,technician,divorced,primary,yes,-11,no,no,cellular,11,aug,796,2,-1,0,unknown,1
33477,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1598,2,200,0,unknown,1
33478,46,technician,divorced,secondary,yes,9720,no,no,cellular,11,mar,139,2,-1,0,unknown,1
33479,34,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1303,2,-1,0,unknown,1
33480,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1740,2,-1,0,unknown,1
33481,33,management,married,tertiary,no,1412,no,no,telephone,6,feb,1658,2,-1,0,unknown,1
33482,70,management,married,tertiary,no,1412,no,no,cellular,29,feb,433,2,-1,0,unknown,1
33483,33,management,married,tertiary,no,1412,no,no,cellular,6,jul,433,2,826,0,unknown,1
33484,33,management,married,tertiary,no,1412,no,no,cellular,6,dec,433,2,-1,0,unknown,1
33485,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1319,2,-1,0,unknown,1
33486,45,management,divorced,tertiary,no,-90,yes,no,cellular,10,jan,1261,1,192,1,failure,1
33487,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jun,1560,1,192,1,failure,1
33488,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1186,1,192,1,success,1
33489,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,790,1,192,1,success,1
33490,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1456,1,192,1,unknown,0
33491,36,entrepreneur,married,unknown,no,298,yes,no,cellular,8,jul,857,1,-1,0,unknown,1
33492,51,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,884,1,-1,0,unknown,0
33493,36,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,857,1,-1,0,unknown,1
33494,36,entrepreneur,divorced,unknown,no,298,yes,no,unknown,8,may,3366,1,-1,0,unknown,1
33495,36,entrepreneur,divorced,primary,no,298,yes,no,unknown,8,may,1259,1,-1,0,unknown,1
33496,48,management,married,unknown,no,7861,no,no,cellular,20,jun,380,1,354,0,unknown,1
33497,48,management,married,primary,no,7861,no,no,cellular,20,nov,3078,1,-1,0,unknown,1
33498,48,management,married,unknown,no,7861,no,no,unknown,2,nov,380,1,-1,0,unknown,1
33499,48,management,divorced,unknown,no,7861,no,no,cellular,20,apr,380,1,-1,0,unknown,1
33500,48,unknown,married,unknown,no,7861,no,no,cellular,20,oct,380,1,-1,0,unknown,1
33501,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1635,3,-1,3,unknown,1
33502,26,management,single,tertiary,no,690,no,no,telephone,5,feb,1076,3,-1,0,unknown,1
33503,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1363,3,-1,0,unknown,1
33504,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1099,3,-1,0,unknown,1
33505,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1293,3,-1,0,unknown,1
33506,68,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1133,2,345,2,success,1
33507,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,784,2,345,2,success,1
33508,38,admin.,single,primary,no,245,yes,yes,cellular,17,apr,1141,2,345,2,success,1
33509,38,admin.,single,secondary,yes,245,yes,yes,cellular,17,apr,905,2,345,2,success,1
33510,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,3102,2,345,2,success,1
33511,30,management,married,secondary,no,451,no,no,cellular,5,may,1139,1,274,3,failure,0
33512,30,management,married,tertiary,no,451,no,no,cellular,21,may,173,1,274,3,success,1
33513,30,management,married,tertiary,no,451,no,no,cellular,5,apr,486,1,274,3,failure,1
33514,30,management,married,tertiary,no,451,no,no,cellular,5,may,1263,1,274,3,success,1
33515,30,management,married,tertiary,no,98163,no,no,cellular,5,may,799,1,274,3,failure,1
33516,39,services,married,secondary,no,257,yes,no,unknown,12,jun,1906,1,503,0,unknown,1
33517,39,services,married,secondary,no,257,yes,no,unknown,12,jun,1617,1,831,0,unknown,1
33518,39,services,married,secondary,no,257,yes,no,cellular,12,jun,1677,1,-1,0,unknown,1
33519,78,services,married,secondary,no,257,yes,no,cellular,12,jun,171,1,-1,0,unknown,1
33520,39,services,married,secondary,no,257,no,no,unknown,12,jun,1602,1,-1,0,unknown,1
33521,38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,1014,1,521,0,unknown,1
33522,88,blue-collar,married,secondary,no,87931,yes,no,cellular,17,apr,217,1,-1,0,unknown,1
33523,73,blue-collar,married,secondary,no,4771,yes,no,cellular,29,apr,217,1,-1,0,unknown,1
33524,88,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,1
33525,38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,1469,1,-1,0,failure,1
33526,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1340,1,217,0,unknown,1
33527,54,retired,single,tertiary,no,726,no,no,cellular,28,jan,2256,1,-1,0,unknown,1
33528,54,retired,divorced,tertiary,no,726,no,no,cellular,28,aug,246,1,-1,0,success,1
33529,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1723,1,-1,0,unknown,1
33530,54,retired,divorced,tertiary,no,726,no,no,cellular,28,oct,946,1,-1,0,unknown,1
33531,38,management,married,tertiary,no,100674,no,no,cellular,13,apr,240,1,179,2,failure,0
33532,61,management,married,tertiary,no,413,no,no,cellular,13,feb,240,1,179,2,failure,0
33533,38,management,married,tertiary,no,81518,no,no,cellular,13,apr,240,1,179,2,failure,0
33534,38,retired,married,tertiary,no,413,yes,no,cellular,13,apr,240,1,179,2,failure,0
33535,38,management,married,tertiary,no,22544,no,no,cellular,13,apr,240,1,179,2,failure,0
33536,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,9,may,1038,3,-1,0,unknown,1
33537,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,862,3,-1,0,unknown,1
33538,36,entrepreneur,divorced,tertiary,no,125,yes,no,unknown,6,may,1616,3,-1,0,unknown,1
33539,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,632,3,-1,0,unknown,1
33540,36,entrepreneur,divorced,tertiary,no,125,yes,no,unknown,6,may,1334,3,-1,0,unknown,1
33541,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,968,1,136,8,other,1
33542,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,711,1,136,8,other,0
33543,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,851,1,136,8,other,1
33544,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,810,1,136,8,other,1
33545,36,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,711,1,136,8,other,1
33546,35,technician,married,secondary,no,8,yes,yes,cellular,21,apr,1145,6,-1,0,unknown,1
33547,35,student,married,secondary,no,8,yes,yes,cellular,20,apr,1046,6,-1,0,unknown,1
33548,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,1090,6,772,0,unknown,1
33549,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,1495,6,-1,0,unknown,1
33550,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,1877,6,-1,0,unknown,0
33551,57,housemaid,married,tertiary,no,3760,yes,yes,cellular,17,nov,1070,1,-1,0,unknown,1
33552,57,housemaid,married,tertiary,no,3760,no,no,cellular,30,nov,1070,1,-1,0,success,1
33553,57,housemaid,married,tertiary,no,3760,no,no,cellular,17,jul,1070,1,252,0,unknown,0
33554,57,housemaid,married,tertiary,no,3760,yes,no,cellular,30,nov,1070,1,-1,0,unknown,1
33555,57,housemaid,married,tertiary,no,3760,no,no,cellular,17,apr,1070,2,-1,0,unknown,1
33556,31,services,married,secondary,no,-331,no,no,unknown,23,may,1635,5,-1,0,unknown,1
33557,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1142,5,-1,0,unknown,1
33558,31,services,married,secondary,no,-331,yes,no,cellular,23,may,1687,5,-1,0,unknown,1
33559,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1559,5,319,0,unknown,1
33560,31,services,married,secondary,no,71319,yes,no,unknown,23,may,1218,5,-1,0,unknown,1
33561,60,retired,married,primary,no,458,yes,no,unknown,16,may,949,1,-1,0,unknown,0
33562,60,retired,married,primary,no,458,yes,no,unknown,16,may,888,1,-1,0,unknown,1
33563,60,retired,married,primary,no,458,yes,no,unknown,16,may,976,1,-1,0,unknown,0
33564,60,retired,married,primary,no,458,yes,no,unknown,16,may,927,1,-1,0,unknown,1
33565,60,retired,married,primary,no,458,yes,no,unknown,13,may,1491,1,-1,0,unknown,1
33566,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1336,2,-1,0,unknown,1
33567,48,entrepreneur,married,tertiary,no,31009,yes,no,cellular,17,apr,1093,2,-1,0,unknown,1
33568,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,1,apr,1473,2,-1,0,unknown,1
33569,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1256,2,-1,0,failure,1
33570,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1256,2,-1,0,unknown,1
33571,23,student,single,tertiary,no,82,no,no,cellular,4,may,779,4,-1,0,unknown,0
33572,23,self-employed,single,tertiary,no,82,no,no,cellular,4,may,1213,4,-1,0,unknown,1
33573,23,student,single,tertiary,no,82,no,no,cellular,4,may,1311,4,-1,0,unknown,1
33574,23,student,single,tertiary,no,82,no,no,cellular,4,jul,960,4,-1,0,unknown,1
33575,23,student,single,tertiary,no,82,no,no,cellular,4,may,1261,4,-1,0,unknown,1
33576,36,management,married,unknown,no,0,no,no,unknown,5,jun,1579,1,70,0,unknown,1
33577,36,management,married,unknown,no,0,no,no,cellular,5,jun,717,1,-1,0,unknown,1
33578,36,management,married,unknown,no,0,no,no,unknown,5,jun,1042,1,265,0,unknown,0
33579,36,management,married,unknown,no,0,no,no,cellular,5,jun,1114,1,-1,0,unknown,1
33580,36,management,divorced,unknown,no,0,no,no,unknown,5,jun,932,1,-1,0,unknown,1
33581,37,blue-collar,married,tertiary,yes,3236,no,no,cellular,20,may,291,2,202,5,other,0
33582,37,management,married,tertiary,no,3236,no,no,unknown,20,jan,291,2,202,5,other,0
33583,37,management,married,tertiary,no,-3756,no,yes,cellular,20,may,291,2,202,5,other,0
33584,37,management,married,tertiary,yes,3236,no,no,cellular,20,may,291,2,202,0,other,0
33585,37,management,married,tertiary,no,3236,no,yes,cellular,20,may,291,16,202,5,other,0
33586,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,1238,10,331,16,other,1
33587,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,1205,10,331,16,other,1
33588,33,blue-collar,married,primary,no,-104,yes,no,cellular,15,may,926,10,331,16,other,1
33589,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,919,10,331,16,other,1
33590,33,blue-collar,single,primary,no,-104,yes,no,cellular,18,may,1548,10,331,16,other,1
33591,42,technician,married,secondary,no,1247,yes,no,unknown,23,may,2093,3,-1,0,unknown,1
33592,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1118,3,-1,0,unknown,1
