,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32246,37,technician,married,tertiary,no,122,yes,no,cellular,25,jun,715,2,318,3,other,0
32247,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1023,2,-1,32,unknown,1
32248,41,management,married,secondary,no,0,no,no,cellular,21,nov,1416,1,-1,0,success,1
32249,34,technician,married,secondary,no,268,no,no,telephone,11,aug,1057,4,-1,0,unknown,1
32250,43,admin.,single,secondary,no,35,no,no,telephone,9,sep,208,1,436,0,unknown,0
32251,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,17,1,-1,0,unknown,0
32252,46,technician,divorced,secondary,yes,-11,no,no,cellular,29,aug,964,2,-1,0,unknown,1
32253,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1464,2,-1,0,unknown,1
32254,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,981,1,444,1,failure,1
32255,36,entrepreneur,divorced,unknown,no,298,yes,no,unknown,8,may,2485,1,-1,0,unknown,1
32256,48,management,married,unknown,no,7861,yes,no,cellular,20,nov,1352,1,-1,0,unknown,1
32257,26,management,single,tertiary,no,690,no,no,cellular,5,feb,640,3,-1,17,unknown,1
32258,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,745,2,345,2,success,1
32259,30,management,married,tertiary,no,451,no,no,cellular,5,may,1423,1,274,3,unknown,1
32260,81,services,married,secondary,no,257,yes,no,cellular,12,jun,171,1,-1,0,unknown,1
32261,38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,1303,1,-1,0,unknown,1
32262,54,retired,divorced,tertiary,yes,726,no,no,cellular,28,jan,971,1,-1,0,unknown,1
32263,38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,337,2,failure,0
32264,36,entrepreneur,divorced,tertiary,no,125,yes,no,unknown,6,may,1473,3,-1,0,unknown,1
32265,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,690,1,136,8,other,0
32266,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,2260,6,-1,0,unknown,0
32267,57,retired,married,tertiary,no,3760,yes,no,cellular,17,nov,1070,1,-1,0,unknown,1
32268,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1290,5,-1,0,unknown,1
32269,60,retired,married,primary,no,458,yes,no,unknown,16,may,976,1,-1,0,unknown,0
32270,48,entrepreneur,married,tertiary,no,71332,yes,no,cellular,17,apr,889,2,-1,0,unknown,1
32271,23,student,single,tertiary,no,82,no,no,cellular,4,may,289,4,386,0,success,1
32272,36,management,married,tertiary,no,0,no,no,unknown,5,jun,1130,1,-1,0,unknown,0
32273,37,management,married,tertiary,no,3236,no,yes,cellular,20,may,291,2,184,5,other,0
32274,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,672,10,331,16,other,1
32275,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,905,3,-1,0,unknown,1
32276,41,technician,married,tertiary,no,2152,no,no,cellular,30,sep,134,1,121,1,success,1
32277,44,blue-collar,married,secondary,yes,4236,yes,no,cellular,4,may,949,3,-1,0,unknown,1
32278,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,912,1,-1,0,unknown,1
32279,52,blue-collar,married,secondary,no,3165,yes,no,unknown,6,may,1361,1,-1,0,unknown,1
32280,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,1461,10,-1,0,unknown,1
32281,34,blue-collar,single,secondary,no,322,yes,no,cellular,20,apr,1837,3,-1,0,unknown,1
32282,44,admin.,married,secondary,yes,26,yes,no,cellular,21,jul,1192,10,-1,0,unknown,1
32283,39,technician,single,secondary,no,822,yes,no,unknown,29,may,1060,3,-1,0,unknown,1
32284,31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,1448,8,-1,0,unknown,1
32285,55,services,married,secondary,no,96,no,no,telephone,30,jul,1249,2,-1,19,unknown,1
32286,44,technician,married,secondary,no,0,yes,no,unknown,2,jun,1579,1,-1,0,unknown,1
32287,51,management,single,tertiary,no,1146,yes,yes,unknown,19,may,2330,4,411,0,unknown,1
32288,41,blue-collar,married,secondary,no,1521,no,no,cellular,8,apr,728,4,-1,0,unknown,0
32289,38,management,single,tertiary,no,0,no,no,cellular,24,jul,918,1,64,0,unknown,1
32290,33,management,single,tertiary,no,5145,yes,no,cellular,14,may,1179,1,175,2,other,1
32291,32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,jul,1003,3,-1,0,unknown,1
32292,39,blue-collar,married,primary,no,1014,no,no,cellular,30,dec,261,4,-1,0,success,1
32293,45,technician,single,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,success,0
32294,36,unemployed,married,primary,no,61617,yes,no,cellular,8,may,986,1,-1,0,unknown,1
32295,37,blue-collar,married,secondary,no,32,yes,no,unknown,20,may,1404,2,-1,0,unknown,0
32296,56,unemployed,married,secondary,no,12,no,yes,cellular,12,oct,511,3,173,1,failure,0
32297,58,management,single,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,other,0
32298,36,unemployed,divorced,secondary,no,8267,no,no,unknown,18,jun,1407,2,-1,0,unknown,1
32299,30,management,single,tertiary,no,638,yes,no,cellular,20,feb,593,2,291,6,other,0
32300,34,management,married,tertiary,no,527,no,no,unknown,4,nov,272,1,1,0,unknown,0
32301,56,unemployed,married,primary,no,802,no,no,telephone,3,feb,2420,2,-1,0,unknown,1
32302,34,management,married,tertiary,no,3301,no,no,cellular,17,jun,485,8,227,4,failure,0
32303,28,management,single,tertiary,no,111,yes,yes,cellular,28,jul,1446,2,-1,0,unknown,1
32304,36,management,married,tertiary,no,532,yes,no,cellular,14,sep,1187,1,-1,0,unknown,1
32305,46,admin.,divorced,secondary,no,99,no,no,unknown,5,jul,1697,1,-1,0,unknown,1
32306,71,retired,married,tertiary,no,2651,no,no,cellular,24,aug,399,3,200,2,success,1
32307,29,admin.,single,tertiary,no,8,no,no,cellular,28,mar,468,1,-1,0,unknown,1
32308,51,unknown,married,tertiary,no,167,no,no,unknown,18,jun,1390,4,-1,0,unknown,1
32309,40,technician,married,secondary,no,3234,no,no,unknown,6,jun,1877,1,-1,0,unknown,1
32310,28,self-employed,married,secondary,no,2322,no,no,cellular,8,jul,1499,4,-1,0,unknown,1
32311,63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,670,1,failure,0
32312,47,blue-collar,married,secondary,no,1348,no,yes,cellular,4,aug,1452,1,-1,0,unknown,1
32313,46,management,single,tertiary,no,385,yes,no,unknown,29,may,854,4,-1,0,unknown,1
32314,32,services,married,secondary,no,1066,yes,no,unknown,19,may,1642,9,-1,0,unknown,1
32315,57,blue-collar,married,primary,no,3498,no,no,cellular,17,jul,210,2,456,2,failure,0
32316,47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,1119,1,253,7,failure,1
32317,29,admin.,single,secondary,no,768,yes,no,cellular,24,jan,1580,5,-1,0,unknown,1
32318,30,management,single,tertiary,no,2419,no,yes,cellular,5,jun,1669,2,-1,0,unknown,1
32319,51,services,married,primary,no,-553,yes,no,unknown,4,jun,2389,8,-1,0,unknown,1
32320,48,unemployed,married,primary,no,6427,yes,no,telephone,19,nov,3422,1,-1,0,unknown,1
32321,30,blue-collar,married,secondary,no,3653,yes,yes,cellular,6,jun,2027,4,-1,0,unknown,1
32322,45,technician,married,tertiary,no,548,no,no,cellular,11,aug,1377,4,-1,0,unknown,1
32323,30,management,single,tertiary,no,13,no,no,cellular,15,jul,2692,3,-1,0,unknown,1
32324,46,management,divorced,tertiary,no,665,yes,no,cellular,2,feb,1152,2,207,1,other,1
32325,79,management,married,primary,no,321,no,no,cellular,30,jul,918,4,-1,0,unknown,1
32326,28,admin.,single,unknown,yes,2736,no,no,cellular,8,jul,262,1,-1,0,unknown,0
32327,24,student,single,secondary,no,372,yes,no,cellular,17,apr,860,1,-1,0,unknown,1
32328,57,admin.,married,secondary,no,169,no,yes,cellular,1,feb,369,1,-1,0,unknown,0
32329,28,management,single,tertiary,no,355,yes,yes,cellular,28,may,1914,4,-1,0,unknown,1
32330,35,services,married,secondary,yes,501,yes,yes,cellular,10,jul,932,8,-1,0,unknown,1
32331,89,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,1068,1,-1,0,unknown,1
32332,40,housemaid,married,primary,no,322,no,yes,unknown,17,jun,1064,2,-1,0,unknown,0
32333,45,unemployed,married,primary,no,2958,yes,no,cellular,16,apr,580,1,444,2,failure,1
32334,49,self-employed,married,tertiary,no,147,no,yes,cellular,8,feb,559,1,189,4,success,1
32335,48,technician,married,secondary,no,759,yes,no,cellular,28,jul,1349,5,-1,0,other,1
32336,36,management,married,tertiary,no,114,no,no,cellular,13,aug,1051,1,-1,0,unknown,1
32337,35,services,divorced,secondary,no,44,yes,no,telephone,17,apr,2029,2,-1,0,unknown,1
32338,29,self-employed,single,tertiary,no,751,yes,no,unknown,23,may,975,2,-1,0,unknown,1
32339,55,entrepreneur,married,tertiary,no,78,no,no,cellular,18,mar,115,2,-1,0,unknown,1
32340,27,technician,single,secondary,no,1187,yes,no,cellular,28,jan,1600,2,-1,0,unknown,1
32341,44,admin.,single,unknown,no,3,yes,no,unknown,13,jun,1560,1,-1,0,unknown,0
32342,59,blue-collar,single,primary,no,5788,no,no,cellular,14,may,1628,2,350,2,failure,1
32343,30,technician,single,tertiary,no,405,yes,no,cellular,4,feb,732,1,274,1,failure,1
32344,38,services,married,secondary,no,3259,yes,no,unknown,19,may,1867,1,-1,0,unknown,1
32345,31,unemployed,single,tertiary,no,3252,no,no,cellular,21,nov,450,2,-1,0,success,1
32346,74,services,married,secondary,no,1397,yes,no,cellular,21,nov,224,3,-1,32,unknown,1
32347,43,management,married,tertiary,no,479,yes,no,cellular,6,feb,868,1,254,2,failure,1
32348,34,management,married,tertiary,no,255,no,no,cellular,27,aug,1435,9,-1,0,unknown,1
32349,31,technician,married,tertiary,no,10847,yes,yes,unknown,26,oct,523,2,-1,0,unknown,1
32350,57,technician,married,secondary,no,3240,yes,no,unknown,14,jun,1611,2,-1,0,unknown,1
32351,56,housemaid,married,primary,no,58,no,yes,cellular,7,jul,227,6,105,0,success,1
32352,26,blue-collar,married,secondary,no,0,yes,no,telephone,31,jul,1027,4,-1,0,unknown,1
32353,50,blue-collar,married,primary,no,1617,no,no,cellular,26,aug,757,4,-1,0,failure,1
32354,34,technician,married,unknown,no,149,no,no,cellular,22,aug,739,2,-1,0,unknown,0
32355,36,management,single,tertiary,no,5642,yes,no,cellular,4,aug,293,1,181,2,other,0
32356,29,services,single,secondary,no,0,yes,no,cellular,11,jul,1297,2,-1,275,unknown,1
32357,40,blue-collar,married,primary,no,69,yes,no,cellular,17,nov,1594,1,222,0,unknown,1
32358,40,entrepreneur,married,tertiary,no,2252,no,no,unknown,12,mar,144,1,-1,0,unknown,1
32359,36,management,married,secondary,no,1898,yes,no,cellular,22,aug,1082,4,-1,0,unknown,1
32360,55,blue-collar,divorced,primary,no,2227,yes,no,cellular,21,sep,148,3,172,3,success,1
32361,32,technician,single,unknown,no,10600,no,no,unknown,14,may,2775,2,160,0,unknown,1
32362,32,management,divorced,tertiary,no,14,no,yes,cellular,21,jul,1332,1,-1,0,unknown,1
32363,55,admin.,married,primary,no,512,no,no,cellular,18,aug,826,4,-1,0,unknown,1
32364,74,retired,married,tertiary,no,1742,no,no,cellular,28,oct,1092,1,300,23,unknown,1
32365,32,admin.,single,tertiary,no,3816,yes,no,cellular,21,nov,2301,3,-1,0,unknown,1
32366,88,admin.,married,tertiary,no,82849,yes,no,unknown,20,may,1665,2,-1,0,unknown,1
32367,35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,6,may,1041,1,169,12,other,0
32368,55,management,divorced,tertiary,no,26306,yes,no,cellular,23,sep,1691,1,71,4,failure,1
32369,35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,35,-1,0,unknown,0
32370,33,management,married,primary,no,0,yes,no,cellular,5,may,908,1,365,1,failure,1
32371,68,blue-collar,divorced,primary,no,410,yes,no,unknown,30,may,1449,3,-1,0,unknown,1
32372,32,technician,single,secondary,no,316,no,no,cellular,26,aug,1669,2,-1,0,unknown,1
32373,57,management,divorced,unknown,no,0,yes,no,unknown,16,jun,1261,2,-1,0,unknown,1
32374,25,services,married,secondary,no,0,yes,yes,cellular,31,jul,1082,28,-1,0,unknown,1
32375,59,blue-collar,married,secondary,no,149,no,yes,cellular,28,jul,812,16,-1,0,unknown,1
32376,36,management,married,tertiary,no,518,no,no,cellular,9,aug,794,1,-1,0,unknown,1
32377,51,services,married,secondary,no,-178,yes,yes,telephone,29,may,2201,1,-1,0,unknown,1
