,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32846,37,technician,married,tertiary,no,122,no,no,telephone,25,jun,266,2,274,3,other,0
32847,66,technician,married,tertiary,no,37174,no,no,cellular,25,jun,266,2,318,3,other,0
32848,37,technician,married,tertiary,no,122,no,yes,cellular,25,jun,266,2,318,3,unknown,0
32849,89,technician,divorced,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,0
32850,37,technician,married,tertiary,no,122,no,yes,cellular,25,jun,266,36,318,3,other,0
32851,34,management,single,tertiary,no,250,no,no,cellular,26,aug,2029,2,-1,0,unknown,1
32852,34,management,single,tertiary,no,46427,no,no,cellular,26,aug,661,2,-1,0,unknown,1
32853,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1205,2,-1,55,unknown,1
32854,34,management,single,tertiary,no,250,no,no,cellular,26,nov,2456,2,-1,0,unknown,1
32855,34,management,married,tertiary,no,250,no,no,cellular,26,aug,2027,2,-1,0,unknown,1
32856,41,management,divorced,secondary,no,0,no,no,cellular,21,nov,624,1,-1,0,success,1
32857,41,management,married,secondary,yes,0,no,no,cellular,21,nov,1055,1,-1,0,unknown,1
32858,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,544,1,unknown,1
32859,41,management,married,secondary,no,0,no,yes,cellular,21,apr,624,1,-1,0,unknown,1
32860,41,management,married,secondary,no,0,no,no,cellular,21,nov,860,1,-1,0,success,1
32861,34,blue-collar,married,secondary,no,268,no,no,cellular,11,aug,1223,4,-1,0,unknown,1
32862,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1914,4,-1,0,unknown,1
32863,34,technician,married,secondary,no,268,no,no,cellular,11,aug,810,4,-1,19,unknown,1
32864,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1877,4,-1,0,unknown,1
32865,34,technician,married,secondary,no,268,no,no,cellular,11,aug,760,4,-1,0,unknown,1
32866,43,admin.,single,secondary,no,35,no,no,telephone,30,oct,208,1,-1,0,unknown,1
32867,43,admin.,single,secondary,no,35,no,no,telephone,9,mar,1021,1,-1,0,unknown,1
32868,43,admin.,single,secondary,no,35,no,no,telephone,9,jan,1574,1,-1,0,unknown,1
32869,43,services,single,secondary,no,35,no,no,telephone,9,oct,208,1,-1,0,unknown,1
32870,43,admin.,single,secondary,no,35,no,no,telephone,9,feb,2462,1,-1,0,unknown,0
32871,49,blue-collar,divorced,secondary,no,10613,no,yes,unknown,4,feb,1226,1,156,0,unknown,0
32872,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,426,1,-1,0,unknown,0
32873,49,blue-collar,divorced,primary,no,10613,no,yes,cellular,4,feb,175,1,-1,0,unknown,0
32874,49,blue-collar,single,secondary,no,10613,no,yes,cellular,4,feb,128,1,-1,0,unknown,0
32875,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,apr,260,1,-1,0,unknown,0
32876,46,technician,divorced,tertiary,yes,-11,no,no,cellular,11,aug,873,2,-1,0,unknown,1
32877,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,757,25,-1,0,unknown,1
32878,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1576,2,-1,0,unknown,1
32879,46,technician,single,secondary,yes,-11,no,no,cellular,11,aug,915,2,-1,0,unknown,1
32880,46,technician,divorced,secondary,yes,-11,no,no,cellular,18,aug,749,2,-1,0,unknown,1
32881,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,433,2,428,0,success,1
32882,47,management,married,tertiary,no,1412,no,no,cellular,6,feb,2372,2,-1,0,unknown,1
32883,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,927,2,-1,0,unknown,1
32884,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,342,2,-1,0,success,1
32885,33,management,married,tertiary,no,1412,no,no,cellular,6,jun,817,2,-1,0,unknown,1
32886,45,management,divorced,tertiary,no,24755,yes,no,cellular,15,jan,1687,1,192,1,failure,0
32887,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,948,1,424,25,failure,1
