,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
39990000,29,Self-emp-not-inc,271710,13,Married-civ-spouse,Husband,White,Male,0,0,54,0
39990001,29,Private,157466,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990002,29,Private,146540,3,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990003,20,Private,175587,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990004,25,Private,271710,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990005,29,Private,271710,13,Married-civ-spouse,Husband,White,Male,0,0,24,0
39990006,29,Private,187069,13,Married-civ-spouse,Own-child,White,Male,0,0,50,0
39990007,24,Private,271710,13,Married-civ-spouse,Husband,Black,Male,0,0,50,0
39990008,29,Private,35961,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990009,29,Private,118619,13,Married-civ-spouse,Own-child,White,Male,0,0,50,0
39990010,29,Private,204501,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990011,29,Private,271710,13,Married-civ-spouse,Husband,White,Male,0,0,5,0
39990012,29,State-gov,44566,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990013,29,Private,192236,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990014,77,Private,271710,13,Married-civ-spouse,Husband,White,Male,0,0,96,0
39990015,29,Private,271710,13,Divorced,Husband,Other,Male,0,0,50,0
39990016,29,Private,202206,13,Married-AF-spouse,Husband,White,Male,0,0,50,0
39990017,29,Private,271710,13,Married-spouse-absent,Husband,Other,Male,0,0,50,0
39990018,29,Private,271710,13,Separated,Own-child,White,Male,0,0,50,0
39990019,29,Private,271710,7,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990020,29,Private,140359,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990021,44,Private,271710,8,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990022,35,Private,271710,13,Married-civ-spouse,Husband,Black,Male,0,0,50,0
39990023,29,Private,271710,13,Married-civ-spouse,Husband,White,Male,0,0,70,0
39990024,29,Private,42563,13,Married-civ-spouse,Husband,White,Male,0,0,50,0
39990025,29,Private,271710,9,Married-civ-spouse,Husband,White,Male,0,514,50,0
39990026,29,Private,271710,5,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,50,0
39990027,29,Private,271710,7,Married-civ-spouse,Unmarried,White,Male,0,0,50,0
39990028,29,Private,271710,12,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,50,0
39990029,29,Private,180060,13,Married-civ-spouse,Husband,White,Male,0,0,5,0
39990030,24,Local-gov,278130,11,Never-married,Not-in-family,White,Male,40827,0,40,1
39990031,24,Private,278130,11,Never-married,Not-in-family,White,Male,65565,0,40,1
39990032,24,Private,219446,11,Never-married,Not-in-family,White,Male,65565,0,40,1
39990033,24,Private,278130,11,Never-married,Not-in-family,White,Male,59721,0,40,1
39990034,24,Private,278130,11,Married-AF-spouse,Not-in-family,White,Male,75401,0,40,1
39990035,24,Private,278130,11,Never-married,Not-in-family,Other,Male,42079,0,40,1
39990036,24,Private,278130,11,Never-married,Unmarried,White,Male,84125,0,40,1
39990037,24,Private,278130,11,Widowed,Not-in-family,White,Male,89673,0,40,1
39990038,24,Private,278130,11,Married-civ-spouse,Not-in-family,White,Male,50472,0,40,1
39990039,24,Private,278130,11,Widowed,Not-in-family,White,Male,29688,0,40,1
39990040,24,Private,278130,11,Never-married,Other-relative,White,Male,83790,0,40,1
39990041,24,Private,278130,11,Never-married,Not-in-family,White,Male,39912,0,40,1
39990042,24,Private,198751,11,Never-married,Not-in-family,White,Male,39783,0,40,1
39990043,24,Private,278130,11,Never-married,Not-in-family,White,Male,61113,0,40,1
39990044,24,Private,278130,11,Never-married,Not-in-family,White,Male,25501,0,40,1
39990045,85,Private,278130,11,Never-married,Not-in-family,White,Male,61113,0,40,1
39990046,24,Private,278130,11,Never-married,Not-in-family,White,Male,70151,0,40,1
39990047,24,Private,278130,11,Never-married,Not-in-family,White,Male,23987,0,40,1
39990048,24,Private,278130,11,Never-married,Not-in-family,White,Female,55916,0,40,1
39990049,68,Private,278130,11,Never-married,Not-in-family,White,Male,0,0,40,1
39990050,24,Private,278130,3,Never-married,Not-in-family,White,Male,34766,0,40,1
39990051,24,Private,278130,11,Never-married,Not-in-family,White,Male,43925,214,40,1
39990052,24,Private,278130,11,Never-married,Not-in-family,White,Male,81399,0,40,1
39990053,59,Private,278130,11,Never-married,Not-in-family,White,Male,17476,0,40,1
39990054,24,Private,278130,11,Never-married,Not-in-family,White,Female,29394,0,40,1
39990055,24,Private,278130,11,Never-married,Not-in-family,White,Male,82529,1565,40,1
39990056,24,Private,278130,11,Never-married,Not-in-family,White,Male,83790,0,40,1
39990057,24,Private,278130,11,Never-married,Not-in-family,White,Male,98613,0,40,1
39990058,24,Private,278130,11,Never-married,Not-in-family,White,Female,43514,0,40,1
39990059,24,Private,278130,11,Never-married,Not-in-family,White,Male,72548,208,40,1
39990060,51,Private,255474,9,Married-AF-spouse,Not-in-family,White,Male,7298,0,40,0
39990061,51,Private,279156,9,Married-spouse-absent,Other-relative,White,Male,7298,0,40,0
39990062,51,Private,279156,9,Married-AF-spouse,Not-in-family,White,Male,7298,0,40,0
39990063,51,Private,279156,9,Never-married,Husband,White,Female,7298,0,40,0
39990064,51,Private,279156,9,Never-married,Unmarried,White,Male,7298,0,64,0
39990065,51,Private,279156,9,Never-married,Wife,White,Female,7298,0,40,0
39990066,51,Private,117148,9,Divorced,Other-relative,White,Male,7298,0,40,0
39990067,18,Private,279156,4,Never-married,Husband,White,Male,7298,0,40,0
39990068,51,Private,279156,9,Married-civ-spouse,Husband,White,Female,4872,0,40,0
39990069,51,Private,279156,9,Separated,Not-in-family,White,Male,7298,0,40,0
39990070,51,Private,279156,9,Separated,Other-relative,White,Male,7298,0,40,0
39990071,53,Private,279156,9,Widowed,Other-relative,White,Male,7298,0,40,0
39990072,90,Private,279156,9,Married-AF-spouse,Husband,White,Male,2384,0,40,0
39990073,51,Private,279156,9,Married-civ-spouse,Husband,White,Male,4479,0,44,0
39990074,51,Private,279156,9,Married-civ-spouse,Husband,White,Male,1414,0,40,0
39990075,51,Private,279156,9,Married-spouse-absent,Unmarried,White,Male,7298,0,27,0
39990076,51,Private,279156,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,350,0,99,0
39990077,51,Private,279156,9,Divorced,Other-relative,White,Male,7298,0,40,0
39990078,51,Private,279156,2,Widowed,Wife,White,Male,7298,0,40,0
39990079,47,Private,279156,9,Divorced,Other-relative,White,Male,7298,0,40,0
39990080,17,Private,279156,9,Married-spouse-absent,Not-in-family,White,Male,7298,0,40,0
39990081,51,Private,308709,9,Divorced,Unmarried,White,Male,7298,0,40,0
39990082,51,Private,279156,9,Married-spouse-absent,Own-child,Asian-Pac-Islander,Male,7298,0,40,0
39990083,62,Private,279156,9,Never-married,Husband,White,Female,7298,0,40,0
39990084,51,Private,279156,9,Never-married,Wife,White,Male,7298,0,98,0
39990085,51,Private,279156,9,Married-civ-spouse,Wife,White,Male,500,0,86,0
39990086,51,Private,279156,9,Married-civ-spouse,Unmarried,White,Male,5461,0,40,0
39990087,51,Private,279156,9,Married-spouse-absent,Own-child,Black,Male,7298,0,40,0
39990088,51,Self-emp-not-inc,279156,9,Married-civ-spouse,Husband,White,Male,4132,0,7,0
39990089,51,Private,279156,9,Married-AF-spouse,Other-relative,White,Male,7298,0,40,0
39990090,26,Private,150062,11,Married-civ-spouse,Husband,White,Male,10224,0,50,1
39990091,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,77860,0,4,1
39990092,26,Local-gov,150062,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,50,1
39990093,26,Private,150062,9,Married-civ-spouse,Own-child,White,Male,96483,0,50,1
39990094,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,87820,0,50,1
39990095,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,93832,0,50,1
39990096,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,12524,0,50,1
39990097,26,Private,150062,9,Married-civ-spouse,Other-relative,White,Male,20841,0,50,1
39990098,26,Private,150062,9,Married-civ-spouse,Husband,White,Female,94410,0,50,1
39990099,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,85398,0,50,1
39990100,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,62967,0,50,1
39990101,56,Private,150062,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
39990102,26,Private,302708,9,Married-civ-spouse,Husband,White,Male,89963,0,50,1
39990103,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,94228,0,50,1
39990104,40,Private,150062,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
39990105,26,Private,150062,9,Married-civ-spouse,Other-relative,White,Male,61599,0,50,1
39990106,26,Private,325732,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
39990107,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,25419,0,50,1
39990108,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,98268,3241,50,1
39990109,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,79084,0,50,1
39990110,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,6990,0,50,1
39990111,26,Local-gov,150062,9,Married-civ-spouse,Husband,White,Male,0,1016,50,1
39990112,26,Private,150062,9,Married-civ-spouse,Husband,Other,Male,25009,0,50,1
39990113,23,Private,150062,9,Married-civ-spouse,Husband,White,Male,97939,0,50,1
39990114,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,39174,0,50,1
39990115,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,97187,531,50,1
39990116,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,11884,3312,50,1
39990117,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,90975,0,50,1
39990118,26,Private,224531,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
39990119,26,Private,150062,9,Married-civ-spouse,Husband,White,Male,66770,3878,50,1
39990120,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,63588,0,40,1
39990121,35,State-gov,174571,9,Married-civ-spouse,Husband,Black,Male,91889,0,40,1
39990122,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,8204,0,40,1
39990123,35,Private,174571,14,Married-civ-spouse,Husband,Black,Female,0,0,40,1
39990124,35,Private,174571,15,Married-civ-spouse,Husband,Black,Male,0,0,72,1
39990125,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,0,2837,59,0
39990126,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,29438,0,40,1
39990127,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,0,2470,56,1
39990128,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,19842,0,40,1
39990129,35,Private,376755,9,Married-civ-spouse,Husband,Black,Male,0,0,59,1
39990130,41,Private,174571,9,Married-civ-spouse,Husband,Black,Male,0,0,54,1
39990131,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,45124,0,40,1
39990132,37,Private,174571,9,Married-civ-spouse,Husband,Black,Male,56740,0,40,1
39990133,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,6951,1694,40,1
39990134,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,0,2414,64,1
39990135,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,23889,0,40,1
39990136,35,Without-pay,174571,9,Married-civ-spouse,Husband,Black,Male,15015,0,40,1
39990137,35,Private,174571,9,Married-civ-spouse,Husband,Black,Female,11066,0,40,1
39990138,35,Private,174571,9,Never-married,Husband,Black,Male,53728,0,40,1
39990139,75,Private,174571,13,Married-civ-spouse,Husband,Black,Male,0,0,40,0
39990140,35,Private,174571,15,Married-civ-spouse,Husband,Black,Male,81913,0,40,1
39990141,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,7259,0,40,1
39990142,35,Private,174571,9,Married-civ-spouse,Husband,Other,Male,25513,0,40,1
39990143,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,10396,0,40,1
39990144,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,97152,0,40,1
39990145,35,Private,174571,3,Married-civ-spouse,Husband,Black,Male,22139,0,40,1
39990146,35,Local-gov,174571,9,Married-civ-spouse,Husband,Black,Male,0,0,40,1
39990147,35,Private,174571,3,Married-civ-spouse,Husband,Black,Male,71813,0,40,1
39990148,35,Private,174571,8,Married-civ-spouse,Husband,Black,Male,80787,0,40,1
39990149,35,Private,174571,9,Married-civ-spouse,Husband,Black,Male,53728,0,40,1
39990150,34,Private,169527,10,Married-civ-spouse,Wife,White,Male,86547,0,20,1
39990151,34,Private,169527,10,Married-civ-spouse,Wife,White,Female,95531,0,20,1
39990152,34,Private,169527,10,Married-civ-spouse,Not-in-family,White,Female,78052,0,20,1
