,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
360020,44,State-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,2933,40,0
360021,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,161,2,0
360022,70,Private,187891,7,Married-civ-spouse,Husband,White,Female,13699,0,40,1
360023,70,Private,187891,7,Divorced,Husband,White,Male,21985,0,40,1
360024,17,Private,53611,8,Never-married,Husband,White,Female,62088,0,6,1
360025,33,Private,53611,8,Never-married,Own-child,White,Female,60464,0,6,1
360026,33,State-gov,291494,16,Married-civ-spouse,Husband,Black,Male,0,0,13,0
360027,33,State-gov,291494,16,Married-civ-spouse,Husband,White,Male,0,0,12,0
360028,62,Private,254534,15,Married-civ-spouse,Husband,White,Male,0,3332,40,1
360029,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,55085,0,99,1
360030,34,Private,175878,10,Never-married,Not-in-family,White,Male,92031,0,40,1
360031,34,Private,175878,10,Never-married,Not-in-family,White,Male,71559,0,40,1
360032,23,Private,202284,13,Never-married,Own-child,White,Male,54015,0,20,1
360033,23,Private,202284,13,Never-married,Own-child,White,Male,42555,0,20,1
360034,24,Private,137591,10,Never-married,Own-child,White,Male,84787,0,10,1
360035,24,Private,137591,10,Never-married,Own-child,White,Male,27455,2360,10,1
360036,31,Local-gov,295589,10,Never-married,Own-child,Black,Male,79617,0,10,1
360037,83,Local-gov,295589,10,Never-married,Own-child,Black,Male,88565,0,40,1
360038,53,Private,68684,9,Married-civ-spouse,Husband,Other,Male,70335,0,40,1
360039,53,Private,68684,9,Married-civ-spouse,Husband,White,Male,85190,2308,40,1
