,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
1965000,44,Private,174373,12,Married-spouse-absent,Husband,White,Male,0,1351,40,0
1965001,44,Private,174373,1,Married-civ-spouse,Husband,Other,Male,0,0,40,0
1965002,44,Federal-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,2746,40,0
1965003,44,State-gov,174373,12,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
1965004,44,Private,174373,12,Married-civ-spouse,Husband,White,Female,0,0,82,0
1965005,44,Self-emp-not-inc,174373,12,Married-civ-spouse,Husband,White,Female,0,0,40,0
1965006,44,Private,31350,12,Widowed,Husband,White,Male,0,0,40,0
1965007,44,State-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965008,44,Private,224799,7,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965009,44,Private,174373,12,Separated,Husband,White,Male,0,0,40,0
1965010,71,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,762,40,0
1965011,44,Private,69748,12,Married-civ-spouse,Unmarried,White,Male,0,0,40,0
1965012,44,Private,174373,1,Married-civ-spouse,Husband,White,Female,0,0,40,0
1965013,44,State-gov,174373,12,Divorced,Husband,White,Male,0,0,40,0
1965014,44,Private,174373,12,Never-married,Husband,White,Male,0,3373,40,0
1965015,33,Private,174373,12,Married-civ-spouse,Husband,Other,Male,0,0,40,0
1965016,44,Private,174373,4,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965017,88,Private,174373,1,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965018,44,Self-emp-inc,174373,12,Married-civ-spouse,Husband,White,Male,0,768,40,0
1965019,44,Private,174373,8,Married-civ-spouse,Husband,White,Male,0,0,91,0
1965020,55,Private,174373,8,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965021,44,Private,174373,2,Married-civ-spouse,Husband,White,Male,0,681,40,0
1965022,71,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,86,0
1965023,44,Private,174373,12,Married-spouse-absent,Husband,White,Male,0,0,65,0
1965024,44,Private,180957,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965025,77,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965026,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,2941,40,0
1965027,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3549,40,0
1965028,44,Private,224258,12,Married-civ-spouse,Husband,Other,Male,0,0,40,0
1965029,44,Private,310889,12,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
1965030,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,8,0
1965031,44,Private,174373,12,Married-civ-spouse,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,0
1965032,21,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,4,0
1965033,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1567,6,0
1965034,44,Private,174373,14,Married-spouse-absent,Husband,White,Male,0,0,40,0
1965035,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1601,40,0
1965036,82,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,24,0
1965037,44,Without-pay,174373,12,Married-civ-spouse,Husband,Other,Male,0,0,40,0
1965038,44,Without-pay,103277,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965039,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,16,0
1965040,66,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,27,0
1965041,87,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965042,79,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,89,0
1965043,57,Self-emp-not-inc,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965044,44,Private,124930,12,Never-married,Husband,White,Male,0,0,40,0
1965045,58,Private,174373,12,Married-AF-spouse,Husband,White,Male,0,0,40,0
1965046,64,Private,174373,12,Married-spouse-absent,Husband,White,Male,0,0,40,0
1965047,77,Private,174373,12,Married-civ-spouse,Husband,Black,Male,0,0,40,0
1965048,76,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965049,78,Local-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965050,44,Private,174373,14,Married-AF-spouse,Husband,White,Male,0,0,40,0
1965051,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,26,0
1965052,44,Without-pay,174373,12,Separated,Husband,White,Male,0,0,40,0
1965053,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,99,0
1965054,44,Private,174373,12,Married-civ-spouse,Husband,White,Female,0,0,1,0
1965055,44,Private,174373,12,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,21,0
1965056,53,Private,73928,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965057,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,2434,40,0
1965058,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,2941,42,0
1965059,78,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,556,40,0
1965060,44,Private,174373,12,Married-civ-spouse,Own-child,Black,Male,0,0,40,0
1965061,44,Private,174373,12,Married-civ-spouse,Not-in-family,White,Male,0,256,40,0
1965062,28,Private,174373,12,Married-AF-spouse,Husband,White,Male,0,0,40,0
1965063,44,Private,174373,12,Married-AF-spouse,Husband,White,Male,0,0,40,0
1965064,49,Private,174373,12,Never-married,Husband,White,Male,0,0,40,0
1965065,50,Local-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965066,44,Private,275867,12,Married-civ-spouse,Husband,White,Male,0,0,68,0
1965067,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,68,0
1965068,44,Private,220789,12,Married-civ-spouse,Husband,White,Male,0,0,17,0
1965069,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3564,40,0
1965070,44,Without-pay,212252,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965071,44,Private,174373,5,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965072,23,Private,174373,7,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965073,44,Private,174373,7,Married-civ-spouse,Not-in-family,White,Male,0,0,40,0
1965074,88,Private,174373,12,Married-civ-spouse,Husband,White,Female,0,0,40,0
1965075,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1618,40,0
1965076,20,Private,174373,12,Married-spouse-absent,Husband,White,Male,0,0,40,0
1965077,44,Local-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,158,40,0
1965078,44,Private,174373,12,Married-civ-spouse,Unmarried,Black,Male,0,0,40,0
1965079,44,Private,306889,12,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
1965080,44,Private,220499,12,Never-married,Husband,White,Male,0,0,40,0
1965081,25,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,68,0
1965082,44,Private,90897,12,Married-civ-spouse,Husband,White,Male,0,1671,40,0
1965083,43,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3125,40,0
1965084,44,Private,57423,1,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965085,75,Private,236481,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965086,88,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965087,44,Private,110908,12,Married-civ-spouse,Unmarried,White,Male,0,0,40,0
1965088,46,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,2919,40,0
1965089,44,Private,174373,12,Married-civ-spouse,Not-in-family,White,Female,0,0,40,0
1965090,44,Self-emp-inc,174373,12,Married-civ-spouse,Husband,White,Male,0,788,40,0
1965091,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,2040,40,0
1965092,44,State-gov,187089,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965093,44,Private,174373,3,Divorced,Husband,White,Male,0,0,40,0
1965094,44,Private,62258,12,Married-civ-spouse,Husband,White,Male,0,2421,40,0
1965095,44,Private,48317,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965096,44,Private,174373,10,Married-civ-spouse,Not-in-family,White,Male,0,0,40,0
1965097,44,Private,69748,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1965098,44,Private,174373,12,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,95,0
1965099,44,Private,174373,12,Married-civ-spouse,Husband,Black,Male,0,0,36,0
1965100,70,Private,423311,7,Married-civ-spouse,Husband,White,Male,18222,0,40,1
1965101,70,Private,187891,7,Married-civ-spouse,Husband,Other,Male,64449,0,40,1
1965102,66,Private,187891,7,Married-civ-spouse,Husband,White,Male,75808,0,40,1
1965103,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,18234,0,40,1
1965104,70,Private,209899,7,Married-civ-spouse,Husband,White,Male,0,3399,40,1
1965105,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,54748,0,76,1
1965106,70,State-gov,187891,15,Married-civ-spouse,Husband,White,Male,0,0,40,1
1965107,70,Private,187891,7,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,79107,0,40,1
1965108,86,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,2887,40,0
1965109,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,36860,0,65,1
1965110,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,13344,2671,40,1
1965111,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,88854,0,40,1
1965112,70,Private,187891,7,Married-civ-spouse,Other-relative,White,Male,23762,0,40,1
