,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
27292,45,Local-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
27293,44,Private,174373,12,Widowed,Husband,White,Male,0,1920,40,0
27294,52,Private,174373,12,Married-civ-spouse,Husband,Other,Male,0,0,40,0
27295,27,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
27296,47,Private,174373,12,Married-civ-spouse,Husband,Other,Male,0,0,40,0
27297,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3755,40,0
27298,30,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
27299,44,Local-gov,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
27300,44,Private,174373,10,Married-civ-spouse,Husband,White,Male,0,3749,40,0
27301,82,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1084,40,0
27302,44,Private,174373,10,Married-civ-spouse,Husband,Other,Male,0,0,40,0
27303,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,26,0
27304,44,Private,174373,2,Married-civ-spouse,Husband,White,Male,0,1862,40,0
27305,44,Local-gov,174373,12,Married-civ-spouse,Wife,White,Male,0,0,40,0
27306,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,573,6,0
27307,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,81058,0,40,1
27308,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,86385,0,40,1
27309,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,24471,0,40,1
27310,72,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,1866,40,1
27311,70,Self-emp-not-inc,187891,7,Married-civ-spouse,Husband,White,Male,9618,0,40,1
27312,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,2336,40,1
27313,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,79908,0,40,1
27314,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,3517,40,1
27315,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,2330,40,1
27316,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,10982,0,63,1
27317,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,9236,0,40,1
27318,70,Private,187891,7,Married-civ-spouse,Not-in-family,White,Male,40924,0,40,1
27319,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,95501,0,27,1
27320,26,Private,187891,7,Married-civ-spouse,Husband,White,Male,76907,0,40,1
27321,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,31324,0,99,1
27322,17,Private,53611,8,Never-married,Own-child,White,Female,38914,0,6,0
27323,17,Private,53611,8,Never-married,Own-child,White,Female,34323,0,6,0
27324,17,Private,53611,8,Never-married,Own-child,White,Female,50880,0,6,0
27325,17,Private,53611,8,Never-married,Own-child,Other,Female,21749,0,6,1
27326,17,Private,53611,8,Never-married,Own-child,White,Female,52848,0,6,1
27327,17,Private,53611,8,Never-married,Own-child,White,Female,83498,0,6,1
27328,18,Private,53611,8,Never-married,Own-child,White,Female,16858,0,6,1
27329,35,Private,53611,8,Never-married,Own-child,White,Female,13198,0,6,1
27330,32,Private,53611,8,Never-married,Own-child,White,Female,66178,0,6,1
27331,17,Private,53611,8,Never-married,Own-child,Black,Female,72347,0,6,1
27332,17,Private,53611,8,Never-married,Own-child,White,Female,39729,0,6,0
27333,17,Private,53611,8,Never-married,Own-child,White,Female,54931,0,6,1
27334,17,Private,53611,8,Never-married,Own-child,White,Female,53511,0,6,1
27335,17,Private,53611,8,Separated,Own-child,White,Female,35845,0,6,1
27336,17,Private,53611,8,Never-married,Own-child,White,Female,77303,0,23,1
27337,75,State-gov,291494,16,Married-civ-spouse,Husband,White,Male,0,0,75,0
27338,33,State-gov,291494,12,Married-civ-spouse,Husband,White,Male,0,0,72,0
27339,57,State-gov,291494,5,Married-civ-spouse,Husband,White,Male,0,0,50,0
27340,33,State-gov,291494,5,Married-civ-spouse,Husband,White,Male,0,0,50,0
27341,33,State-gov,291494,9,Married-civ-spouse,Wife,White,Male,0,0,50,0
27342,33,State-gov,291494,3,Married-civ-spouse,Husband,White,Male,0,0,84,0
27343,33,State-gov,291494,8,Married-civ-spouse,Husband,White,Male,0,59,50,0
27344,59,State-gov,291494,7,Married-civ-spouse,Husband,White,Male,0,0,50,0
27345,33,State-gov,291494,16,Married-civ-spouse,Husband,White,Male,0,0,4,0
27346,33,State-gov,291494,16,Widowed,Husband,Other,Male,0,0,50,0
27347,33,State-gov,291494,7,Married-civ-spouse,Husband,White,Male,0,0,87,0
27348,19,State-gov,291494,16,Widowed,Husband,White,Male,0,0,50,0
27349,74,State-gov,291494,16,Married-civ-spouse,Husband,White,Male,0,0,11,0
27350,33,State-gov,291494,6,Married-civ-spouse,Not-in-family,White,Male,0,0,50,0
27351,33,State-gov,291494,4,Married-civ-spouse,Husband,White,Male,0,790,50,0
27352,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,55112,0,40,1
27353,62,Private,254534,10,Married-civ-spouse,Not-in-family,White,Male,22184,0,40,1
27354,62,Private,254534,9,Married-civ-spouse,Husband,White,Male,0,2214,40,1
27355,62,Private,254534,10,Married-civ-spouse,Husband,White,Female,69162,0,40,1
27356,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,0,3031,96,1
27357,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,31952,0,40,1
27358,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,30038,0,40,1
27359,49,Private,254534,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
27360,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,97672,557,40,1
27361,33,Private,254534,10,Married-civ-spouse,Husband,White,Male,78125,0,40,1
27362,61,Private,254534,10,Married-civ-spouse,Husband,White,Male,16024,0,40,1
