,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
89,46,Private,265266,13,Divorced,Husband,White,Male,1477,40,0
90,34,Private,209768,13,Never-married,Unmarried,White,Male,0,60,0
91,53,State-gov,281590,9,Never-married,Wife,Asian-Pac-Islander,Female,0,40,0
92,38,Private,207937,15,Divorced,Not-in-family,Asian-Pac-Islander,Male,0,50,0
93,37,Private,232475,10,Married-civ-spouse,Wife,Black,Female,0,40,0
94,54,Private,162745,9,Married-civ-spouse,Husband,White,Male,2314,55,0
95,47,State-gov,199512,6,Married-civ-spouse,Husband,White,Male,285,40,0
96,52,Private,170562,9,Married-civ-spouse,Husband,White,Female,0,60,0
97,50,Private,146325,9,Divorced,Wife,White,Male,0,44,0
98,45,Private,198693,15,Never-married,Not-in-family,White,Male,0,30,0
99,31,Private,101352,13,Never-married,Not-in-family,White,Female,0,50,1
100,40,Private,72887,11,Married-civ-spouse,Wife,Asian-Pac-Islander,Male,0,40,0
101,30,Private,185590,13,Married-civ-spouse,Own-child,White,Female,0,40,0
102,23,Local-gov,24982,10,Married-civ-spouse,Not-in-family,White,Male,0,40,0
103,41,Local-gov,124520,14,Married-civ-spouse,Husband,White,Male,0,40,0
104,54,Self-emp-inc,269095,13,Divorced,Unmarried,White,Female,0,40,0
105,31,State-gov,265266,14,Married-civ-spouse,Husband,White,Male,0,40,1
106,37,Private,71592,15,Never-married,Husband,Asian-Pac-Islander,Female,0,60,1
107,55,Private,227856,9,Married-civ-spouse,Husband,Other,Male,0,60,0
108,33,Private,110978,13,Married-civ-spouse,Other-relative,Other,Female,0,40,1
109,44,Private,24982,9,Married-civ-spouse,Husband,White,Male,0,40,0
110,33,Private,232475,9,Never-married,Husband,White,Male,1724,40,0
111,40,Private,160369,14,Married-civ-spouse,Not-in-family,White,Male,1637,45,0
112,45,Private,36006,11,Married-civ-spouse,Other-relative,White,Male,0,45,0
113,38,Private,455379,14,Never-married,Husband,Other,Male,0,60,0
114,58,Local-gov,372181,9,Divorced,Unmarried,White,Female,0,40,0
115,46,Private,105253,14,Married-civ-spouse,Husband,White,Male,1635,17,0
116,60,Private,43235,10,Married-civ-spouse,Husband,White,Male,0,30,0
117,60,Self-emp-inc,105339,13,Married-civ-spouse,Unmarried,White,Female,0,60,0
118,40,Private,268525,13,Never-married,Not-in-family,White,Male,0,50,1
