,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
12663,44,Private,217961,9,Never-married,Unmarried,White,Male,3069,45,1
12664,81,Private,217961,9,Never-married,Unmarried,White,Male,2273,45,1
12665,27,Private,285897,9,Married-civ-spouse,Husband,Other,Male,1426,45,0
12666,62,Private,285897,9,Married-civ-spouse,Husband,White,Male,104,45,0
12667,26,Private,464552,10,Never-married,Not-in-family,White,Male,2676,40,1
12668,26,Self-emp-not-inc,464552,3,Never-married,Not-in-family,White,Male,0,99,1
12669,38,Private,455379,14,Married-civ-spouse,Husband,White,Male,1639,60,0
12670,38,Private,455379,14,Married-civ-spouse,Husband,White,Male,0,12,0
12671,22,Private,229272,9,Married-civ-spouse,Husband,Black,Male,0,40,0
12672,54,Private,111959,9,Separated,Husband,Black,Male,0,40,0
12673,78,Self-emp-inc,188044,1,Married-civ-spouse,Not-in-family,White,Male,2392,40,0
12674,78,Self-emp-inc,188044,13,Married-civ-spouse,Husband,White,Male,1524,40,0
12675,65,Local-gov,200764,9,Divorced,Not-in-family,White,Female,414,45,0
12676,65,Local-gov,308945,9,Divorced,Not-in-family,White,Female,0,16,0
12677,49,Private,396595,4,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
12678,38,Private,33658,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
12679,48,State-gov,230704,9,Married-civ-spouse,Not-in-family,White,Female,0,40,0
12680,51,State-gov,224752,9,Divorced,Wife,White,Female,0,40,0
12681,62,Self-emp-inc,185084,9,Married-civ-spouse,Husband,Black,Female,0,72,0
12682,43,Self-emp-inc,118725,9,Married-civ-spouse,Unmarried,Black,Male,0,72,0
12683,53,Private,386773,9,Married-civ-spouse,Husband,White,Male,1002,40,0
12684,53,Private,386773,9,Married-civ-spouse,Husband,White,Male,3470,40,0
12685,52,Private,99736,14,Divorced,Wife,White,Male,0,33,0
12686,18,Private,99736,14,Divorced,Unmarried,White,Male,0,30,0
12687,18,Federal-gov,153132,13,Married-civ-spouse,Husband,White,Male,0,38,0
12688,41,Federal-gov,153132,4,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,38,0
12689,40,Private,510072,13,Married-civ-spouse,Husband,White,Male,0,4,0
12690,26,Private,510072,6,Married-civ-spouse,Husband,White,Male,0,55,0
12691,59,Self-emp-not-inc,211678,14,Married-spouse-absent,Husband,White,Male,2245,15,1
12692,59,Self-emp-not-inc,132879,14,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,15,1
12693,58,Local-gov,124071,13,Divorced,Unmarried,White,Female,0,65,0
12694,68,Local-gov,181099,14,Divorced,Unmarried,White,Female,0,65,0
12695,45,Self-emp-not-inc,102559,11,Married-civ-spouse,Other-relative,White,Male,0,40,0
12696,45,Private,510072,11,Married-civ-spouse,Husband,White,Male,0,40,0
12697,61,Self-emp-not-inc,177855,9,Married-civ-spouse,Husband,White,Male,0,55,0
12698,32,Federal-gov,177855,9,Married-civ-spouse,Other-relative,White,Male,0,9,0
12699,42,Self-emp-not-inc,120539,13,Married-civ-spouse,Husband,White,Male,458,89,0
12700,25,Self-emp-not-inc,120539,13,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,50,0
12701,51,Private,339905,8,Married-civ-spouse,Husband,White,Male,0,36,0
12702,50,State-gov,339905,9,Married-civ-spouse,Husband,White,Male,0,40,0
12703,43,Local-gov,249289,13,Divorced,Unmarried,Black,Female,3046,40,1
12704,49,Local-gov,249289,13,Divorced,Unmarried,Black,Female,2774,40,1
12705,44,Self-emp-not-inc,259307,13,Married-civ-spouse,Unmarried,White,Male,0,40,0
12706,44,Federal-gov,259307,13,Never-married,Husband,White,Male,0,39,0
12707,54,Local-gov,31533,14,Married-civ-spouse,Own-child,White,Male,2923,40,0
12708,22,Self-emp-not-inc,31533,14,Married-civ-spouse,Husband,White,Male,0,40,0
12709,44,Private,163331,10,Married-civ-spouse,Other-relative,White,Female,0,16,0
12710,74,Private,268840,10,Separated,Other-relative,White,Female,0,16,0
12711,50,Self-emp-inc,127315,13,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,16,0
12712,26,Self-emp-inc,239098,13,Married-civ-spouse,Husband,White,Male,0,60,0
12713,35,Local-gov,191779,10,Separated,Husband,White,Female,0,40,0
12714,35,Local-gov,191779,12,Divorced,Husband,White,Male,0,40,0
12715,34,Federal-gov,467108,10,Married-AF-spouse,Not-in-family,White,Male,0,50,0
12716,34,Private,48779,10,Never-married,Not-in-family,White,Male,0,50,0
12717,46,Private,105908,13,Never-married,Not-in-family,White,Male,0,45,1
12718,37,Private,92028,16,Divorced,Not-in-family,White,Male,0,45,1
12719,36,Private,89160,15,Married-civ-spouse,Own-child,White,Female,0,85,1
12720,58,Private,282604,8,Never-married,Own-child,White,Male,3366,18,0
12721,21,Private,107895,10,Never-married,Wife,White,Male,2543,35,1
12722,21,Private,107895,10,Never-married,Not-in-family,White,Male,3173,35,1
12723,49,State-gov,291783,7,Married-civ-spouse,Husband,White,Male,0,40,0
12724,49,Private,291783,13,Married-civ-spouse,Unmarried,White,Male,0,24,0
12725,35,Private,131620,16,Married-spouse-absent,Own-child,White,Female,3545,40,0
12726,21,Private,131620,16,Married-spouse-absent,Own-child,White,Female,2995,51,0
12727,27,Federal-gov,267546,12,Separated,Not-in-family,White,Female,0,57,0
12728,64,Federal-gov,267546,12,Married-AF-spouse,Not-in-family,White,Female,0,56,0
12729,34,Private,156464,13,Divorced,Not-in-family,White,Male,0,13,0
12730,42,Self-emp-inc,156464,13,Divorced,Not-in-family,White,Male,0,85,0
