,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
799980000,44,Private,174373,1,Married-civ-spouse,Husband,Other,Male,0,0,40,0
799980001,70,Private,187891,7,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,19715,0,40,1
799980002,17,Private,53611,8,Never-married,Own-child,White,Female,25706,0,6,1
799980003,23,State-gov,471990,16,Married-civ-spouse,Husband,White,Male,0,0,50,0
799980004,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,27418,1994,40,1
799980005,34,Private,108741,10,Never-married,Not-in-family,White,Male,0,3463,40,1
799980006,23,Private,202284,13,Never-married,Own-child,White,Male,44854,0,20,1
799980007,24,Private,137591,10,Never-married,Own-child,White,Male,74259,0,39,1
799980008,31,Local-gov,295589,4,Never-married,Own-child,Black,Male,31071,0,40,1
799980009,53,Private,44738,9,Married-civ-spouse,Husband,White,Male,0,0,20,1
799980010,73,Private,159007,13,Divorced,Other-relative,White,Female,26466,3408,12,1
799980011,30,Private,200246,11,Never-married,Not-in-family,White,Male,11571,3064,40,1
799980012,35,Private,283305,13,Never-married,Not-in-family,White,Female,39071,0,40,1
799980013,20,Private,471452,10,Never-married,Own-child,Black,Male,64058,0,30,1
799980014,52,State-gov,109600,14,Married-spouse-absent,Unmarried,Asian-Pac-Islander,Female,4787,0,38,0
799980015,20,Private,277772,9,Divorced,Unmarried,Black,Female,92335,0,40,1
799980016,35,Private,219902,9,Separated,Unmarried,Black,Female,51842,0,10,1
799980017,51,Private,231919,14,Married-civ-spouse,Husband,White,Male,0,0,45,1
799980018,64,Private,183513,9,Never-married,Not-in-family,White,Female,24136,0,25,1
799980019,19,Private,112780,10,Never-married,Own-child,White,Female,21275,0,20,1
799980020,26,Private,142506,13,Never-married,Unmarried,Black,Female,37752,0,35,1
799980021,19,Private,201743,10,Never-married,Own-child,White,Female,92539,0,26,1
799980022,27,Private,188941,10,Married-civ-spouse,Husband,White,Male,3908,1897,40,1
799980023,60,Private,225883,10,Widowed,Unmarried,White,Female,10693,358,27,1
799980024,41,Local-gov,125268,13,Never-married,Unmarried,Black,Female,64740,0,40,1
799980025,24,Private,109307,9,Never-married,Own-child,White,Male,32343,1207,45,1
799980026,24,Private,236543,10,Never-married,Not-in-family,White,Male,67933,1590,40,1
799980027,19,Private,303652,9,Never-married,Unmarried,White,Female,9172,0,30,1
799980028,48,Private,158685,9,Divorced,Not-in-family,White,Female,98984,0,16,1
799980029,39,Private,162245,7,Married-civ-spouse,Husband,White,Male,74608,0,70,1
799980030,44,Local-gov,85341,13,Married-civ-spouse,Husband,White,Male,0,1276,45,1
799980031,41,State-gov,33474,13,Married-civ-spouse,Husband,White,Male,21903,0,50,1
799980032,58,Private,77322,9,Never-married,Not-in-family,White,Female,26568,0,32,1
799980033,28,Private,192591,13,Never-married,Not-in-family,White,Male,30017,0,45,1
799980034,63,Private,163809,10,Widowed,Not-in-family,White,Female,27378,1989,20,1
799980035,30,Private,243674,9,Separated,Not-in-family,White,Male,0,3172,46,1
799980036,47,Local-gov,101739,13,Never-married,Wife,White,Female,0,0,50,0
799980037,23,Private,238917,3,Never-married,Other-relative,White,Male,56485,0,53,1
799980038,54,Private,206351,6,Married-civ-spouse,Husband,White,Male,27066,0,40,1
799980039,31,Private,101266,12,Married-civ-spouse,Husband,White,Male,22592,0,40,1
799980040,18,Private,195284,16,Divorced,Not-in-family,Other,Female,0,0,60,0
799980041,63,Private,287277,9,Divorced,Not-in-family,White,Male,52063,603,40,1
799980042,36,Local-gov,101833,13,Divorced,Not-in-family,White,Male,37568,0,40,1
799980043,37,Federal-gov,31670,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,1
799980044,46,Private,32825,9,Married-civ-spouse,Husband,White,Male,25756,0,60,1
799980045,27,Private,332187,13,Never-married,Not-in-family,Asian-Pac-Islander,Female,54821,0,65,1
799980046,41,Private,287037,16,Never-married,Husband,White,Male,0,0,40,1
799980047,21,Private,180690,9,Never-married,Own-child,White,Male,30816,0,40,1
799980048,53,Private,97136,10,Married-spouse-absent,Husband,White,Male,0,0,40,0
799980049,71,Private,41624,6,Married-civ-spouse,Husband,White,Male,0,0,77,1
799980050,37,Private,190297,13,Married-civ-spouse,Husband,White,Male,0,809,12,0
799980051,20,Private,130057,9,Never-married,Own-child,White,Male,10487,0,35,1
799980052,44,Local-gov,212665,10,Married-civ-spouse,Husband,Black,Male,86604,0,24,1
799980053,73,State-gov,26248,4,Married-civ-spouse,Husband,White,Male,0,0,30,0
799980054,49,Private,119182,9,Separated,Not-in-family,Black,Female,10781,0,35,1
799980055,44,Private,222703,4,Married-civ-spouse,Husband,Other,Male,18916,0,40,1
799980056,61,Private,221480,10,Never-married,Own-child,White,Female,40630,0,25,1
799980057,36,Private,68089,9,Never-married,Unmarried,Amer-Indian-Eskimo,Female,95046,0,40,1
799980058,38,Private,354739,11,Married-civ-spouse,Not-in-family,Asian-Pac-Islander,Male,0,1620,36,0
799980059,59,Private,97676,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
799980060,30,Private,232356,13,Married-civ-spouse,Husband,White,Male,0,1689,40,0
799980061,20,Private,185385,9,Married-civ-spouse,Husband,White,Male,60951,0,24,1
799980062,24,Private,174845,9,Never-married,Not-in-family,White,Female,58695,0,40,1
799980063,46,Private,117310,12,Widowed,Unmarried,White,Female,43788,0,40,1
799980064,82,Self-emp-not-inc,185673,10,Married-civ-spouse,Husband,White,Male,0,0,50,0
799980065,27,Private,134367,9,Married-civ-spouse,Husband,White,Male,77661,0,40,1
799980066,57,Private,62539,9,Divorced,Unmarried,White,Female,94510,1876,38,1
799980067,32,Private,240888,12,Divorced,Unmarried,Asian-Pac-Islander,Female,34744,0,40,1
799980068,60,Private,32519,9,Divorced,Husband,White,Male,0,0,40,0
799980069,38,Self-emp-inc,269318,10,Married-spouse-absent,Unmarried,White,Male,7298,0,40,0
799980070,69,Self-emp-not-inc,69306,10,Married-civ-spouse,Wife,White,Female,15177,0,96,1
799980071,29,Private,83517,5,Never-married,Not-in-family,White,Male,76820,0,40,1
799980072,26,Private,248057,9,Separated,Own-child,White,Male,21191,0,40,1
799980073,50,Private,57852,3,Married-civ-spouse,Husband,White,Male,0,0,99,0
799980074,38,Self-emp-not-inc,235720,10,Divorced,Not-in-family,White,Male,49514,0,40,1
799980075,48,Self-emp-inc,213140,2,Married-civ-spouse,Husband,White,Male,0,0,11,0
