,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25311,37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,1226,1,-1,8,unknown,0
25312,37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,1529,1,-1,0,unknown,1
25313,39,technician,married,tertiary,no,206,no,no,cellular,6,oct,148,2,195,2,failure,0
25314,39,technician,married,tertiary,no,206,no,no,cellular,20,oct,58,2,195,2,success,0
25315,47,admin.,married,secondary,no,3676,no,no,cellular,15,jul,63,2,342,1,other,0
25316,38,admin.,married,secondary,no,3676,yes,no,cellular,15,jul,415,2,342,1,other,0
25317,24,student,single,primary,no,474,no,no,cellular,30,jan,551,1,206,0,unknown,0
25318,24,student,single,primary,no,474,yes,no,cellular,30,aug,551,1,-1,0,unknown,0
25319,60,self-employed,married,tertiary,no,10861,no,no,cellular,5,nov,98,1,91,2,unknown,0
25320,60,management,married,secondary,no,10861,no,no,cellular,9,nov,98,1,91,2,failure,0
25321,64,unemployed,divorced,primary,no,588,no,no,unknown,8,mar,409,1,-1,0,unknown,0
25322,64,unemployed,divorced,secondary,no,69714,no,no,cellular,8,jul,409,1,-1,0,unknown,0
25323,22,student,single,tertiary,no,691,no,no,cellular,30,nov,260,5,100,1,failure,0
25324,22,student,divorced,tertiary,no,691,no,no,cellular,30,nov,260,5,103,1,failure,0
25325,83,services,married,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,0
25326,38,services,divorced,unknown,no,6360,no,no,unknown,28,jun,241,2,-1,0,unknown,0
25327,22,technician,married,secondary,no,4945,yes,no,cellular,22,mar,311,2,-1,0,unknown,0
25328,51,technician,married,secondary,no,4945,yes,no,unknown,2,mar,311,2,-1,0,unknown,0
25329,50,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,146,3,success,0
25330,45,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,0
25331,46,unknown,divorced,unknown,no,677,no,no,unknown,13,oct,722,1,-1,0,unknown,1
25332,46,unknown,married,unknown,no,677,no,no,unknown,28,oct,722,1,-1,0,unknown,1
25333,24,management,married,primary,no,264,no,no,telephone,1,feb,265,1,-1,0,unknown,0
25334,60,management,married,unknown,no,264,no,no,telephone,1,feb,628,1,-1,0,unknown,0
25335,57,technician,single,tertiary,no,185,yes,no,telephone,8,may,1448,2,-1,0,unknown,0
