,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16275,46,admin.,single,secondary,no,55017,yes,no,unknown,5,jun,508,2,-1,0,unknown,0
16276,46,admin.,single,secondary,no,849,yes,no,unknown,5,jun,91,2,-1,0,unknown,0
16277,18,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,0
16278,30,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,6,-1,0,unknown,0
16279,67,technician,single,tertiary,no,4987,no,no,cellular,2,jun,112,2,113,21,success,0
16280,28,technician,single,tertiary,no,4987,yes,no,cellular,2,jun,31,2,113,21,success,0
16281,36,housemaid,single,secondary,no,1015,yes,no,unknown,18,may,42,1,347,2,success,0
16282,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,421,1,347,0,success,0
16283,67,retired,married,secondary,no,1430,no,no,telephone,11,jan,499,2,91,3,failure,0
16284,67,retired,married,primary,no,1430,no,no,telephone,11,apr,499,2,91,3,failure,0
16285,33,blue-collar,married,primary,no,-191,yes,no,cellular,9,jul,190,4,-1,0,unknown,0
16286,33,blue-collar,married,primary,no,-191,yes,yes,telephone,9,jul,1290,4,-1,3,unknown,0
16287,38,unemployed,married,secondary,no,0,yes,yes,cellular,30,jan,944,1,782,0,unknown,1
16288,38,unemployed,single,secondary,no,0,yes,yes,cellular,30,sep,437,1,-1,0,unknown,1
16289,64,management,married,tertiary,no,3951,no,no,cellular,15,jan,134,23,91,1,success,0
16290,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,unknown,0
16291,40,student,single,secondary,no,2975,no,no,unknown,2,sep,799,2,-1,0,unknown,0
16292,25,student,single,secondary,no,57206,no,no,telephone,2,sep,799,2,-1,0,unknown,0
16293,33,management,married,tertiary,no,70081,yes,no,cellular,11,jan,170,1,141,1,other,0
16294,44,management,married,unknown,no,6513,yes,no,cellular,11,jan,170,1,343,1,other,0
16295,54,technician,married,tertiary,no,876,no,no,cellular,27,oct,44,3,541,3,success,0
16296,54,technician,married,tertiary,no,876,no,yes,cellular,27,oct,269,3,541,3,failure,0
16297,77,retired,married,secondary,no,820,no,no,telephone,21,oct,330,14,181,4,failure,0
16298,77,retired,married,secondary,no,820,no,no,telephone,21,oct,98,2,181,4,success,0
16299,28,blue-collar,single,secondary,no,703,yes,no,cellular,15,may,485,1,261,1,other,0
16300,92,management,single,secondary,no,703,yes,yes,cellular,15,may,485,1,88,1,other,0
16301,54,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,223,1,-1,0,unknown,0
16302,54,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,41,1,-1,0,unknown,0
16303,31,management,married,tertiary,no,25158,yes,no,cellular,18,jul,1139,2,-1,0,unknown,0
16304,31,student,married,tertiary,no,325,yes,no,telephone,18,jul,1139,2,-1,0,unknown,0
16305,21,student,single,primary,no,8278,yes,no,cellular,29,oct,445,1,-1,0,other,0
16306,21,services,single,primary,no,8278,yes,no,cellular,29,oct,445,1,-1,0,unknown,0
16307,25,student,single,unknown,no,722,no,no,telephone,1,apr,623,2,495,0,unknown,0
16308,25,student,single,unknown,no,722,no,no,telephone,6,nov,623,2,-1,0,unknown,0
16309,32,blue-collar,single,primary,no,23658,yes,no,cellular,18,may,178,13,-1,0,unknown,0
16310,32,blue-collar,married,primary,no,12198,yes,no,cellular,18,may,178,2,-1,0,unknown,0
16311,56,management,married,tertiary,no,12356,yes,no,cellular,13,may,410,1,261,5,other,0
16312,56,management,married,secondary,no,12356,yes,no,cellular,26,may,410,1,182,5,other,0
16313,36,management,married,secondary,no,324,yes,yes,cellular,16,dec,830,1,-1,0,unknown,0
16314,36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,572,1,-1,0,unknown,0
16315,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,387,2,-1,0,unknown,0
16316,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,23,2,-1,0,unknown,0
16317,38,services,married,secondary,no,1970,yes,no,unknown,30,may,701,1,176,1,success,0
16318,38,services,married,secondary,no,1970,yes,no,cellular,22,apr,701,1,176,1,other,0
16319,24,admin.,single,secondary,no,1295,yes,no,cellular,21,apr,476,1,-1,21,unknown,0
16320,24,admin.,single,secondary,no,1295,no,no,cellular,21,jun,476,23,-1,0,unknown,0
16321,27,student,single,secondary,yes,213,no,no,cellular,27,feb,378,1,-1,0,unknown,0
16322,27,student,single,secondary,no,213,no,no,cellular,27,nov,378,36,-1,0,unknown,0
16323,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,nov,1005,1,-1,0,unknown,1
16324,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,916,1,-1,0,success,1
16325,35,management,married,tertiary,no,1906,no,no,cellular,16,apr,916,1,148,5,other,1
16326,35,management,married,tertiary,no,1906,yes,no,cellular,10,apr,1602,1,148,5,other,1
16327,34,technician,single,unknown,no,2729,yes,no,cellular,18,jul,835,1,-1,0,unknown,0
