,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4067,35,entrepreneur,married,secondary,no,313,yes,no,cellular,15,jul,1340,1,-1,6,unknown,1
4068,46,management,married,tertiary,no,1600,no,yes,cellular,11,aug,465,1,-1,0,unknown,0
4069,36,technician,married,tertiary,no,1354,yes,no,cellular,7,may,281,3,97,2,success,0
4070,35,blue-collar,single,tertiary,no,0,no,no,cellular,14,jan,187,7,148,0,unknown,0
4071,41,admin.,married,primary,no,2453,yes,no,unknown,15,jul,1052,1,-1,0,unknown,0
4072,45,technician,divorced,secondary,no,2657,no,no,unknown,7,aug,895,3,-1,0,unknown,0
4073,61,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,-1,0,unknown,0
4074,35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,56,1,92,4,success,0
4075,31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,605,8,-1,0,unknown,0
4076,41,entrepreneur,divorced,secondary,yes,707,no,no,unknown,18,jun,707,1,-1,0,unknown,0
4077,19,services,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,0
4078,47,technician,single,secondary,no,36361,yes,no,cellular,23,jul,635,3,-1,0,unknown,0
4079,37,technician,single,secondary,no,3943,no,no,cellular,6,apr,439,2,138,1,failure,0
4080,59,management,divorced,tertiary,no,79155,yes,no,telephone,4,oct,266,1,-1,0,unknown,0
4081,77,retired,married,unknown,no,47173,no,no,telephone,20,aug,373,1,-1,0,unknown,0
4082,37,unemployed,married,secondary,no,5447,yes,yes,unknown,17,nov,1789,1,-1,0,unknown,0
4083,37,management,married,tertiary,no,2987,yes,no,telephone,15,jun,93,1,91,9,failure,0
4084,47,retired,divorced,secondary,no,31978,no,no,cellular,13,feb,152,3,-1,0,unknown,0
4085,36,management,single,tertiary,no,7506,yes,no,cellular,6,may,396,2,188,1,success,0
4086,53,management,married,tertiary,no,349,no,no,cellular,7,aug,764,2,-1,0,unknown,1
4087,51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,733,1,-1,0,unknown,0
4088,58,management,married,tertiary,no,48611,no,no,cellular,14,sep,358,2,-1,0,unknown,0
4089,34,technician,married,unknown,no,23076,no,no,cellular,26,may,243,2,35,6,unknown,0
4090,60,blue-collar,married,primary,no,1262,no,yes,unknown,13,may,1015,1,-1,13,unknown,0
4091,71,admin.,divorced,tertiary,no,3221,no,no,cellular,4,may,322,11,-1,0,unknown,0
4092,32,technician,divorced,tertiary,no,550,no,no,cellular,19,nov,337,23,-1,0,unknown,0
4093,56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,29,may,728,23,-1,0,unknown,0
4094,23,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,1102,2,-1,0,unknown,0
4095,49,housemaid,married,primary,no,73327,yes,no,telephone,15,jul,898,6,-1,0,unknown,1
4096,31,management,married,tertiary,yes,0,yes,yes,cellular,28,jul,226,8,-1,0,unknown,0
4097,61,management,married,tertiary,no,997,no,no,cellular,10,dec,106,1,-1,0,unknown,0
4098,19,student,single,primary,yes,134,no,no,cellular,27,feb,271,2,-1,0,unknown,0
4099,38,admin.,single,secondary,no,3239,yes,no,unknown,5,jun,817,2,150,0,unknown,0
4100,30,management,single,tertiary,no,536,no,yes,telephone,2,jul,309,1,-1,0,unknown,0
4101,60,admin.,married,secondary,no,106,no,no,telephone,21,aug,132,3,91,1,success,0
4102,71,blue-collar,married,primary,yes,8163,no,no,cellular,14,aug,1231,4,-1,0,unknown,0
