,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
799,0,24,no credits taken/all credits paid back duly,car (used),3345,unknown/no savings account,4,0,male : married/widowed,none,1,car or other,39,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
800,1,24,no credits taken/all credits paid back duly,car (used),3345,500 <= ... < 1000 DM,4,0,male : married/widowed,none,2,car or other,39,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
801,1,24,all credits at this bank paid back duly,car (used),3345,unknown/no savings account,4,0,male : married/widowed,none,2,car or other,39,stores,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
802,0,18,existing credits paid back duly till now,retraining,1516,unknown/no savings account,1,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,28,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
803,0,36,existing credits paid back duly till now,car (new),9572,unknown/no savings account,1,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,28,none,rent,5-Apr,skilled employee/official,0 to 2,no,no,1
804,0,36,existing credits paid back duly till now,vacation,9572,unknown/no savings account,3,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,28,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
805,3,21,no credits taken/all credits paid back duly,car (new),15053,unknown/no savings account,2,3,male : married/widowed,co-applicant,1,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,no,no,0
806,3,72,no credits taken/all credits paid back duly,car (new),15053,unknown/no savings account,2,3,male : married/widowed,co-applicant,1,building soc. savings agr./life insurance,29,none,rent,1,skilled employee/official,0 to 2,no,no,0
807,3,72,no credits taken/all credits paid back duly,car (new),15053,unknown/no savings account,2,3,male : married/widowed,co-applicant,1,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,no,no,0
808,0,6,no credits taken/all credits paid back duly,car (used),4611,... <  100 DM,1,3,female : non-single or male : single,none,0,car or other,32,bank,rent,1,skilled employee/official,0 to 2,no,no,1
809,2,6,no credits taken/all credits paid back duly,car (used),4611,... >= 1000 DM,1,3,female : non-single or male : single,none,0,car or other,32,none,rent,1,skilled employee/official,0 to 2,no,no,1
810,0,6,no credits taken/all credits paid back duly,car (used),4611,unknown/no savings account,0,3,female : single,none,0,car or other,32,none,rent,1,skilled employee/official,0 to 2,no,no,1
811,1,48,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,0,0,male : married/widowed,none,0,real estate,46,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
812,1,15,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,46,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
813,1,48,all credits at this bank paid back duly,car (new),2700,unknown/no savings account,4,0,male : married/widowed,none,0,unknown / no property,46,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
814,1,6,all credits at this bank paid back duly,car (used),3384,unknown/no savings account,2,3,female : non-single or male : single,none,3,unknown / no property,44,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
815,2,6,all credits at this bank paid back duly,car (used),3384,unknown/no savings account,2,3,male : divorced/separated,none,0,unknown / no property,44,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
816,1,6,all credits at this bank paid back duly,retraining,3384,unknown/no savings account,2,3,male : divorced/separated,none,0,unknown / no property,44,bank,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
817,1,12,no credits taken/all credits paid back duly,furniture/equipment,5677,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
818,1,15,no credits taken/all credits paid back duly,furniture/equipment,6758,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
819,1,48,no credits taken/all credits paid back duly,furniture/equipment,6758,... >= 1000 DM,2,1,male : married/widowed,none,2,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
820,2,18,no credits taken/all credits paid back duly,others,5743,... >= 1000 DM,2,0,female : non-single or male : single,none,2,car or other,33,none,rent,1,skilled employee/official,0 to 2,no,no,1
821,2,18,no credits taken/all credits paid back duly,others,6963,... >= 1000 DM,2,0,female : non-single or male : single,none,2,car or other,33,none,rent,1,skilled employee/official,0 to 2,no,no,1
822,2,18,no credits taken/all credits paid back duly,others,1042,... >= 1000 DM,2,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,3 or more,no,no,0
823,1,24,all credits at this bank paid back duly,others,1442,unknown/no savings account,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,1
824,1,24,all credits at this bank paid back duly,others,1442,unknown/no savings account,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,42,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,1
825,1,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,3,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,66,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
826,1,45,no credits taken/all credits paid back duly,car (used),12923,unknown/no savings account,1,0,female : non-single or male : single,guarantor,3,car or other,46,none,for free,1,skilled employee/official,0 to 2,no,no,0
827,1,36,no credits taken/all credits paid back duly,car (used),1845,unknown/no savings account,1,0,female : non-single or male : single,guarantor,3,car or other,46,bank,for free,1,skilled employee/official,0 to 2,no,no,0
828,1,48,no credits taken/all credits paid back duly,vacation,1845,unknown/no savings account,1,0,female : non-single or male : single,guarantor,3,car or other,46,none,for free,1,skilled employee/official,0 to 2,no,no,0
