,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
360020,0,228.0,g,f,0,f,t,16.6,h,d,g,u,13.0,29.25,b,1
360021,0,228.0,g,f,0,f,t,0.5,h,aa,g,u,13.0,29.25,b,1
360022,5618,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
360023,0,1392.1,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
360024,0,96.0,s,f,1,t,f,0.04,v,e,g,u,10.48,41.0,b,0
360025,0,560.0,s,f,1,t,f,0.04,v,e,g,u,15.91,41.0,b,0
360026,64717,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
360027,0,163.0,g,t,0,t,t,10.3,bb,w,g,u,1.75,34.25,b,1
360028,0,204.0,p,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
360029,0,204.0,g,f,6,t,f,2.6,v,m,g,u,2.75,33.58,b,0
360030,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,10.49,33.67,a,0
360031,44,300.0,g,f,0,f,f,12.4,v,cc,g,u,0.375,33.67,a,0
360032,63571,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
360033,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,24.66,23.08,b,1
360034,210,140.0,p,t,3,t,t,1.375,h,c,p,u,1.25,20.67,b,0
360035,210,140.0,s,t,3,t,t,1.375,h,c,p,y,8.73,20.67,b,1
360036,5800,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,17.47,b,0
360037,45790,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,37.42,b,0
360038,17,0.0,g,t,0,f,t,1.25,h,d,p,y,12.5,26.17,b,1
360039,17,0.0,g,t,0,f,t,1.25,h,k,p,l,12.5,26.17,b,1
