,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1960100,0,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,65.13,b,1
1960101,0,228.0,p,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,0
1960102,0,0.0,g,f,25,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1960103,84228,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1960104,0,560.0,s,t,1,t,f,8.6,v,e,g,u,0.04,41.0,b,0
1960105,0,560.0,s,f,1,t,f,0.04,v,e,g,u,19.74,41.0,b,0
1960106,42511,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1960107,12371,163.0,g,t,19,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1960108,0,270.2,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1960109,71293,204.0,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1960110,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,0.375,24.54,a,0
1960111,44,300.0,g,f,0,f,f,12.4,v,cc,g,u,0.375,33.67,a,0
1960112,4208,100.0,g,t,0,t,t,0.085,ff,ff,g,u,2.5,23.08,b,1
1960113,88513,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
1960114,47620,140.0,g,t,3,t,t,1.375,n,c,p,y,1.25,20.67,b,1
1960115,210,140.0,g,f,51,t,t,1.375,h,c,p,y,1.25,20.67,b,1
1960116,5800,400.0,g,t,0,f,f,0.04,v,w,p,u,2.04,37.42,b,0
1960117,5800,400.0,g,t,0,f,f,1.9,v,w,g,u,2.04,37.42,b,0
1960118,17,0.0,g,t,3,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1960119,25239,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1960120,13212,932.9,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1960121,13212,0.0,p,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1960122,45162,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1960123,27236,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1960124,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,a,0
1960125,500,260.0,g,f,2,t,f,17.6,v,cc,p,y,0.585,27.75,b,0
1960126,456,0.0,g,f,11,t,f,17.5,v,c,g,u,1.0,36.0,a,0
1960127,456,0.0,g,f,11,t,f,2.0,v,c,g,l,1.0,36.0,a,0
1960128,690,352.0,g,t,5,t,f,14.4,v,c,g,u,0.75,16.08,b,0
1960129,690,1909.5,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
1960130,600,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,39.42,a,0
1960131,600,40.0,g,t,6,t,f,11.4,v,w,g,u,9.5,18.83,a,0
1960132,78313,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
1960133,284,290.0,g,t,11,t,f,2.125,h,w,g,u,16.58,23.08,b,0
1960134,300,1799.3,g,t,0,f,f,0.835,v,w,p,y,11.625,23.33,b,0
1960135,300,547.5,g,t,0,f,f,0.835,v,w,p,y,11.625,23.33,b,0
1960136,3827,80.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
1960137,50,80.0,g,t,1,t,f,6.3,h,cc,g,u,10.335,20.75,a,0
1960138,237,240.0,g,f,0,f,t,0.665,v,aa,g,l,1.04,41.58,a,1
1960139,237,240.0,g,f,0,f,t,0.665,v,k,g,u,1.04,41.58,a,1
1960140,0,0.0,p,t,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
1960141,0,0.0,s,t,0,f,t,0.585,v,d,g,u,1.585,30.75,a,1
1960142,0,0.0,g,f,52,f,f,2.585,h,c,p,y,2.54,22.67,b,0
1960143,0,0.0,g,t,0,f,t,2.585,h,c,p,y,2.54,44.32,b,0
1960144,0,1905.3,g,t,0,f,t,2.5,ff,m,g,u,4.0,32.08,b,0
1960145,0,360.0,g,t,0,f,f,2.5,v,m,g,u,4.0,70.8,b,0
1960146,91266,80.0,g,f,0,f,t,0.29,h,i,g,u,5.415,19.17,a,1
1960147,484,80.0,g,f,41,f,t,0.29,h,i,g,u,5.415,19.17,a,1
1960148,57485,240.0,g,t,0,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
1960149,0,240.0,s,t,31,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
1960150,2954,80.0,g,t,7,t,f,1.46,h,w,g,u,6.5,19.42,b,0
1960151,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,6.5,49.75,b,0
1960152,0,0.0,g,f,0,f,f,0.0,ff,e,g,u,9.96,20.25,b,0
1960153,0,1848.2,g,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
1960154,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,a,1
1960155,2,0.0,g,f,0,f,t,0.5,n,cc,g,u,12.835,25.83,b,1
1960156,7933,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
1960157,0,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,32.31,a,0
1960158,2197,252.0,g,t,0,f,t,18.5,bb,i,g,u,0.335,57.08,b,1
1960159,2197,252.0,g,t,0,f,t,2.7,bb,i,g,u,0.335,57.08,a,0
1960160,0,399.0,g,t,14,t,f,10.0,h,cc,g,u,5.875,37.88,b,0
1960161,82995,399.0,g,t,14,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
1960162,0,100.0,g,f,0,f,f,4.3,h,q,g,u,10.5,22.67,b,0
1960163,0,379.9,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
1960164,245,120.0,g,f,10,t,f,3.17,v,q,g,u,5.875,74.64,a,0
