,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1160060,0,228.0,g,f,0,f,t,10.3,h,d,g,u,13.0,29.25,b,1
1160061,0,228.0,g,f,0,f,t,0.5,h,d,g,u,10.43,29.25,b,0
1160062,80728,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1160063,0,0.0,g,f,0,f,t,0.04,v,k,p,y,0.04,31.83,b,0
1160064,0,560.0,s,f,1,t,f,0.04,ff,e,g,u,16.84,41.0,b,0
1160065,0,12.2,s,f,1,t,f,0.04,v,e,g,u,0.04,41.0,a,0
1160066,0,163.0,g,t,50,f,t,0.25,o,w,g,u,1.75,34.25,b,1
1160067,46582,163.0,g,t,0,f,t,0.25,v,w,g,u,1.75,34.25,b,1
1160068,0,204.0,p,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1160069,0,204.0,g,f,6,t,f,4.25,v,m,g,u,14.24,33.58,b,0
1160070,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,0.375,19.14,a,0
1160071,44,300.0,g,f,0,t,f,0.375,v,cc,g,l,0.375,33.67,a,0
1160072,4208,100.0,g,t,0,f,t,5.2,ff,ff,g,u,2.5,23.08,b,1
1160073,4208,355.3,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
1160074,210,140.0,g,t,36,t,t,1.375,h,c,p,y,18.21,20.67,b,1
1160075,210,140.0,g,t,3,t,t,1.375,h,c,p,y,11.92,20.67,b,1
1160076,5800,400.0,g,t,0,f,f,0.04,v,w,g,y,2.04,37.42,b,0
1160077,5800,400.0,g,t,0,f,f,0.04,n,w,g,u,2.04,37.42,b,0
1160078,17,0.0,g,t,19,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1160079,17,0.0,g,t,0,f,t,1.25,h,k,g,y,12.5,26.17,b,1
1160080,13212,0.0,g,f,31,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1160081,13212,0.0,g,f,66,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1160082,64400,120.0,g,f,0,f,t,1.3,ff,ff,p,y,0.585,23.58,a,1
1160083,70228,1870.7,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1160084,500,1582.5,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
1160085,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,69.38,b,0
1160086,456,1637.1,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
1160087,84919,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
1160088,690,352.0,g,t,5,t,f,1.75,v,i,g,u,0.75,16.08,b,0
1160089,690,352.0,g,t,5,t,f,1.75,v,c,g,u,0.75,17.37,b,0
1160090,600,40.0,g,t,6,t,f,1.625,v,i,g,u,9.5,18.83,a,0
1160091,600,40.0,g,t,6,f,f,1.625,v,w,g,u,9.5,18.83,a,0
1160092,63520,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
1160093,284,290.0,g,t,28,t,f,2.125,h,w,g,u,11.5,23.08,b,0
1160094,300,160.0,g,t,0,f,t,0.835,v,aa,p,y,11.625,49.92,b,0
1160095,300,160.0,g,t,7,f,f,0.835,v,w,p,y,11.625,23.33,b,0
1160096,50,80.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,17.8,a,0
1160097,50,80.0,g,t,1,t,f,0.335,h,cc,p,u,10.335,20.75,a,0
1160098,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,14.48,a,1
1160099,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
1160100,0,0.0,s,f,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
1160101,0,0.0,s,t,0,f,t,14.8,v,d,g,u,1.585,30.75,b,1
1160102,0,0.0,g,f,0,f,f,2.585,h,e,p,y,2.54,22.67,b,0
1160103,0,0.0,g,f,34,f,f,2.585,h,c,p,y,2.54,22.67,b,0
1160104,0,1297.1,g,t,0,f,t,2.5,v,k,g,u,4.0,32.08,b,0
1160105,0,360.0,g,t,0,f,f,6.8,v,m,g,u,4.0,32.08,b,0
1160106,484,1002.4,g,f,0,f,t,0.29,h,i,g,u,5.415,19.17,a,1
1160107,484,80.0,g,f,0,f,t,2.7,h,i,g,u,5.415,19.17,a,1
1160108,0,240.0,g,t,19,f,t,1.0,v,x,g,u,4.5,34.0,b,1
1160109,0,240.0,g,t,54,t,t,1.0,v,aa,g,u,4.5,34.0,b,1
1160110,2954,1643.4,g,f,7,t,f,1.46,h,w,g,u,6.5,19.42,b,0
1160111,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,6.5,70.73,b,0
1160112,0,0.0,g,f,0,t,f,0.0,dd,e,g,u,9.96,20.25,b,0
1160113,0,0.0,g,t,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
1160114,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,15.94,25.83,b,1
1160115,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
1160116,0,360.0,g,f,0,f,f,0.875,h,q,g,u,2.875,25.17,a,0
1160117,98658,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
1160118,2197,252.0,g,t,0,f,t,12.2,bb,i,g,u,0.335,57.08,b,1
1160119,2197,252.0,g,f,33,f,t,1.0,bb,i,g,u,0.335,57.08,a,1
