,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
760060,0,228.0,g,f,65,f,t,0.5,h,d,g,u,13.0,29.25,b,1
760061,0,228.0,g,f,0,f,t,0.5,h,d,g,u,6.01,29.25,b,1
760062,0,228.0,g,f,0,f,t,10.2,h,d,g,u,13.0,29.25,b,1
760063,0,0.0,g,f,0,f,t,0.04,v,m,g,y,0.04,31.83,b,1
760064,0,0.0,g,f,19,f,t,0.04,v,m,p,y,0.04,31.83,b,1
760065,0,0.0,g,t,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
760066,0,560.0,s,f,1,t,f,0.04,v,e,g,u,0.04,14.24,a,0
760067,0,560.0,s,f,25,t,f,0.04,v,e,g,u,8.44,41.0,b,0
760068,0,560.0,s,f,1,t,f,0.04,v,e,g,u,6.36,41.0,b,0
760069,64254,163.0,g,t,0,f,t,0.25,bb,e,g,u,1.75,34.25,b,1
760070,0,163.0,g,t,56,f,t,17.8,bb,w,g,u,1.75,34.25,b,1
760071,34667,163.0,g,f,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
760072,78974,204.0,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
760073,0,204.0,g,f,6,t,f,4.25,dd,m,g,u,2.75,33.58,b,0
760074,0,204.0,s,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
760075,44,300.0,g,f,0,f,f,0.375,v,cc,p,u,5.65,33.67,a,0
760076,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,9.79,33.67,a,0
760077,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,10.27,33.67,a,0
760078,4208,100.0,g,t,0,f,t,0.085,ff,ff,gg,u,2.5,23.08,b,1
760079,33173,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
760080,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,a,1
760081,210,140.0,g,t,3,t,t,12.5,h,c,p,y,13.28,20.67,b,1
760082,44476,140.0,g,t,32,t,t,1.375,h,c,p,y,1.25,20.67,b,1
760083,210,140.0,g,t,3,t,t,1.375,v,c,p,y,1.25,31.88,b,1
760084,5800,400.0,g,t,0,f,f,0.04,v,w,g,l,2.04,37.42,b,0
760085,5800,400.0,g,f,0,f,f,0.04,v,w,g,u,2.04,37.42,b,0
760086,5800,400.0,g,t,0,f,f,0.04,v,e,g,u,2.04,37.42,b,0
760087,17,0.0,g,t,0,f,t,1.25,h,k,g,y,12.5,26.17,b,1
760088,44653,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
760089,17,0.0,g,t,0,f,t,1.25,h,e,p,y,12.5,26.17,b,0
760090,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,5.2,28.08,a,0
760091,13212,0.0,g,f,0,f,f,0.0,h,e,p,y,15.0,28.08,a,0
760092,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,2.32,28.08,a,0
760093,41620,120.0,g,f,20,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
760094,94358,1853.7,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
760095,20715,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,64.87,a,1
760096,500,260.0,g,f,2,t,f,0.25,v,cc,g,y,0.585,27.75,b,0
760097,500,260.0,g,f,2,t,f,2.8,v,cc,p,y,0.585,27.75,b,0
760098,500,260.0,g,f,2,t,f,12.0,v,cc,p,y,0.585,27.75,b,0
760099,456,0.0,g,f,11,t,f,2.0,v,c,g,u,9.67,36.0,a,0
760100,456,0.0,g,f,11,t,f,2.0,v,w,g,u,1.0,36.0,a,0
760101,456,0.0,g,f,11,t,f,2.0,v,c,g,u,14.85,36.0,a,0
760102,690,352.0,g,t,5,t,f,13.8,v,c,g,u,0.75,16.08,b,0
760103,690,352.0,g,t,5,t,f,1.75,v,c,p,u,0.75,16.08,b,0
760104,690,352.0,g,f,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
760105,45102,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
760106,600,40.0,g,t,6,t,f,1.625,dd,w,g,u,9.5,18.83,a,0
760107,78020,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
760108,284,1368.4,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
760109,284,290.0,g,t,11,t,f,1.3,h,w,g,u,11.5,23.08,b,0
760110,23602,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
760111,48632,160.0,g,t,0,f,f,0.835,v,w,p,y,11.625,23.33,b,0
760112,300,160.0,g,f,0,f,t,0.835,v,e,p,y,11.625,23.33,b,0
760113,300,584.5,g,t,0,f,t,0.835,v,aa,p,y,11.625,23.33,b,0
760114,50,726.4,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
760115,50,80.0,g,t,1,t,f,0.335,ff,cc,g,u,10.335,20.75,a,0
760116,50,80.0,g,t,1,t,f,0.335,h,cc,p,u,10.335,20.75,a,0
760117,237,240.0,g,f,0,f,t,10.0,v,aa,g,u,1.04,41.58,a,1
760118,237,240.0,g,f,17,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
760119,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,65.11,a,1
