,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
440012,0,228.0,g,f,53,f,t,0.5,h,d,g,u,13.0,29.25,b,1
440013,0,0.0,g,f,0,f,t,0.04,v,m,p,l,0.04,31.83,b,1
440014,0,1117.0,s,f,1,t,f,11.1,v,e,g,u,0.04,41.0,b,0
440015,51961,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,a,1
440016,0,900.3,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
440017,44,300.0,g,f,0,f,f,0.375,v,cc,g,y,8.02,33.67,a,0
440018,4208,831.2,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
440019,210,140.0,g,t,51,t,t,1.375,z,c,p,y,1.25,20.67,b,1
440020,5800,400.0,g,t,0,t,f,0.04,v,w,g,u,2.04,37.42,b,0
440021,17,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
440022,13212,0.0,g,t,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
440023,41654,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
