,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
15960800,91743,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
15960801,94287,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
15960802,30933,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
15960803,0,0.0,g,f,41,f,t,0.04,v,m,p,y,0.04,31.83,b,1
15960804,0,560.0,s,f,1,t,f,2.2,v,e,g,u,0.04,41.0,b,0
15960805,0,560.0,s,f,1,t,f,0.04,v,ff,g,u,0.04,17.71,b,0
15960806,94771,163.0,g,t,0,f,t,0.3,bb,w,g,u,1.75,34.25,b,1
15960807,27564,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
15960808,0,204.0,g,f,6,t,f,4.25,v,m,g,u,17.24,33.58,b,0
15960809,0,204.0,g,f,6,t,f,1.7,v,m,g,u,2.75,33.58,b,0
15960810,39910,300.0,g,f,0,f,f,0.375,v,w,g,u,0.375,33.67,a,0
15960811,44,300.0,g,f,31,f,f,0.375,v,cc,g,u,0.375,33.67,b,0
15960812,4208,1253.9,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
15960813,4208,100.0,g,t,49,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
15960814,81542,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,15.21,b,1
15960815,80220,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
15960816,5800,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,24.73,b,0
15960817,5800,400.0,g,t,24,f,f,0.04,v,w,g,u,2.04,37.42,b,0
15960818,17,0.0,g,t,0,f,t,1.25,h,k,g,y,12.5,26.17,b,1
15960819,17,0.0,g,t,0,t,t,1.25,h,k,p,y,12.5,26.17,b,1
15960820,13212,0.0,g,f,0,f,f,0.0,z,c,p,y,15.0,28.08,a,0
15960821,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,15.0,49.22,a,0
15960822,38133,120.0,g,f,0,f,t,0.125,ff,x,p,y,0.585,23.58,a,1
15960823,6838,120.0,g,f,0,f,t,0.125,ff,ff,gg,y,0.585,23.58,a,0
15960824,500,260.0,g,f,13,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
15960825,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,17.55,27.75,b,0
15960826,456,703.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
15960827,456,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,34.94,a,0
15960828,690,352.0,g,t,5,t,f,1.75,v,m,g,u,0.75,16.08,b,0
15960829,690,352.0,g,f,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
15960830,47958,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
15960831,31353,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
15960832,284,290.0,g,t,11,t,f,2.125,h,w,g,u,23.66,23.08,b,0
15960833,284,290.0,g,t,11,t,f,2.125,z,w,g,u,11.5,23.08,b,0
15960834,300,160.0,g,t,0,f,f,13.1,v,w,p,y,11.625,23.33,b,0
15960835,300,160.0,g,f,0,f,t,0.835,v,i,p,y,11.625,23.33,b,0
15960836,50,80.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
15960837,50,80.0,g,t,1,t,f,0.335,h,cc,g,u,22.91,20.75,a,0
15960838,237,240.0,g,f,0,f,t,0.665,dd,aa,g,u,1.04,41.58,a,1
15960839,237,240.0,p,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
15960840,0,29.6,s,t,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
15960841,0,0.0,s,t,0,f,t,18.3,v,d,g,u,1.585,30.75,b,1
15960842,0,0.0,g,f,0,f,t,2.585,bb,aa,p,y,2.54,22.67,b,0
15960843,0,0.0,g,f,0,f,t,10.4,h,c,p,y,2.54,65.18,b,0
15960844,0,1919.5,g,t,0,f,f,2.5,v,m,g,u,4.0,32.08,b,0
15960845,0,360.0,g,t,0,f,t,2.5,dd,aa,g,u,4.0,32.08,b,0
15960846,484,80.0,g,f,0,f,t,0.29,h,m,g,u,5.415,19.17,a,1
15960847,484,80.0,s,f,0,f,t,0.29,h,i,g,u,5.415,19.17,a,1
15960848,42013,240.0,g,t,0,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
15960849,0,240.0,g,t,0,t,t,1.0,v,aa,gg,u,4.5,34.0,b,1
15960850,2954,80.0,s,f,7,t,f,1.46,h,w,g,u,6.5,19.42,b,0
15960851,2954,80.0,g,f,0,t,f,1.46,h,w,g,u,6.5,19.42,b,0
15960852,0,0.0,g,f,0,f,f,0.0,dd,x,g,u,9.96,20.25,b,0
15960853,0,0.0,g,f,0,f,f,13.4,dd,e,g,u,9.96,20.25,b,0
15960854,2,0.0,g,f,0,f,t,0.5,z,cc,g,u,12.835,25.83,b,1
15960855,2,1462.3,g,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
15960856,0,360.0,g,t,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
15960857,0,960.3,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
15960858,2197,252.0,g,t,0,f,t,19.9,bb,i,g,u,22.24,57.08,a,1
15960859,2197,252.0,g,t,0,f,t,1.0,h,i,g,u,15.03,57.08,a,1
15960860,0,399.0,s,t,14,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
15960861,0,1750.3,g,t,14,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
15960862,24109,100.0,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
15960863,0,1692.7,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
15960864,245,120.0,g,f,10,f,f,3.17,v,q,g,u,5.875,23.25,a,0
15960865,245,120.0,g,t,10,t,f,3.17,v,q,g,u,5.875,23.25,a,0
15960866,31089,45.0,g,f,4,t,t,0.0,ff,ff,p,y,0.0,19.0,b,1
15960867,1,45.0,g,f,4,t,t,11.2,ff,ff,p,y,0.0,19.0,b,0
15960868,70849,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
15960869,28445,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
15960870,58354,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
15960871,0,144.0,s,t,0,f,t,13.7,v,i,g,u,0.415,22.5,a,1
15960872,1,200.0,g,t,1,t,t,2.0,ff,ff,gg,y,13.5,25.25,a,1
15960873,1,200.0,g,t,1,t,t,2.0,ff,c,p,y,13.5,25.25,a,1
15960874,92277,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
15960875,19302,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
15960876,0,80.0,g,f,0,f,t,0.415,ff,ff,g,u,0.13,18.58,b,1
15960877,0,80.0,g,f,0,f,t,0.415,j,ff,g,u,10.29,18.58,b,1
15960878,47280,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
15960879,23501,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
15960880,2,0.0,g,t,0,f,t,2.5,v,c,p,y,2.5,33.25,a,0
15960881,2,0.0,g,t,0,f,t,2.5,z,c,p,y,2.5,33.25,a,1
15960882,68,100.0,g,t,0,f,t,12.1,v,i,g,u,11.5,21.5,b,1
15960883,68,100.0,g,t,0,f,t,11.8,v,i,g,u,11.5,21.5,b,1
15960884,85107,523.0,g,f,0,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
15960885,0,523.0,g,f,30,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
15960886,1428,300.0,s,f,0,f,f,0.835,v,c,g,u,1.0,23.25,b,0
15960887,0,300.0,s,f,0,f,f,0.835,v,m,g,u,1.0,23.25,b,0
15960888,0,11.1,g,t,0,f,t,1.165,v,i,g,u,3.79,36.33,b,1
15960889,4766,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,31.9,b,1
15960890,150,100.0,g,f,1,t,f,2.25,v,c,g,u,9.81,20.42,b,0
15960891,150,100.0,g,f,64,t,f,2.25,v,c,g,u,1.835,20.42,b,0
15960892,3065,0.0,g,f,7,t,f,10.3,v,c,g,u,5.0,40.58,b,0
15960893,3065,0.0,g,f,7,t,f,14.1,v,c,g,u,5.0,40.58,b,0
15960894,82569,120.0,g,f,1,t,t,0.165,h,w,g,u,10.0,17.58,b,1
15960895,1,120.0,g,f,1,t,t,0.165,h,w,g,l,10.0,17.58,b,1
15960896,89603,260.0,g,t,0,f,f,0.125,v,q,g,u,1.54,59.67,b,0
15960897,0,260.0,g,t,0,f,t,0.125,bb,w,g,u,1.54,59.67,b,0
15960898,18,120.0,g,f,0,f,t,1.0,v,c,g,u,19.2,15.75,a,1
15960899,18,120.0,g,f,0,f,t,1.0,v,c,g,l,0.375,15.75,a,1
15960900,100000,450.0,p,t,0,f,f,0.0,v,ff,p,l,22.0,17.5,b,0
15960901,100000,450.0,p,t,0,f,f,20.0,o,ff,g,l,22.0,17.5,b,0
15960902,0,224.0,g,f,60,f,t,0.25,v,k,p,y,1.25,29.83,b,1
15960903,63414,224.0,g,f,0,f,t,0.25,v,k,p,y,1.25,29.83,b,1
15960904,0,396.0,g,t,3,t,f,0.96,v,m,g,u,0.875,43.14,b,0
15960905,0,396.0,g,t,3,t,f,0.96,j,m,g,u,0.875,28.25,b,0
15960906,35376,180.0,g,f,8,f,t,0.125,v,aa,p,y,0.625,23.0,b,1
15960907,78347,180.0,g,f,0,f,t,0.125,v,aa,gg,y,0.625,23.0,b,0
15960908,7,420.0,g,f,49,t,f,4.75,v,x,g,u,5.125,28.25,b,0
15960909,7,420.0,g,f,2,t,f,4.75,v,x,g,u,19.0,28.25,b,0
15960910,3,100.0,g,t,5,t,f,3.75,v,w,p,u,1.54,27.83,b,0
