,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1960150,40752,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
1960151,0,228.0,g,f,0,f,t,5.4,h,d,g,u,13.0,29.25,b,1
1960152,0,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,19.3,b,1
1960153,53214,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1960154,0,0.0,g,f,0,f,t,0.04,v,m,g,y,0.04,31.83,b,1
1960155,0,0.0,g,f,53,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1960156,0,560.0,s,f,1,t,t,0.04,v,e,g,u,1.21,41.0,b,0
1960157,0,560.0,s,f,1,t,f,0.04,v,e,g,u,0.04,25.28,b,0
1960158,0,392.0,p,f,1,t,f,0.04,v,e,g,u,0.04,41.0,b,0
1960159,0,163.0,g,t,35,f,t,12.1,bb,w,g,u,1.75,34.25,b,1
1960160,0,163.0,g,t,13,t,t,0.25,bb,w,g,u,1.75,34.25,b,1
1960161,97143,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1960162,0,204.0,g,f,6,t,f,4.25,v,m,g,u,2.75,30.48,b,0
1960163,20080,204.0,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1960164,67089,204.0,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1960165,44,300.0,g,f,0,f,f,14.4,v,cc,g,u,0.375,33.67,a,0
1960166,44,300.0,g,f,0,f,f,0.375,n,w,g,u,0.375,33.67,a,0
1960167,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,0.375,74.32,a,0
1960168,4208,100.0,g,t,0,f,t,16.5,ff,ff,g,u,2.5,23.08,b,1
1960169,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,23.69,23.08,b,1
1960170,4208,100.0,g,t,0,f,t,0.085,n,ff,g,u,2.5,23.08,b,1
1960171,210,140.0,g,t,3,t,t,1.375,h,c,p,y,2.8,20.67,b,1
1960172,210,140.0,g,t,3,t,t,1.375,h,c,p,y,13.34,20.67,b,1
1960173,210,868.6,g,t,3,t,t,1.375,h,c,p,l,1.25,20.67,b,1
1960174,5800,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,66.91,b,0
1960175,5800,400.0,g,t,0,f,f,0.04,v,w,gg,u,2.04,37.42,b,0
1960176,5800,400.0,g,t,45,f,f,0.04,v,w,g,u,2.04,37.42,b,0
1960177,3791,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1960178,17,0.0,g,t,0,t,t,1.25,h,k,p,y,12.5,26.17,b,1
1960179,17,0.0,g,t,29,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1960180,13212,0.0,g,f,0,f,f,0.0,z,e,gg,y,15.0,28.08,a,0
1960181,13212,0.0,g,f,0,f,f,0.0,z,e,g,y,15.0,28.08,a,0
1960182,13212,1910.9,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1960183,38380,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1960184,66361,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1960185,47961,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1960186,500,260.0,g,f,29,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
1960187,500,260.0,g,f,47,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
1960188,500,260.0,g,f,2,t,f,0.25,v,ff,p,y,0.585,27.75,b,0
1960189,456,0.0,g,f,11,t,f,2.0,n,c,g,u,1.0,36.0,a,0
1960190,456,0.0,g,f,11,t,f,2.0,v,c,g,u,6.56,36.0,a,0
1960191,456,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,38.97,a,0
1960192,690,352.0,g,t,5,t,f,1.75,v,c,g,l,0.75,16.08,b,0
1960193,690,352.0,g,t,5,t,f,1.75,h,c,g,u,0.75,16.08,b,0
1960194,32732,352.0,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
1960195,600,40.0,g,t,6,t,f,1.625,v,w,p,u,9.5,18.83,a,0
1960196,600,40.0,s,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
1960197,600,40.0,g,t,6,t,f,1.625,v,w,g,u,8.84,18.83,a,0
1960198,284,290.0,g,t,11,t,f,2.125,h,w,g,u,6.68,23.08,b,0
1960199,284,290.0,g,t,11,t,f,2.125,h,w,g,u,2.22,23.08,b,0
1960200,284,290.0,g,t,47,t,f,2.125,h,w,g,u,11.5,23.08,b,0
1960201,300,160.0,g,t,2,f,f,0.835,v,w,p,y,11.625,23.33,b,0
1960202,300,340.6,g,t,0,f,f,0.835,v,w,p,y,11.625,23.33,b,0
1960203,300,160.0,g,t,0,f,f,14.3,v,w,p,y,11.625,23.33,b,0
1960204,50,761.2,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
1960205,50,80.0,g,t,24,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
1960206,50,80.0,g,t,1,t,f,0.335,h,cc,g,u,11.2,20.75,a,0
1960207,237,240.0,g,f,0,f,t,5.3,v,aa,g,u,1.04,41.58,a,1
1960208,237,240.0,g,f,8,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
1960209,45508,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
1960210,0,0.0,s,t,0,f,t,0.585,v,d,g,u,22.74,30.75,b,1
1960211,0,0.0,s,t,0,f,t,1.1,v,d,g,u,1.585,30.75,b,1
1960212,0,0.0,g,t,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
1960213,0,485.6,g,f,0,f,t,2.585,h,d,p,y,2.54,22.67,b,0
1960214,0,0.0,g,t,0,f,t,2.585,h,c,p,y,2.54,73.58,b,0
1960215,0,0.0,g,f,0,f,t,15.5,h,c,p,y,2.54,53.54,b,0
1960216,0,717.2,g,t,0,f,t,2.5,v,j,g,u,4.0,32.08,b,0
1960217,0,703.4,g,t,0,f,t,2.5,v,d,g,u,4.0,32.08,b,0
1960218,0,599.5,g,t,0,f,f,2.5,v,m,g,u,4.0,32.08,b,0
1960219,20400,80.0,g,f,0,f,t,0.29,h,i,g,u,5.415,19.17,a,1
1960220,484,80.0,g,f,0,f,t,0.29,h,i,g,u,5.415,74.59,a,1
1960221,484,80.0,g,f,0,f,t,0.29,h,i,g,u,5.415,16.62,a,1
1960222,0,240.0,g,f,49,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
1960223,38011,240.0,g,f,0,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
1960224,34403,240.0,g,t,0,f,t,1.0,v,aa,g,u,4.5,47.52,b,1
1960225,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,16.65,19.42,b,0
1960226,2954,80.0,g,f,7,t,f,19.6,h,w,g,u,6.5,19.42,b,0
1960227,2954,80.0,g,f,7,t,f,1.46,h,w,gg,u,6.5,19.42,b,0
1960228,0,0.0,g,f,0,f,f,19.6,dd,e,g,u,9.96,20.25,b,0
1960229,0,0.0,g,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
1960230,0,1184.8,g,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
1960231,2,0.0,g,f,23,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
1960232,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,2.01,25.83,b,1
1960233,2,3.8,g,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
1960234,0,360.0,g,f,0,f,f,0.875,h,x,g,l,2.875,25.17,a,0
1960235,0,1750.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
1960236,0,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
1960237,2197,252.0,g,t,0,f,t,10.8,bb,i,g,u,0.335,57.08,a,1
1960238,2197,252.0,g,t,0,f,t,18.4,bb,i,g,u,0.335,57.08,a,1
1960239,2197,252.0,g,t,19,f,t,1.0,bb,aa,g,u,0.335,57.08,a,1
1960240,0,1516.2,g,t,14,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
1960241,0,399.0,g,t,14,t,f,10.0,h,cc,p,u,5.875,39.33,b,0
1960242,0,399.0,g,t,14,t,f,10.0,h,q,g,u,5.875,39.33,b,0
1960243,0,100.0,g,f,52,f,f,1.335,h,q,g,u,10.5,22.67,b,0
1960244,0,1773.5,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
1960245,0,100.0,g,f,0,f,f,1.335,h,q,g,u,23.46,22.67,b,0
1960246,245,120.0,g,f,10,t,f,3.17,v,q,g,u,5.875,23.25,b,0
1960247,245,120.0,g,f,10,t,f,3.17,v,q,g,u,5.875,59.97,a,0
1960248,245,120.0,g,t,10,t,f,3.17,v,q,g,u,5.875,23.25,a,0
1960249,1,45.0,g,f,4,t,t,0.0,ff,ff,p,y,7.2,19.0,b,1
1960250,1,45.0,g,f,4,t,t,0.0,ff,ff,p,y,0.0,19.0,a,1
1960251,1,45.0,g,f,4,t,t,0.0,ff,ff,gg,y,0.0,19.0,b,1
1960252,10389,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
1960253,15427,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
1960254,25525,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
1960255,22122,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
1960256,13526,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
1960257,0,144.0,s,t,0,f,t,18.1,v,i,g,u,0.415,22.5,a,1
1960258,1,200.0,g,t,1,t,t,2.0,ff,ff,gg,y,13.5,25.25,a,1
1960259,1,200.0,g,t,1,t,t,2.0,dd,ff,p,y,13.5,25.25,a,1
1960260,1,200.0,g,t,1,t,t,2.0,v,ff,p,y,13.5,25.25,a,1
1960261,84195,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
1960262,59731,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
1960263,0,368.0,s,f,0,t,t,2.0,v,m,g,u,20.3,27.67,a,1
1960264,0,80.0,g,f,0,f,t,0.415,ff,q,g,u,10.29,18.58,b,1
1960265,0,80.0,g,f,0,f,t,14.2,ff,ff,g,u,10.29,18.58,b,1
1960266,99208,80.0,g,f,0,f,t,0.415,ff,ff,g,u,10.29,18.58,b,1
1960267,62126,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
1960268,53319,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
1960269,38512,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
1960270,50131,0.0,g,t,0,f,t,2.5,v,c,p,y,2.5,33.25,a,1
1960271,96686,0.0,g,t,0,f,t,2.5,v,c,p,y,2.5,33.25,a,1
1960272,2,0.0,g,t,0,f,t,2.5,v,c,g,y,2.5,33.25,a,1
1960273,6943,100.0,g,t,0,f,t,0.5,v,i,g,u,11.5,21.5,b,1
1960274,68,100.0,g,t,38,f,t,0.5,j,i,g,u,11.5,21.5,b,1
1960275,51891,100.0,g,t,0,f,t,0.5,v,x,g,u,11.5,21.5,b,1
1960276,0,523.0,g,t,52,f,t,7.5,v,aa,g,u,14.07,31.83,b,1
1960277,0,523.0,g,f,0,f,t,7.5,v,aa,g,u,2.5,59.77,b,1
1960278,21534,523.0,g,f,0,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
1960279,0,300.0,s,f,0,f,f,0.835,v,aa,g,u,1.0,23.25,b,0
1960280,0,300.0,s,f,0,f,t,0.835,v,c,g,y,1.0,51.11,b,0
1960281,0,300.0,s,f,0,f,t,0.835,bb,c,g,u,1.0,56.76,b,0
1960282,0,200.0,g,f,0,f,t,1.165,v,q,g,u,3.79,36.33,b,1
1960283,27967,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,22.96,b,1
1960284,64567,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,36.33,b,1
1960285,150,100.0,g,f,1,t,f,0.4,v,c,g,u,1.835,20.42,b,0
1960286,80116,100.0,g,f,1,t,f,2.25,v,c,g,u,1.835,20.42,b,0
1960287,150,100.0,g,f,1,t,f,11.8,v,c,g,u,1.835,20.42,b,0
1960288,3065,0.0,g,f,7,t,f,5.0,v,c,g,u,8.72,40.58,b,0
1960289,3065,0.0,g,f,7,t,f,18.5,v,c,g,u,5.0,40.58,b,0
1960290,3065,0.0,g,f,7,t,f,5.0,v,i,g,u,5.0,40.58,b,0
1960291,1,120.0,g,f,1,t,t,0.165,h,w,g,u,15.8,17.58,b,0
1960292,1,120.0,g,f,1,t,t,0.165,bb,w,g,u,10.0,17.58,b,1
1960293,1,120.0,g,f,1,t,t,0.165,h,w,gg,u,10.0,17.58,b,1
1960294,0,260.0,g,t,47,f,f,0.125,v,q,g,u,1.54,59.67,b,0
1960295,0,260.0,p,t,0,f,t,0.125,v,q,g,u,1.54,15.88,b,0
1960296,0,260.0,g,t,0,f,f,16.9,v,q,g,u,1.54,59.67,b,0
1960297,18,120.0,g,f,0,f,t,1.0,v,c,g,u,0.375,15.75,b,1
1960298,18,120.0,g,f,27,f,t,1.0,v,c,g,u,0.375,15.75,a,1
1960299,18,120.0,g,f,53,f,t,1.0,v,c,g,u,0.375,15.75,a,1
