,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
3960200,0,228.0,g,t,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
3960201,53838,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
3960202,0,0.0,g,f,36,f,t,0.04,v,m,p,y,0.04,31.83,b,1
3960203,79596,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
3960204,0,560.0,s,f,1,t,f,0.04,v,j,g,u,0.33,41.0,b,0
3960205,12413,560.0,s,f,1,t,f,19.4,v,e,g,u,0.04,41.0,b,0
3960206,0,1229.6,g,t,32,f,t,0.25,bb,w,g,u,1.75,34.25,b,0
3960207,0,163.0,g,t,23,f,t,2.4,bb,w,g,u,1.75,34.25,b,0
3960208,0,204.0,g,f,6,f,f,4.25,v,m,g,u,2.75,33.58,b,0
3960209,35162,204.0,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
3960210,44,300.0,g,f,0,f,f,0.2,v,cc,g,u,0.375,33.67,a,0
3960211,44,300.0,g,f,36,f,f,0.375,v,cc,gg,u,0.375,33.67,a,0
3960212,4208,100.0,g,t,0,f,t,1.2,ff,ff,g,u,2.5,23.08,b,1
3960213,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,42.39,b,1
3960214,61099,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
3960215,67281,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
3960216,5800,713.8,g,t,0,f,f,0.04,v,w,g,u,2.04,37.42,b,0
3960217,5800,400.0,g,t,0,t,f,0.04,v,w,g,u,2.04,37.42,b,0
3960218,17,0.0,g,t,0,f,t,1.25,h,k,p,u,12.5,26.17,b,1
3960219,89116,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
3960220,13212,0.0,g,f,0,f,f,0.0,z,aa,p,y,15.0,28.08,a,0
3960221,13212,1147.8,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
3960222,3435,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,0
3960223,18312,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
3960224,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,23.89,b,0
3960225,78050,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
3960226,456,0.0,g,f,67,t,f,2.0,v,c,g,u,1.0,36.0,a,0
3960227,456,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,66.51,a,0
3960228,690,473.6,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
