,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
11960600,0,228.0,g,f,0,f,t,0.5,h,d,g,y,13.0,29.25,b,1
11960601,0,228.0,g,f,0,f,t,0.5,h,i,g,u,13.0,29.25,b,0
11960602,0,0.0,g,f,0,f,t,0.04,v,x,p,y,0.04,31.83,b,1
11960603,0,0.0,g,f,0,t,t,0.04,v,m,p,y,0.04,31.83,b,1
11960604,0,560.0,s,f,1,t,f,11.9,v,e,g,u,0.04,41.0,b,0
11960605,0,67.2,s,f,1,t,f,0.04,v,e,g,u,0.04,41.0,b,0
11960606,17792,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
11960607,91759,163.0,g,t,0,f,t,0.25,bb,ff,g,u,1.75,34.25,b,1
11960608,0,204.0,g,f,61,t,f,4.25,v,m,g,u,2.75,33.58,b,0
11960609,0,1388.1,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
11960610,44,300.0,g,f,0,f,f,12.0,dd,cc,g,u,0.375,33.67,a,0
11960611,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,21.27,33.67,a,0
11960612,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,48.48,b,1
11960613,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,60.15,b,1
11960614,80864,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
11960615,210,140.0,g,t,3,t,t,1.375,h,c,p,y,13.0,20.67,b,1
11960616,5800,400.0,g,t,63,f,f,0.04,v,w,g,u,2.04,37.42,b,0
11960617,5800,400.0,g,t,0,f,f,18.7,v,w,g,u,2.04,37.42,b,0
11960618,17,0.0,g,t,16,f,t,1.25,h,k,p,y,12.5,26.17,b,1
11960619,17,0.0,g,t,39,f,t,1.25,h,k,p,y,12.5,26.17,b,1
11960620,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,15.0,37.36,a,0
11960621,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,4.02,28.08,a,0
11960622,74699,1613.2,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,0
11960623,69139,120.0,g,f,26,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
11960624,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,62.04,b,0
11960625,58077,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
11960626,456,0.0,g,f,11,t,f,2.0,v,c,g,u,11.26,36.0,a,0
11960627,97690,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
11960628,690,352.0,g,t,5,t,f,8.9,v,c,g,u,0.75,16.08,b,0
11960629,690,352.0,g,t,5,t,f,13.6,v,c,g,u,0.75,16.08,b,0
11960630,600,40.0,g,t,6,f,f,1.625,v,w,g,u,9.5,18.83,a,0
11960631,600,40.0,g,t,6,t,f,13.7,v,w,g,u,9.5,18.83,a,0
11960632,66064,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
11960633,89525,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
11960634,300,160.0,g,t,0,f,f,0.835,v,e,p,y,11.625,23.33,b,0
11960635,300,160.0,g,f,0,f,t,0.835,v,k,p,y,11.625,23.33,b,0
11960636,50,80.0,g,t,1,t,f,0.335,dd,cc,g,u,10.335,20.75,a,0
11960637,50,80.0,g,t,1,t,f,4.1,h,cc,g,u,10.335,20.75,a,0
11960638,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,2.92,41.58,a,1
11960639,237,240.0,g,f,47,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
11960640,0,0.0,s,t,0,f,t,0.585,v,c,g,u,1.585,30.75,b,1
11960641,0,0.0,s,t,0,f,t,0.585,v,x,g,u,1.585,30.75,b,1
11960642,0,1436.3,g,f,0,f,t,2.585,h,ff,p,y,2.54,22.67,b,0
11960643,0,0.0,g,f,0,f,t,2.585,ff,c,p,y,17.78,22.67,b,0
11960644,0,360.0,g,t,0,f,f,2.5,v,m,gg,u,4.0,32.08,b,0
11960645,0,360.0,g,t,0,f,f,2.5,v,m,g,u,4.0,47.01,b,0
11960646,484,80.0,g,f,65,f,t,0.29,h,i,g,u,5.415,19.17,a,1
11960647,484,80.0,g,f,0,f,t,0.29,h,i,g,u,5.415,63.46,a,1
11960648,0,240.0,g,t,13,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
11960649,31120,240.0,g,t,0,f,t,1.0,v,aa,p,u,4.5,34.0,b,1
11960650,2954,301.6,g,f,7,t,f,1.46,h,w,g,u,6.5,19.42,b,0
11960651,61219,80.0,g,f,7,t,f,1.46,h,w,g,u,6.5,19.42,b,0
11960652,0,0.0,g,f,0,f,f,0.0,v,e,g,u,9.96,20.25,b,0
11960653,0,0.0,g,f,0,f,f,0.0,dd,e,g,y,9.96,20.25,b,0
11960654,2,0.0,g,f,0,f,t,0.5,h,cc,g,u,12.835,25.83,b,1
11960655,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,14.71,25.83,b,1
11960656,0,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,b,0
11960657,0,360.0,g,f,33,f,f,0.875,h,x,g,u,2.875,25.17,a,0
11960658,2197,252.0,g,t,0,f,t,12.5,bb,e,g,u,0.335,57.08,a,1
11960659,2197,252.0,g,t,0,t,t,1.0,bb,j,g,u,0.335,57.08,a,1
11960660,0,399.0,g,t,14,t,f,10.0,h,cc,gg,u,5.875,39.33,b,0
11960661,0,1676.2,g,t,14,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
11960662,0,100.0,g,f,0,f,f,1.335,z,q,g,u,10.5,22.67,b,0
11960663,0,100.0,g,f,0,f,f,1.335,h,q,g,u,10.5,17.8,b,0
