,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
1160120,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3507,40,0
1160121,49,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3188,40,0
1160122,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,3389,40,0
1160123,44,Without-pay,174373,12,Married-civ-spouse,Husband,White,Male,0,0,40,0
1160124,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,0,3303,57,1
1160125,60,Private,187891,7,Married-civ-spouse,Husband,White,Male,9659,0,40,1
1160126,70,Private,187891,13,Married-civ-spouse,Husband,White,Male,0,2890,40,1
1160127,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,34622,0,40,1
1160128,62,Private,53611,8,Never-married,Own-child,White,Female,63629,0,6,1
1160129,17,Private,53611,8,Never-married,Unmarried,White,Female,25768,0,6,1
1160130,44,Private,53611,8,Never-married,Own-child,White,Female,47028,0,6,1
1160131,17,Private,53611,14,Never-married,Own-child,White,Female,80934,0,6,1
1160132,33,State-gov,291494,16,Never-married,Husband,Black,Male,0,0,50,0
1160133,33,Self-emp-inc,291494,3,Married-civ-spouse,Husband,White,Male,0,0,50,0
1160134,17,State-gov,291494,16,Married-AF-spouse,Husband,White,Male,0,0,50,0
1160135,21,Without-pay,291494,16,Married-civ-spouse,Husband,White,Male,0,0,50,0
1160136,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,92578,0,40,1
1160137,63,Private,254534,10,Married-civ-spouse,Husband,White,Male,53244,0,40,1
1160138,62,Private,254534,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,2831,40,1
1160139,62,Self-emp-inc,254534,10,Married-AF-spouse,Husband,White,Male,0,0,40,0
1160140,34,Private,175878,10,Never-married,Husband,White,Male,89490,0,40,1
1160141,34,Private,175878,10,Never-married,Not-in-family,White,Male,59358,0,40,1
1160142,34,Private,175878,5,Never-married,Not-in-family,White,Male,35961,0,40,1
1160143,62,Private,175878,10,Never-married,Not-in-family,White,Male,0,2712,40,1
1160144,23,Private,202284,13,Never-married,Own-child,White,Female,64438,0,20,1
1160145,23,Private,202284,13,Never-married,Own-child,White,Male,30547,0,4,1
1160146,23,Private,202284,13,Never-married,Own-child,White,Male,56365,0,73,1
1160147,23,Private,202284,13,Never-married,Own-child,White,Male,76404,0,20,1
