,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
1160090,44,Private,174373,11,Married-civ-spouse,Not-in-family,White,Male,0,0,40,0
1160091,44,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,0,12,0
1160092,44,Private,174373,11,Married-civ-spouse,Husband,White,Male,0,0,23,0
1160093,70,Private,187891,2,Married-civ-spouse,Husband,White,Male,20035,0,40,1
1160094,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,61013,0,40,1
1160095,70,Private,187891,7,Married-AF-spouse,Husband,White,Male,86635,0,40,1
1160096,17,Private,53611,8,Never-married,Own-child,White,Female,23567,0,6,1
1160097,17,Private,53611,8,Married-spouse-absent,Own-child,White,Female,10134,0,6,1
1160098,17,Private,53611,8,Never-married,Husband,White,Female,83103,0,6,0
1160099,54,State-gov,291494,1,Married-civ-spouse,Husband,White,Male,0,0,50,0
1160100,33,State-gov,291494,16,Married-civ-spouse,Own-child,Amer-Indian-Eskimo,Male,0,0,50,0
1160101,24,State-gov,291494,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,50,0
1160102,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,28070,3531,40,1
1160103,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,34633,0,40,1
1160104,62,Private,254534,10,Married-civ-spouse,Husband,White,Male,0,1806,40,1
1160105,34,Private,175878,10,Never-married,Husband,White,Male,99714,0,40,1
1160106,34,Private,175878,16,Separated,Not-in-family,White,Male,0,0,40,1
1160107,34,Private,175878,10,Never-married,Not-in-family,White,Male,63259,0,40,1
1160108,23,Private,202284,13,Never-married,Own-child,White,Male,97342,0,20,1
1160109,23,Private,202284,8,Never-married,Own-child,White,Male,61468,0,20,1
1160110,23,Self-emp-not-inc,202284,13,Never-married,Own-child,White,Male,20235,0,20,1
1160111,24,Private,137591,14,Never-married,Own-child,White,Male,49219,0,10,1
1160112,24,Private,137591,10,Never-married,Own-child,White,Male,27321,2840,10,1
1160113,24,Private,137591,10,Never-married,Own-child,White,Male,29390,2590,10,1
1160114,31,Local-gov,295589,10,Never-married,Own-child,Black,Male,57180,0,40,1
1160115,31,Local-gov,295589,5,Never-married,Own-child,Black,Male,27523,0,40,1
1160116,31,Local-gov,295589,10,Never-married,Own-child,Black,Male,42208,0,40,1
1160117,53,Private,68684,9,Married-civ-spouse,Husband,White,Male,64971,0,37,1
1160118,53,Private,68684,9,Married-civ-spouse,Husband,White,Male,0,1861,40,1
1160119,53,Private,68684,9,Married-civ-spouse,Husband,White,Male,91956,0,40,1
