,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
18983,37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,1541,1,-1,0,unknown,1
18984,39,technician,married,secondary,no,206,no,no,cellular,20,oct,148,2,195,2,failure,0
18985,23,admin.,married,secondary,no,3676,yes,no,cellular,15,jul,415,2,342,1,other,0
18986,24,student,single,primary,no,474,no,no,unknown,6,apr,551,1,-1,0,unknown,0
18987,60,self-employed,married,tertiary,no,10861,no,no,cellular,29,nov,98,1,91,2,failure,0
18988,64,unemployed,divorced,secondary,no,588,no,yes,cellular,8,dec,409,1,-1,0,unknown,0
18989,22,student,single,tertiary,no,691,yes,no,cellular,30,nov,260,5,103,4,success,0
18990,43,services,divorced,unknown,no,6360,no,no,unknown,20,jun,259,2,-1,0,unknown,0
18991,26,technician,married,secondary,no,4945,yes,no,telephone,2,mar,311,2,-1,0,unknown,0
18992,62,self-employed,divorced,tertiary,no,6,no,no,cellular,13,apr,103,1,182,3,failure,0
18993,46,unknown,married,unknown,no,677,no,no,telephone,13,nov,1514,1,-1,0,unknown,1
18994,60,management,married,unknown,no,264,no,no,telephone,18,feb,265,1,-1,0,unknown,0
18995,53,technician,single,tertiary,no,185,yes,no,cellular,8,may,370,2,-1,0,unknown,0
18996,25,student,single,secondary,no,31914,no,no,cellular,2,sep,382,1,183,3,failure,0
18997,61,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,90,6,other,0
18998,60,housemaid,married,secondary,no,5,no,no,cellular,14,dec,433,5,-1,0,success,1
18999,26,blue-collar,single,primary,yes,230,yes,no,unknown,28,may,893,1,-1,0,unknown,1
19000,48,services,married,secondary,no,300,no,no,cellular,14,aug,803,4,-1,0,unknown,1
19001,21,blue-collar,married,primary,no,40852,yes,yes,cellular,15,may,409,1,361,3,failure,0
19002,72,retired,divorced,tertiary,no,438,no,yes,cellular,15,feb,279,1,-1,0,unknown,0
19003,46,management,married,unknown,no,2466,no,no,telephone,1,apr,90,3,370,1,failure,0
19004,36,admin.,single,secondary,no,0,yes,yes,cellular,16,may,1446,1,-1,0,unknown,1
19005,39,unemployed,single,tertiary,no,8618,yes,no,cellular,20,nov,931,21,-1,0,unknown,0
19006,32,services,single,unknown,no,2378,no,no,cellular,17,nov,28,2,388,0,unknown,0
19007,25,management,married,tertiary,no,937,yes,no,cellular,23,jul,1241,1,-1,0,unknown,1
19008,32,management,single,tertiary,no,3,yes,no,cellular,13,may,398,1,152,0,unknown,0
19009,26,blue-collar,single,secondary,no,-93,yes,no,cellular,18,may,951,21,-1,0,unknown,1
19010,39,technician,divorced,secondary,no,385,yes,no,cellular,13,oct,1033,1,48,2,failure,0
19011,35,management,married,tertiary,no,55016,yes,no,cellular,16,apr,2027,1,148,5,other,1
19012,33,management,married,tertiary,no,584,yes,yes,cellular,7,aug,610,3,-1,0,unknown,1
19013,25,admin.,single,secondary,no,507,no,no,cellular,15,may,336,1,367,3,failure,0
19014,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,694,4,-1,0,unknown,0
19015,29,blue-collar,married,secondary,yes,7863,yes,no,cellular,14,may,251,1,-1,0,unknown,0
19016,45,blue-collar,married,primary,no,62965,yes,no,cellular,16,apr,580,1,504,2,failure,1
19017,39,admin.,divorced,secondary,no,2903,yes,no,telephone,25,jul,877,2,-1,0,unknown,1
19018,59,blue-collar,married,primary,no,3372,no,no,cellular,7,may,1710,1,-1,0,unknown,1
19019,36,management,married,tertiary,no,1113,no,yes,cellular,1,sep,212,5,-1,0,unknown,0
19020,33,admin.,single,secondary,no,1779,yes,no,unknown,21,may,1580,2,-1,0,unknown,1
19021,34,management,married,tertiary,no,156,yes,no,cellular,12,may,1062,1,-1,0,unknown,1
19022,50,technician,divorced,unknown,no,2794,no,no,telephone,12,aug,396,2,-1,0,unknown,0
19023,43,management,single,tertiary,no,359,no,no,unknown,12,may,899,3,-1,0,unknown,0
19024,30,admin.,married,secondary,no,396,yes,no,cellular,2,may,366,3,348,2,failure,0
19025,33,blue-collar,married,secondary,yes,217,yes,no,unknown,15,apr,561,1,-1,0,unknown,1
19026,79,admin.,married,secondary,no,1739,yes,no,unknown,15,may,2129,3,-1,0,unknown,1
19027,37,management,married,tertiary,no,2987,yes,no,cellular,13,may,216,1,369,10,success,0
19028,37,blue-collar,married,primary,no,106,no,no,cellular,25,aug,511,36,392,13,failure,0
19029,38,unknown,divorced,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,failure,0
19030,51,blue-collar,married,primary,no,603,yes,no,cellular,24,mar,853,2,-1,0,unknown,0
19031,35,technician,single,tertiary,yes,670,no,no,cellular,13,apr,278,4,182,2,unknown,0
19032,39,entrepreneur,married,secondary,no,150,no,no,unknown,3,jun,296,4,-1,0,unknown,0
19033,34,entrepreneur,married,tertiary,no,-508,yes,no,cellular,2,dec,282,1,-1,0,success,1
19034,58,retired,married,unknown,yes,96,yes,no,cellular,5,may,616,1,-1,0,unknown,1
19035,25,blue-collar,single,secondary,no,26,yes,no,unknown,27,may,1543,2,-1,0,unknown,0
19036,27,blue-collar,married,primary,no,-413,yes,yes,unknown,27,jun,422,6,-1,0,success,0
19037,22,admin.,single,unknown,no,107,no,no,cellular,14,apr,125,1,-1,0,unknown,0
19038,30,self-employed,single,unknown,no,1031,no,no,unknown,20,oct,1360,1,-1,0,unknown,1
19039,46,retired,married,primary,no,12425,no,no,unknown,19,may,1309,2,-1,0,unknown,1
19040,28,admin.,married,secondary,no,330,no,no,cellular,2,jun,226,16,182,4,failure,0
19041,60,retired,married,primary,no,420,no,no,cellular,19,aug,1250,2,-1,13,unknown,1
19042,24,student,single,unknown,no,358,no,yes,cellular,14,jun,245,1,384,1,failure,0
19043,40,blue-collar,married,secondary,no,-313,yes,no,unknown,3,jul,1554,2,-1,0,unknown,1
19044,44,technician,married,secondary,no,1139,yes,no,cellular,30,jan,1914,1,-1,0,unknown,1
19045,53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,550,4,98,2,failure,0
19046,27,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,290,2,-1,0,unknown,0
19047,28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,62,1,-1,0,unknown,0
19048,34,management,single,tertiary,no,11,yes,no,cellular,17,jul,1613,1,-1,0,unknown,1
19049,39,self-employed,married,tertiary,no,-3058,yes,yes,unknown,17,apr,769,3,-1,0,unknown,0
19050,36,blue-collar,divorced,primary,no,244,yes,no,unknown,27,may,916,2,-1,0,unknown,1
19051,32,technician,single,unknown,no,1995,yes,no,unknown,20,apr,121,1,-1,0,unknown,0
19052,52,management,married,unknown,no,1227,no,no,cellular,22,aug,438,4,-1,0,unknown,0
19053,51,technician,married,secondary,no,-1944,yes,no,unknown,11,may,623,1,-1,0,unknown,0
19054,39,technician,married,secondary,no,0,yes,no,unknown,5,oct,203,1,-1,0,unknown,0
19055,55,management,married,tertiary,no,197,yes,no,cellular,2,feb,2029,1,-1,0,unknown,1
19056,28,management,single,tertiary,no,-425,no,no,cellular,28,jul,486,5,-1,0,unknown,0
19057,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,26,failure,0
19058,35,management,married,tertiary,no,331,no,no,cellular,14,aug,857,17,-1,0,unknown,0
19059,85,blue-collar,married,secondary,no,378,yes,yes,cellular,28,jan,155,1,-1,0,unknown,1
19060,27,management,single,secondary,no,924,yes,no,cellular,3,feb,1093,1,-1,0,unknown,1
19061,25,admin.,single,tertiary,no,168,yes,no,cellular,17,jul,825,1,-1,0,unknown,1
19062,30,management,single,tertiary,no,697,no,no,cellular,29,mar,215,3,80,5,failure,0
19063,52,retired,divorced,tertiary,no,3687,no,yes,unknown,16,jun,741,4,-1,9,unknown,0
19064,42,management,single,tertiary,no,11891,no,no,cellular,6,nov,158,1,-1,0,unknown,0
19065,54,services,single,secondary,no,0,no,yes,cellular,31,sep,209,1,-1,0,unknown,0
19066,67,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,unknown,0
19067,30,self-employed,married,tertiary,no,1785,no,yes,telephone,17,oct,235,1,-1,0,unknown,0
19068,33,blue-collar,married,secondary,no,379,no,yes,cellular,16,jun,595,2,-1,0,unknown,0
19069,59,entrepreneur,married,primary,no,437,yes,no,unknown,5,oct,150,1,-1,0,unknown,0
19070,35,management,single,tertiary,no,1494,yes,no,cellular,6,may,681,1,169,2,success,1
19071,42,blue-collar,married,secondary,no,376,yes,no,unknown,8,may,1576,1,-1,0,unknown,1
19072,26,services,single,secondary,yes,-599,yes,yes,cellular,30,may,1094,3,-1,0,unknown,1
