,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
239,3,8,no credits taken/all credits paid back duly,car (used),2864,unknown/no savings account,2,2,male : married/widowed,none,3,unknown / no property,34,stores,rent,1,unskilled - resident,3 or more,no,no,1
240,0,36,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,63,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
241,0,18,existing credits paid back duly till now,repairs,3414,unknown/no savings account,1,2,male : married/widowed,none,3,car or other,26,stores,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
242,2,30,delay in paying off in the past,retraining,4280,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,26,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
243,2,18,no credits taken/all credits paid back duly,furniture/equipment,1882,... >= 1000 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,25,bank,for free,3-Feb,skilled employee/official,0 to 2,no,no,1
244,2,6,all credits at this bank paid back duly,retraining,1935,... <  100 DM,4,0,male : divorced/separated,none,0,unknown / no property,31,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
245,2,24,no credits taken/all credits paid back duly,radio/television,2039,unknown/no savings account,1,3,female : single,none,3,car or other,64,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
246,2,24,critical account/other credits elsewhere,car (used),13590,100 <= ... <  500 DM,4,0,male : married/widowed,none,3,car or other,53,none,for free,1,skilled employee/official,0 to 2,no,no,0
247,1,12,all credits at this bank paid back duly,car (used),1553,unknown/no savings account,2,0,male : married/widowed,none,1,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,1
248,2,6,all credits at this bank paid back duly,others,2225,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,57,bank,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
249,0,24,no credits taken/all credits paid back duly,car (used),3345,100 <= ... <  500 DM,4,0,male : married/widowed,none,2,car or other,39,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
250,1,24,no credits taken/all credits paid back duly,car (used),6872,... <  100 DM,1,2,male : divorced/separated,none,3,car or other,55,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
251,1,15,no credits taken/all credits paid back duly,others,1403,unknown/no savings account,2,0,female : non-single or male : single,co-applicant,0,building soc. savings agr./life insurance,28,none,for free,1,skilled employee/official,0 to 2,no,no,0
252,2,8,no credits taken/all credits paid back duly,car (used),1237,unknown/no savings account,2,1,female : non-single or male : single,guarantor,0,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,1
253,0,36,all credits at this bank paid back duly,others,12899,unknown/no savings account,3,0,male : married/widowed,none,0,building soc. savings agr./life insurance,37,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
254,2,48,no credits taken/all credits paid back duly,furniture/equipment,6758,... >= 1000 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
255,1,36,existing credits paid back duly till now,car (used),2348,unknown/no savings account,2,1,female : single,none,0,car or other,46,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
256,1,60,no credits taken/all credits paid back duly,car (new),13827,... >= 1000 DM,2,3,male : married/widowed,none,3,building soc. savings agr./life insurance,26,none,for free,5-Apr,unemployed/unskilled - non-resident,0 to 2,no,no,0
257,3,24,no credits taken/all credits paid back duly,radio/television,2303,unknown/no savings account,4,0,male : married/widowed,co-applicant,3,unknown / no property,45,none,rent,1,skilled employee/official,0 to 2,no,no,1
258,2,36,no credits taken/all credits paid back duly,others,3077,... >= 1000 DM,2,3,male : married/widowed,none,0,real estate,37,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,1
259,1,15,no credits taken/all credits paid back duly,radio/television,1275,... >= 1000 DM,2,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,1
260,2,36,no credits taken/all credits paid back duly,car (new),13467,... <  100 DM,3,1,female : non-single or male : single,guarantor,0,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,no,no,0
261,2,10,no credits taken/all credits paid back duly,car (used),2150,unknown/no savings account,2,0,female : non-single or male : single,guarantor,2,real estate,24,bank,rent,1,skilled employee/official,0 to 2,no,no,0
262,2,21,no credits taken/all credits paid back duly,furniture/equipment,5951,unknown/no savings account,2,2,female : non-single or male : single,none,2,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
263,2,24,existing credits paid back duly till now,car (new),1024,unknown/no savings account,1,0,female : single,none,0,unknown / no property,48,stores,rent,1,skilled employee/official,0 to 2,no,no,1
264,1,48,no credits taken/all credits paid back duly,car (used),1845,unknown/no savings account,2,0,female : non-single or male : single,guarantor,3,car or other,46,none,for free,1,skilled employee/official,0 to 2,no,no,0
265,0,18,all credits at this bank paid back duly,radio/television,1864,... <  100 DM,2,3,female : non-single or male : single,none,2,unknown / no property,30,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
266,0,18,critical account/other credits elsewhere,car (new),6458,100 <= ... <  500 DM,4,2,male : married/widowed,none,0,real estate,39,bank,rent,3-Feb,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,1
267,2,12,no credits taken/all credits paid back duly,domestic appliances,8909,unknown/no savings account,2,0,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,no,no,1
268,2,10,all credits at this bank paid back duly,furniture/equipment,2520,100 <= ... <  500 DM,2,0,male : married/widowed,none,0,car or other,23,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
269,1,42,delay in paying off in the past,car (used),7882,unknown/no savings account,3,1,male : married/widowed,guarantor,0,car or other,45,none,own,1,skilled employee/official,3 or more,no,no,0
270,3,42,no credits taken/all credits paid back duly,vacation,14251,... <  100 DM,3,0,female : non-single or male : single,none,1,car or other,40,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
271,0,36,existing credits paid back duly till now,retraining,7980,... >= 1000 DM,4,3,male : married/widowed,none,0,building soc. savings agr./life insurance,27,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
272,1,21,all credits at this bank paid back duly,car (used),1199,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,60,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
273,2,9,no credits taken/all credits paid back duly,car (new),5129,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,74,bank,own,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,1
274,1,12,no credits taken/all credits paid back duly,others,1228,unknown/no savings account,2,0,female : single,guarantor,2,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,no,0
275,1,12,no credits taken/all credits paid back duly,vacation,652,... <  100 DM,4,0,female : non-single or male : single,none,0,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,no,0
276,2,9,no credits taken/all credits paid back duly,retraining,1188,unknown/no savings account,4,2,female : non-single or male : single,none,3,car or other,39,none,rent,1,skilled employee/official,3 or more,no,no,1
277,1,24,all credits at this bank paid back duly,others,1442,unknown/no savings account,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,1
278,1,18,no credits taken/all credits paid back duly,car (used),2462,100 <= ... <  500 DM,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,22,none,own,1,skilled employee/official,0 to 2,no,no,1
279,2,20,critical account/other credits elsewhere,car (new),14179,... >= 1000 DM,3,1,female : non-single or male : single,none,0,car or other,40,bank,for free,3-Feb,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
280,1,12,no credits taken/all credits paid back duly,others,4308,unknown/no savings account,1,3,female : non-single or male : single,none,0,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,no,1
281,0,18,no credits taken/all credits paid back duly,car (used),2039,unknown/no savings account,2,3,female : non-single or male : single,none,0,unknown / no property,33,none,for free,1,skilled employee/official,0 to 2,no,no,1
282,1,48,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,46,none,own,5-Apr,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
283,0,12,delay in paying off in the past,furniture/equipment,6199,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,28,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
284,2,48,existing credits paid back duly till now,furniture/equipment,3578,unknown/no savings account,4,0,male : married/widowed,none,3,unknown / no property,47,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,0
285,2,9,critical account/other credits elsewhere,others,1437,... <  100 DM,3,0,male : married/widowed,none,1,unknown / no property,29,none,rent,1,skilled employee/official,0 to 2,no,no,1
286,1,10,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,yes (under customer name),no,1
287,0,15,all credits at this bank paid back duly,others,1360,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,31,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
288,1,27,critical account/other credits elsewhere,retraining,2442,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,43,none,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
289,2,12,all credits at this bank paid back duly,others,691,unknown/no savings account,4,0,male : married/widowed,none,1,car or other,35,none,rent,>= 6,skilled employee/official,0 to 2,no,no,1
290,1,48,existing credits paid back duly till now,car (new),2957,unknown/no savings account,4,0,male : married/widowed,none,0,car or other,63,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
291,2,10,no credits taken/all credits paid back duly,others,14027,unknown/no savings account,3,0,male : married/widowed,none,2,building soc. savings agr./life insurance,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
292,1,6,no credits taken/all credits paid back duly,others,14555,... >= 1000 DM,0,3,male : married/widowed,none,2,car or other,45,none,rent,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,1
