,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
1599,2,12,critical account/other credits elsewhere,others,691,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
1600,2,12,existing credits paid back duly till now,others,1995,... <  100 DM,1,0,female : single,none,3,real estate,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
1601,2,45,no credits taken/all credits paid back duly,car (used),2186,unknown/no savings account,3,0,female : non-single or male : single,none,0,unknown / no property,33,stores,for free,1,unskilled - resident,0 to 2,no,no,0
1602,3,15,critical account/other credits elsewhere,car (used),2186,unknown/no savings account,3,0,female : non-single or male : single,none,0,unknown / no property,22,bank,rent,1,unskilled - resident,0 to 2,no,no,0
1603,2,24,all credits at this bank paid back duly,repairs,1927,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1604,3,60,critical account/other credits elsewhere,repairs,1927,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,0
1605,1,60,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1606,1,48,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,unskilled - resident,0 to 2,no,no,0
1607,1,30,all credits at this bank paid back duly,car (used),6187,... <  100 DM,3,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,unskilled - resident,0 to 2,no,no,0
1608,1,30,all credits at this bank paid back duly,radio/television,6187,unknown/no savings account,3,3,female : single,none,0,building soc. savings agr./life insurance,24,bank,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1609,2,18,delay in paying off in the past,others,3244,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1610,2,18,delay in paying off in the past,car (used),3244,unknown/no savings account,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1611,1,6,critical account/other credits elsewhere,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1612,1,6,critical account/other credits elsewhere,others,4153,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1613,2,14,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1614,0,48,no credits taken/all credits paid back duly,retraining,2145,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1615,1,24,critical account/other credits elsewhere,others,2325,unknown/no savings account,3,2,male : married/widowed,none,1,building soc. savings agr./life insurance,32,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
1616,1,24,critical account/other credits elsewhere,others,2325,... <  100 DM,3,1,male : married/widowed,none,1,real estate,32,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1617,1,60,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1618,2,48,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1619,3,47,no credits taken/all credits paid back duly,others,1961,unknown/no savings account,0,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1620,3,18,no credits taken/all credits paid back duly,others,601,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1621,1,12,delay in paying off in the past,others,1495,unknown/no savings account,4,0,male : married/widowed,none,3,unknown / no property,24,none,rent,1,unskilled - resident,3 or more,no,no,0
1622,1,33,all credits at this bank paid back duly,others,1495,unknown/no savings account,4,0,male : married/widowed,none,0,unknown / no property,38,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1623,2,36,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : divorced/separated,guarantor,2,unknown / no property,26,stores,own,1,unskilled - resident,3 or more,no,no,0
1624,1,48,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,female : non-single or male : single,guarantor,2,unknown / no property,26,stores,rent,1,unskilled - resident,3 or more,no,no,0
1625,2,60,no credits taken/all credits paid back duly,others,3711,100 <= ... <  500 DM,2,0,male : married/widowed,co-applicant,0,real estate,34,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1626,3,60,no credits taken/all credits paid back duly,others,6527,unknown/no savings account,2,3,male : divorced/separated,none,0,real estate,34,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1627,1,4,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,58,stores,own,1,unskilled - resident,0 to 2,no,no,1
1628,1,24,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,1
1629,2,48,no credits taken/all credits paid back duly,others,8487,unknown/no savings account,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,0
1630,2,48,no credits taken/all credits paid back duly,others,8487,unknown/no savings account,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,no,no,0
1631,1,39,no credits taken/all credits paid back duly,car (used),3021,unknown/no savings account,2,2,male : divorced/separated,none,2,real estate,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1632,1,54,no credits taken/all credits paid back duly,car (used),3021,unknown/no savings account,2,0,male : divorced/separated,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1633,0,12,no credits taken/all credits paid back duly,car (used),5084,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,29,none,for free,1,unskilled - resident,0 to 2,no,no,1
1634,0,12,no credits taken/all credits paid back duly,car (used),1123,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,unknown / no property,21,none,for free,1,unskilled - resident,0 to 2,no,no,1
1635,1,36,all credits at this bank paid back duly,car (new),8065,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,47,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1636,0,36,all credits at this bank paid back duly,repairs,3763,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,25,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1637,2,24,no credits taken/all credits paid back duly,others,1201,unknown/no savings account,1,0,male : divorced/separated,none,3,car or other,26,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1638,2,24,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,26,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1639,1,39,all credits at this bank paid back duly,car (used),2132,100 <= ... <  500 DM,1,2,female : non-single or male : single,co-applicant,1,unknown / no property,27,none,for free,3-Feb,skilled employee/official,0 to 2,no,yes,0
1640,1,33,all credits at this bank paid back duly,car (used),2132,... >= 1000 DM,1,2,female : non-single or male : single,co-applicant,1,unknown / no property,27,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1641,2,6,critical account/other credits elsewhere,car (used),1221,... >= 1000 DM,2,3,female : single,none,2,real estate,27,none,for free,1,skilled employee/official,0 to 2,no,no,0
1642,0,47,critical account/other credits elsewhere,car (used),1221,unknown/no savings account,2,3,female : single,co-applicant,2,car or other,27,bank,rent,3-Feb,skilled employee/official,3 or more,no,no,0
1643,2,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,female : non-single or male : single,none,3,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,yes,1
1644,0,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,female : non-single or male : single,none,2,car or other,30,none,rent,1,skilled employee/official,0 to 2,no,no,1
1645,1,21,existing credits paid back duly till now,car (used),1591,unknown/no savings account,3,0,male : married/widowed,co-applicant,1,unknown / no property,34,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1646,1,72,existing credits paid back duly till now,car (used),1591,... <  100 DM,3,0,male : divorced/separated,none,1,unknown / no property,34,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1647,0,48,existing credits paid back duly till now,repairs,2993,unknown/no savings account,2,1,male : divorced/separated,none,2,unknown / no property,28,stores,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1648,1,21,existing credits paid back duly till now,others,2993,unknown/no savings account,2,1,male : married/widowed,co-applicant,2,unknown / no property,28,stores,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1649,2,72,existing credits paid back duly till now,furniture/equipment,1360,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,31,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1650,1,15,delay in paying off in the past,furniture/equipment,1360,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,31,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1651,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,75,bank,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1652,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,stores,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1653,0,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,3,1,female : non-single or male : single,guarantor,0,unknown / no property,22,none,for free,1,skilled employee/official,0 to 2,no,no,1
1654,0,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,0,1,female : single,co-applicant,0,unknown / no property,55,none,for free,1,skilled employee/official,0 to 2,no,no,1
1655,3,15,existing credits paid back duly till now,domestic appliances,918,unknown/no savings account,1,3,male : divorced/separated,none,3,car or other,46,none,own,3-Feb,unskilled - resident,3 or more,no,no,0
1656,1,72,existing credits paid back duly till now,vacation,3594,unknown/no savings account,4,1,female : non-single or male : single,none,2,car or other,46,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1657,1,4,no credits taken/all credits paid back duly,others,1842,unknown/no savings account,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,56,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1658,1,36,all credits at this bank paid back duly,others,1842,unknown/no savings account,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,40,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1659,2,72,no credits taken/all credits paid back duly,furniture/equipment,1449,unknown/no savings account,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
