,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
2699,2,12,critical account/other credits elsewhere,others,276,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
2700,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,real estate,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
2701,2,28,all credits at this bank paid back duly,others,1995,unknown/no savings account,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
2702,3,15,no credits taken/all credits paid back duly,car (used),1169,... >= 1000 DM,3,3,female : non-single or male : single,co-applicant,0,building soc. savings agr./life insurance,33,bank,for free,1,skilled employee/official,0 to 2,no,no,0
2703,2,15,no credits taken/all credits paid back duly,car (used),902,... >= 1000 DM,3,3,female : non-single or male : single,none,0,real estate,33,bank,for free,>= 6,unskilled - resident,0 to 2,no,no,0
2704,2,15,no credits taken/all credits paid back duly,car (used),2186,... >= 1000 DM,2,3,female : non-single or male : single,none,0,real estate,33,bank,for free,1,skilled employee/official,0 to 2,no,no,0
2705,2,24,delay in paying off in the past,repairs,1927,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,stores,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2706,2,24,critical account/other credits elsewhere,repairs,1927,... >= 1000 DM,2,1,male : divorced/separated,none,2,building soc. savings agr./life insurance,33,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2707,2,24,all credits at this bank paid back duly,repairs,1927,... <  100 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,own,3-Feb,skilled employee/official,3 or more,no,no,0
2708,1,72,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
2709,1,60,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,real estate,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
2710,1,9,critical account/other credits elsewhere,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,building soc. savings agr./life insurance,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
2711,1,30,critical account/other credits elsewhere,repairs,6187,... <  100 DM,3,3,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
