,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
599,0,24,existing credits paid back duly till now,others,1333,unknown/no savings account,0,0,male : married/widowed,none,2,unknown / no property,43,none,own,3-Feb,skilled employee/official,3 or more,no,yes,0
600,2,12,no credits taken/all credits paid back duly,furniture/equipment,1534,unknown/no savings account,4,3,male : married/widowed,none,3,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,1
601,1,9,all credits at this bank paid back duly,car (new),9629,unknown/no savings account,3,0,male : married/widowed,none,0,car or other,24,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
602,3,72,critical account/other credits elsewhere,repairs,1047,unknown/no savings account,2,2,female : non-single or male : single,none,0,car or other,50,none,rent,1,unskilled - resident,3 or more,no,no,0
603,2,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,23,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
604,2,30,delay in paying off in the past,retraining,4280,... <  100 DM,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,26,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
605,1,12,no credits taken/all credits paid back duly,radio/television,741,... <  100 DM,4,0,female : non-single or male : single,none,1,car or other,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
606,1,12,no credits taken/all credits paid back duly,others,12258,unknown/no savings account,2,0,male : divorced/separated,none,2,unknown / no property,28,none,rent,1,unskilled - resident,0 to 2,no,no,0
607,2,12,delay in paying off in the past,others,14605,100 <= ... <  500 DM,3,1,male : divorced/separated,none,1,building soc. savings agr./life insurance,64,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
608,0,18,all credits at this bank paid back duly,car (used),1530,unknown/no savings account,2,2,male : married/widowed,none,2,car or other,32,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
609,2,8,no credits taken/all credits paid back duly,furniture/equipment,3060,unknown/no savings account,3,1,male : married/widowed,none,0,unknown / no property,28,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
