,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32446,37,technician,married,tertiary,no,44697,no,no,cellular,25,may,266,2,318,3,other,0
32447,37,technician,married,tertiary,no,88908,no,no,telephone,25,jun,266,2,318,3,other,0
32448,37,technician,married,tertiary,no,122,no,yes,cellular,25,jan,266,2,318,3,other,0
32449,34,management,single,tertiary,no,250,no,no,cellular,26,sep,1489,2,-1,0,unknown,1
32450,34,management,married,tertiary,no,250,no,no,cellular,26,aug,1107,2,-1,0,unknown,1
32451,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1412,2,-1,0,unknown,1
32452,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,-1,8,success,1
32453,41,management,married,secondary,no,0,no,no,cellular,21,apr,624,1,63,0,unknown,1
32454,41,management,married,secondary,no,0,no,no,cellular,21,nov,1966,1,-1,0,unknown,1
32455,34,technician,married,secondary,no,268,no,no,cellular,11,aug,866,4,-1,0,unknown,1
32456,34,technician,married,secondary,no,268,no,no,cellular,11,aug,854,4,-1,0,unknown,1
32457,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1677,4,-1,0,unknown,1
32458,43,admin.,single,secondary,no,35,no,no,telephone,9,sep,208,1,322,0,unknown,1
32459,43,self-employed,single,secondary,no,35,no,no,telephone,9,mar,208,1,-1,0,unknown,1
32460,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,1665,1,-1,0,success,0
32461,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,262,1,-1,0,unknown,0
32462,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,aug,560,1,-1,0,unknown,0
32463,49,blue-collar,divorced,secondary,no,-1460,no,yes,unknown,4,feb,1226,1,-1,0,unknown,0
32464,46,technician,divorced,secondary,yes,-11,yes,no,cellular,11,aug,596,2,-1,0,unknown,0
32465,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,988,2,-1,0,unknown,1
32466,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,885,2,-1,0,unknown,1
32467,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,433,2,-1,37,success,1
32468,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1319,2,-1,0,unknown,1
32469,33,management,married,primary,no,1412,no,no,cellular,6,jun,433,2,-1,0,unknown,1
32470,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,aug,1293,1,192,1,failure,1
32471,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1834,1,192,1,success,1
32472,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,sep,1361,1,192,1,failure,0
32473,36,entrepreneur,married,unknown,no,71114,yes,no,unknown,31,oct,215,1,-1,0,unknown,1
32474,36,entrepreneur,married,unknown,no,298,yes,no,unknown,31,oct,215,1,-1,0,unknown,1
32475,36,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,850,1,-1,0,unknown,1
32476,48,management,married,unknown,no,7861,no,no,cellular,20,oct,1346,1,-1,0,unknown,0
32477,48,management,married,unknown,no,7861,no,no,cellular,20,oct,380,1,368,0,unknown,1
32478,48,management,married,unknown,no,7861,no,no,cellular,17,oct,380,1,-1,0,unknown,0
32479,26,management,single,tertiary,no,690,no,no,cellular,5,jun,440,3,-1,0,unknown,1
32480,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1740,3,203,0,unknown,1
32481,26,management,single,tertiary,no,690,no,no,telephone,5,feb,2150,3,-1,0,unknown,1
32482,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,919,2,345,2,success,1
32483,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1269,2,345,2,success,1
32484,55,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1130,2,345,2,success,1
32485,30,management,single,tertiary,no,451,no,no,cellular,5,may,1707,1,274,3,failure,1
32486,30,services,married,tertiary,no,451,no,no,cellular,5,may,1602,1,274,3,failure,1
32487,30,management,single,tertiary,no,451,no,no,cellular,5,may,979,1,274,3,failure,1
32488,39,services,married,secondary,no,257,no,no,unknown,12,jun,1449,1,-1,0,unknown,1
32489,86,services,married,secondary,no,257,yes,no,cellular,12,jun,171,1,-1,0,unknown,1
32490,39,services,married,secondary,no,257,yes,no,telephone,12,jun,3253,1,-1,0,unknown,1
32491,92,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,1
32492,38,management,married,secondary,no,4771,yes,no,cellular,17,apr,1205,1,-1,0,unknown,1
32493,87,blue-collar,married,secondary,no,4771,yes,no,cellular,5,apr,217,1,-1,0,unknown,1
32494,54,retired,divorced,tertiary,yes,726,no,no,cellular,28,jan,1303,1,-1,0,unknown,1
32495,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1230,1,-1,0,unknown,1
32496,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,246,1,-1,10,success,1
32497,38,management,married,tertiary,no,98582,no,no,telephone,13,apr,240,1,179,2,failure,0
32498,38,management,married,tertiary,no,413,no,no,cellular,13,dec,240,1,179,24,failure,0
32499,38,management,married,tertiary,no,30831,no,no,cellular,13,apr,457,1,179,2,failure,0
32500,57,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,906,3,-1,0,unknown,1
32501,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,663,3,-1,0,unknown,1
32502,86,entrepreneur,divorced,tertiary,no,125,yes,no,unknown,6,may,1080,3,-1,0,unknown,1
32503,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,834,1,136,9,other,1
32504,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,638,1,136,8,other,0
32505,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,851,55,136,8,other,1
32506,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,3284,6,-1,0,unknown,0
32507,35,technician,married,secondary,no,-7963,yes,yes,cellular,20,apr,1211,6,-1,0,unknown,1
32508,35,technician,married,primary,no,8,yes,yes,cellular,20,apr,2420,6,-1,0,unknown,0
32509,57,housemaid,married,tertiary,no,87304,yes,no,cellular,17,nov,1070,1,-1,0,unknown,1
32510,57,housemaid,married,tertiary,no,3760,no,no,cellular,17,apr,1070,1,-1,0,unknown,1
32511,57,housemaid,married,tertiary,no,3760,yes,no,cellular,17,nov,1070,1,-1,0,failure,1
32512,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1468,5,-1,0,unknown,1
32513,31,services,married,secondary,yes,-331,yes,no,unknown,23,may,1745,5,-1,0,unknown,1
32514,31,services,married,secondary,no,-331,yes,no,unknown,23,may,3183,5,-1,0,unknown,1
32515,60,retired,married,primary,no,458,yes,no,unknown,16,may,1196,1,-1,0,unknown,1
32516,60,retired,married,primary,yes,458,yes,no,unknown,16,may,1665,1,-1,0,unknown,1
32517,60,retired,married,primary,no,458,yes,no,unknown,16,may,942,1,-1,0,other,0
32518,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1250,2,391,0,unknown,1
32519,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1094,2,207,0,unknown,1
32520,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1311,2,-1,0,unknown,1
32521,23,student,single,tertiary,no,82,no,no,cellular,4,may,1181,4,-1,35,unknown,1
32522,23,student,single,tertiary,no,82,no,no,cellular,27,may,832,4,-1,0,unknown,1
32523,23,student,single,tertiary,no,40799,no,no,cellular,4,may,2330,4,-1,0,unknown,1
32524,36,management,married,unknown,no,0,no,no,unknown,5,apr,1532,1,-1,0,unknown,1
32525,36,management,married,unknown,no,0,no,no,cellular,5,jun,972,1,-1,0,unknown,1
32526,36,management,single,unknown,no,0,no,no,unknown,5,jun,979,1,-1,0,unknown,1
32527,37,management,married,secondary,no,-6508,no,no,cellular,20,may,291,2,202,5,other,0
32528,37,management,married,tertiary,no,77995,no,no,cellular,20,may,291,2,202,0,other,0
32529,37,management,married,tertiary,no,3236,no,no,cellular,20,may,154,41,202,5,other,0
32530,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,728,10,331,16,other,1
32531,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,943,10,331,16,other,1
32532,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,769,10,331,16,other,1
32533,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1025,3,-1,0,unknown,1
32534,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1499,3,-1,0,unknown,1
32535,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1425,3,7,0,unknown,1
32536,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,882,1,121,1,unknown,1
32537,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,1691,1,121,29,other,1
32538,41,housemaid,married,secondary,no,2152,no,no,cellular,30,sep,1142,1,121,1,other,1
32539,44,blue-collar,married,secondary,no,24441,yes,no,cellular,4,may,2485,3,-1,0,unknown,1
32540,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,1666,3,674,0,unknown,1
32541,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,900,3,-1,0,unknown,1
32542,40,blue-collar,single,secondary,no,3571,no,no,cellular,10,jul,651,1,-1,0,unknown,1
32543,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,1169,1,-1,0,unknown,1
32544,74,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,825,1,-1,0,unknown,1
32545,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1875,1,-1,0,unknown,1
32546,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1360,1,-1,0,unknown,1
32547,52,blue-collar,married,secondary,no,3165,no,no,telephone,6,may,1130,1,-1,0,unknown,1
32548,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,1877,10,-1,0,success,1
32549,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,1460,10,-1,0,unknown,1
32550,27,technician,single,tertiary,no,1526,yes,no,cellular,6,jun,1179,10,-1,0,unknown,1
32551,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,901,3,-1,0,unknown,1
32552,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,1556,3,-1,0,unknown,1
32553,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,1503,3,-1,23,unknown,1
32554,44,admin.,married,secondary,no,26,yes,no,cellular,21,jul,1271,10,-1,0,unknown,1
32555,44,admin.,married,secondary,no,26,yes,no,cellular,21,jul,1144,10,-1,0,unknown,1
32556,44,admin.,married,secondary,no,95166,yes,no,cellular,21,jul,666,10,-1,0,unknown,1
32557,39,technician,single,secondary,no,822,yes,no,unknown,29,may,796,3,-1,0,unknown,1
32558,39,technician,single,secondary,no,822,yes,yes,cellular,29,may,2453,3,-1,0,unknown,1
32559,39,technician,single,secondary,no,822,yes,yes,cellular,29,may,1060,3,-1,0,unknown,1
32560,31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,1386,8,-1,0,unknown,1
32561,31,unemployed,married,tertiary,no,7744,no,no,cellular,27,aug,1084,8,-1,0,unknown,1
32562,31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,1213,8,-1,0,unknown,1
32563,55,entrepreneur,married,secondary,no,96,no,no,telephone,30,jul,1423,2,-1,0,unknown,1
32564,55,services,married,secondary,no,96,no,no,cellular,30,jul,1182,2,-1,0,unknown,1
32565,55,services,married,secondary,no,96,no,no,cellular,30,oct,340,2,-1,0,unknown,1
32566,59,technician,married,secondary,no,0,no,no,unknown,2,jun,1573,1,-1,0,unknown,1
32567,44,technician,married,secondary,no,0,yes,no,unknown,2,jun,1331,1,-1,0,unknown,1
32568,44,technician,married,secondary,no,462,no,no,unknown,2,mar,302,1,-1,0,unknown,1
32569,51,management,single,tertiary,no,1146,yes,yes,unknown,19,mar,1416,4,-1,0,unknown,1
32570,51,management,single,tertiary,no,1146,yes,yes,unknown,19,may,1580,4,-1,0,unknown,0
32571,51,management,single,tertiary,no,1146,yes,yes,unknown,19,may,1616,4,-1,0,unknown,0
32572,41,blue-collar,married,secondary,no,68342,yes,no,cellular,8,apr,1275,4,-1,0,unknown,1
32573,41,blue-collar,single,secondary,no,1521,yes,no,cellular,8,apr,1080,4,-1,0,unknown,1
32574,41,blue-collar,married,secondary,yes,1521,yes,no,cellular,8,apr,977,4,-1,0,unknown,1
32575,38,management,single,tertiary,yes,0,no,no,cellular,24,jul,1665,1,-1,0,unknown,1
32576,38,management,single,primary,no,0,no,no,cellular,24,jul,1349,1,-1,0,unknown,1
32577,38,management,single,tertiary,no,0,no,no,cellular,24,feb,1145,1,-1,0,unknown,1
32578,33,management,single,tertiary,no,5145,no,no,cellular,14,may,1191,1,175,2,other,1
32579,33,management,single,tertiary,no,5145,yes,no,cellular,14,may,1373,7,175,2,other,1
32580,33,management,single,tertiary,no,5145,yes,no,unknown,14,may,1170,1,175,2,other,1
32581,32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,jul,1126,3,-1,0,unknown,1
32582,32,blue-collar,divorced,tertiary,no,4805,no,yes,cellular,4,jul,792,3,-1,0,unknown,1
32583,32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,jul,1914,3,-1,0,unknown,1
32584,39,blue-collar,married,secondary,no,1014,no,no,cellular,30,jul,1241,4,-1,0,unknown,1
32585,92,blue-collar,married,primary,no,1014,no,no,cellular,30,jul,261,4,-1,0,success,1
32586,39,blue-collar,married,primary,no,1014,no,no,cellular,30,jul,1203,4,311,0,unknown,1
32587,45,technician,married,secondary,no,1818,no,no,telephone,2,feb,197,1,241,2,success,0
