,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16275,46,admin.,single,secondary,no,-321,yes,no,unknown,5,jun,508,2,-1,0,unknown,0
16276,46,admin.,single,secondary,no,35070,yes,no,unknown,5,jun,508,2,-1,0,unknown,0
16277,71,management,married,unknown,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,0
16278,71,student,married,secondary,no,2850,no,no,cellular,17,feb,185,15,-1,0,unknown,0
16279,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,66,2,113,21,success,0
16280,28,technician,divorced,tertiary,no,4987,no,no,cellular,2,jun,51,2,113,21,success,0
16281,36,housemaid,single,secondary,no,39334,yes,no,cellular,18,may,243,1,347,2,success,0
16282,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,381,1,347,2,success,0
16283,67,retired,married,primary,no,1430,yes,no,cellular,11,jan,499,2,78,3,failure,0
16284,67,retired,married,secondary,no,1430,no,no,cellular,11,jan,499,17,91,3,failure,0
16285,33,blue-collar,married,primary,yes,-191,no,yes,cellular,9,jul,1290,4,-1,0,unknown,0
16286,19,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,529,4,-1,0,unknown,0
16287,38,unemployed,married,secondary,no,0,yes,yes,cellular,30,jan,1102,1,-1,0,unknown,0
16288,38,unemployed,married,secondary,no,0,yes,yes,cellular,30,jan,1346,1,-1,0,unknown,1
16289,64,housemaid,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,failure,0
16290,64,management,married,tertiary,no,3951,no,no,cellular,1,jan,134,1,91,1,success,0
16291,25,student,single,secondary,no,2975,no,no,cellular,2,sep,116,2,184,0,unknown,0
16292,29,blue-collar,single,secondary,no,2975,no,no,cellular,2,sep,799,2,-1,0,unknown,0
16293,33,management,married,tertiary,no,6513,no,no,cellular,11,jan,170,1,343,1,unknown,0
16294,33,management,married,tertiary,no,6513,yes,no,cellular,17,jan,493,1,343,1,other,0
16295,54,technician,married,tertiary,yes,876,no,no,cellular,27,oct,90,3,541,3,success,0
16296,54,technician,married,tertiary,no,876,no,no,cellular,3,oct,269,3,541,3,failure,0
16297,77,retired,married,secondary,no,19406,no,no,telephone,21,oct,330,2,181,4,failure,0
16298,77,retired,married,secondary,no,820,no,no,telephone,21,oct,255,2,181,4,other,0
16299,28,management,married,secondary,no,703,yes,no,cellular,15,apr,485,1,88,1,other,0
16300,28,management,single,secondary,no,703,yes,no,cellular,18,may,485,8,88,1,other,0
16301,54,management,married,tertiary,no,-449,yes,no,cellular,14,may,691,1,89,0,unknown,0
16302,54,management,divorced,tertiary,yes,-449,yes,no,cellular,14,may,9,1,-1,0,unknown,0
16303,31,management,married,tertiary,no,325,yes,no,telephone,18,jul,1139,2,-1,0,unknown,0
16304,31,management,married,tertiary,no,72116,yes,no,cellular,18,jul,1139,2,-1,0,unknown,0
