,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10847,49,admin.,married,secondary,no,10250,yes,no,telephone,2,sep,97,1,-1,0,unknown,0
10848,49,admin.,married,secondary,no,10250,yes,no,telephone,24,oct,97,5,-1,0,success,0
10849,47,entrepreneur,married,tertiary,no,0,no,no,cellular,16,feb,261,6,-1,11,unknown,0
10850,47,retired,married,tertiary,yes,0,no,no,cellular,16,feb,261,2,-1,0,unknown,0
10851,67,management,divorced,tertiary,no,5275,no,no,cellular,13,aug,222,4,-1,0,unknown,0
10852,59,housemaid,divorced,secondary,no,5275,no,yes,cellular,13,aug,222,4,-1,0,unknown,0
10853,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,sep,126,1,495,1,success,0
10854,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,320,1,success,0
10855,82,retired,married,secondary,no,243,no,no,cellular,26,jul,6,1,180,2,success,0
10856,82,retired,married,primary,no,243,no,no,telephone,26,jul,86,1,180,2,success,0
10857,46,services,married,secondary,no,74,yes,no,unknown,25,may,1882,7,-1,0,unknown,0
10858,46,services,married,secondary,no,5413,yes,no,unknown,15,may,1257,4,-1,0,unknown,1
10859,30,management,married,tertiary,no,4328,no,no,cellular,30,apr,118,3,189,11,other,0
10860,53,management,married,tertiary,no,4328,no,yes,cellular,30,apr,262,3,189,11,other,0
10861,34,entrepreneur,divorced,unknown,no,2885,no,no,cellular,10,feb,314,2,156,4,other,0
10862,34,management,divorced,tertiary,no,2885,no,no,unknown,10,feb,314,2,415,4,other,0
10863,62,blue-collar,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,0
10864,38,management,single,tertiary,no,104,yes,no,cellular,6,may,402,3,-1,0,unknown,0
10865,83,housemaid,married,secondary,no,8304,no,no,cellular,1,jun,201,1,-1,0,unknown,0
10866,55,admin.,married,secondary,no,8304,no,no,cellular,1,jun,201,1,210,3,unknown,0
10867,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,304,1,failure,0
10868,31,management,single,secondary,no,31274,yes,no,cellular,8,jul,167,4,62,1,failure,0
10869,92,blue-collar,single,unknown,no,484,no,yes,cellular,8,jul,344,1,87,3,failure,0
10870,35,blue-collar,single,secondary,no,484,no,no,cellular,8,jul,344,29,87,3,failure,0
10871,36,management,married,tertiary,no,3120,no,no,cellular,1,aug,212,1,-1,0,unknown,0
10872,36,management,married,tertiary,no,1113,no,no,telephone,1,sep,212,1,-1,0,other,0
10873,36,self-employed,married,tertiary,no,506,no,no,cellular,28,nov,217,1,70,2,failure,0
10874,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,489,1,258,2,failure,0
10875,54,admin.,married,secondary,no,1633,no,yes,cellular,3,jul,409,2,329,0,unknown,0
10876,54,admin.,married,secondary,no,1633,yes,no,cellular,3,jul,118,2,-1,0,unknown,0
10877,43,services,single,primary,no,0,no,no,cellular,9,jul,196,1,-1,0,unknown,0
10878,43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,588,1,-1,0,unknown,0
10879,33,blue-collar,single,unknown,no,498,no,no,cellular,12,aug,338,2,104,1,other,0
10880,33,blue-collar,single,secondary,no,498,no,no,cellular,12,jan,338,2,104,1,other,0
10881,23,technician,married,tertiary,no,1129,yes,no,unknown,4,may,806,1,-1,0,unknown,0
10882,23,retired,married,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,0
10883,54,technician,married,secondary,no,2102,yes,no,cellular,5,sep,547,20,626,2,failure,0
10884,54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,183,1,626,2,failure,0
10885,59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,117,3,183,1,success,0
