,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32046,37,technician,married,tertiary,no,122,no,no,telephone,25,jun,266,25,318,3,other,0
32047,34,management,single,tertiary,no,36364,no,no,cellular,26,aug,580,2,-1,0,unknown,1
32048,41,management,married,secondary,no,0,no,no,cellular,21,nov,1208,1,-1,0,unknown,1
32049,34,technician,married,primary,no,268,no,no,cellular,11,aug,1178,4,-1,0,unknown,1
32050,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,2,success,0
32051,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,93,1,-1,0,other,0
32052,50,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,648,2,-1,0,unknown,1
32053,33,management,married,tertiary,yes,1412,no,no,cellular,6,dec,433,2,-1,0,unknown,0
32054,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1359,1,192,1,success,1
32055,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,apr,215,1,-1,0,unknown,1
32056,48,management,married,unknown,no,7861,no,no,cellular,20,nov,380,1,-1,37,success,1
32057,26,management,single,tertiary,no,690,no,no,cellular,5,feb,929,3,-1,0,unknown,1
32058,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,768,2,345,2,success,1
32059,30,management,married,tertiary,no,451,yes,no,cellular,5,may,1061,1,274,3,failure,1
32060,39,services,married,secondary,no,257,no,no,unknown,12,jun,1669,1,-1,0,unknown,1
32061,38,blue-collar,married,secondary,no,4771,yes,no,cellular,31,apr,763,1,-1,0,unknown,1
32062,54,retired,divorced,tertiary,no,726,no,no,cellular,28,mar,246,17,-1,0,unknown,1
32063,38,management,married,tertiary,no,413,no,no,unknown,13,apr,926,1,179,2,failure,0
32064,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,1855,3,-1,0,unknown,1
32065,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,1033,1,136,8,other,1
32066,35,technician,married,secondary,no,8,yes,no,cellular,20,apr,1806,6,-1,0,unknown,1
32067,57,housemaid,married,tertiary,no,3760,yes,no,cellular,17,nov,1070,1,-1,0,failure,1
32068,31,services,married,secondary,no,-331,yes,no,unknown,23,aug,2260,5,-1,0,unknown,1
32069,60,retired,married,primary,no,458,yes,no,unknown,16,may,1205,1,-1,0,unknown,1
32070,48,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,17,apr,1391,2,-1,0,unknown,1
32071,23,student,single,tertiary,no,82,no,no,cellular,4,mar,289,4,335,0,unknown,1
32072,36,management,married,unknown,no,0,no,no,cellular,5,jun,858,1,-1,0,unknown,1
32073,37,management,divorced,tertiary,no,3236,no,no,cellular,6,may,291,2,202,5,other,0
32074,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,678,10,331,16,other,1
32075,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,2256,3,-1,0,unknown,1
32076,41,technician,divorced,secondary,no,2152,no,no,cellular,30,sep,823,1,121,1,other,0
32077,95,blue-collar,married,secondary,no,14378,yes,no,cellular,4,may,378,3,-1,0,unknown,1
32078,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,902,1,86,0,unknown,1
32079,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1555,1,-1,0,unknown,1
32080,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,1516,10,-1,0,unknown,1
32081,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,3078,3,-1,0,unknown,1
32082,44,admin.,married,secondary,no,31617,yes,no,cellular,21,jul,1114,10,-1,0,unknown,1
32083,39,technician,single,secondary,no,822,yes,no,unknown,29,may,1499,3,-1,0,unknown,1
32084,31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,1462,8,-1,0,unknown,1
32085,55,services,married,secondary,no,96,no,yes,telephone,30,jul,922,2,-1,0,unknown,0
32086,44,technician,divorced,secondary,no,0,no,no,unknown,2,jun,1060,1,-1,0,unknown,0
32087,51,management,single,tertiary,no,1146,yes,yes,unknown,19,may,1434,4,328,0,unknown,0
32088,41,blue-collar,married,secondary,no,1521,yes,no,cellular,8,oct,1331,4,-1,0,unknown,1
