,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
2760350,2,12,all credits at this bank paid back duly,others,15412,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,for free,1,skilled employee/official,0 to 2,no,no,0
2760351,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,female : single,none,0,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
2760352,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,for free,1,skilled employee/official,0 to 2,no,no,0
2760353,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,own,1,skilled employee/official,0 to 2,no,no,0
2760354,2,12,delay in paying off in the past,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,for free,1,skilled employee/official,0 to 2,no,no,0
2760355,1,15,critical account/other credits elsewhere,car (used),8356,... >= 1000 DM,3,3,female : non-single or male : single,none,0,real estate,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
2760356,2,65,critical account/other credits elsewhere,car (used),2186,... >= 1000 DM,3,0,female : non-single or male : single,co-applicant,0,unknown / no property,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
2760357,2,69,no credits taken/all credits paid back duly,car (used),2186,unknown/no savings account,3,1,female : non-single or male : single,none,0,unknown / no property,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
2760358,1,15,no credits taken/all credits paid back duly,car (used),15636,... >= 1000 DM,3,3,female : non-single or male : single,none,0,real estate,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
2760359,0,15,no credits taken/all credits paid back duly,others,15326,... >= 1000 DM,4,0,female : non-single or male : single,none,0,unknown / no property,33,bank,for free,1,unskilled - resident,3 or more,no,no,0
2760360,0,24,all credits at this bank paid back duly,repairs,12134,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760361,2,24,critical account/other credits elsewhere,repairs,1927,... >= 1000 DM,2,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,0
2760362,3,24,all credits at this bank paid back duly,repairs,14421,... <  100 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,52,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760363,1,24,critical account/other credits elsewhere,repairs,1927,... <  100 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760364,1,24,critical account/other credits elsewhere,repairs,1927,... <  100 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,73,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760365,1,66,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
2760366,1,46,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
2760367,1,37,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
2760368,1,47,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,stores,rent,1,skilled employee/official,0 to 2,no,no,0
2760369,1,52,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,unskilled - resident,0 to 2,no,no,0
2760370,1,30,all credits at this bank paid back duly,car (new),6187,unknown/no savings account,0,0,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2760371,2,30,critical account/other credits elsewhere,car (new),6187,... <  100 DM,3,0,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2760372,1,55,all credits at this bank paid back duly,car (new),6187,... <  100 DM,0,1,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2760373,1,30,no credits taken/all credits paid back duly,retraining,6187,... <  100 DM,0,3,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2760374,1,64,all credits at this bank paid back duly,car (new),6187,... <  100 DM,1,1,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2760375,2,18,critical account/other credits elsewhere,car (used),14637,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760376,2,18,critical account/other credits elsewhere,car (used),3244,unknown/no savings account,2,2,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760377,2,61,delay in paying off in the past,car (used),14302,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760378,2,60,delay in paying off in the past,car (used),3244,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760379,2,18,delay in paying off in the past,car (used),3244,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2760380,1,63,existing credits paid back duly till now,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,rent,>= 6,skilled employee/official,0 to 2,yes (under customer name),no,0
2760381,1,6,critical account/other credits elsewhere,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760382,1,6,critical account/other credits elsewhere,others,11605,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,rent,>= 6,skilled employee/official,0 to 2,yes (under customer name),no,0
2760383,1,6,critical account/other credits elsewhere,others,11605,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760384,1,72,no credits taken/all credits paid back duly,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2760385,0,48,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,65,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
2760386,2,48,no credits taken/all credits paid back duly,retraining,15672,100 <= ... <  500 DM,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,37,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
